Time [UTC], Temp OB [C], Temp RTC [C], Bat [V], Distace [mm], Pressure Atmos [mBar], Humidity [%], Temp Atmos [C],
2019/01/04 13:22:02,10.58,11.50,4.52,552,585.50,74.62,9.44,
2019/01/04 13:22:07,10.69,11.50,4.47,2446,585.53,74.55,9.61,
2019/01/04 13:23:00,10.36,11.25,4.55,2476,585.50,80.03,9.33,
2019/01/04 13:24:00,10.25,11.25,4.54,711,585.24,75.85,9.28,
2019/01/04 13:25:00,10.04,11.00,4.35,4882,585.47,74.90,9.69,
2019/01/04 13:26:00,10.15,11.00,4.40,-5000,584.94,72.71,9.78,
2019/01/04 13:27:00,9.93,11.00,4.38,-5000,585.16,77.85,9.92,
2019/01/04 13:28:00,10.25,11.50,4.54,-5000,584.95,71.42,10.16,
2019/01/04 13:29:00,10.25,11.50,4.54,659,585.01,72.86,10.32,
