Time [UTC], Temp OB [C], Temp RTC [C], Bat [V], Distace [mm], Pressure Atmos [mBar], Humidity [%], Temp Atmos [C],
2019/03/09 19:42:25,5.06,6.75,4.41,1611,967.18,65.97,4.03,
2019/03/09 19:43:01,4.95,6.75,4.38,861,967.17,67.14,3.81,
2019/03/09 19:44:01,4.95,6.75,4.31,870,967.13,66.93,3.67,
2019/03/09 19:45:01,5.06,6.75,4.43,1608,967.28,66.64,3.73,
2019/03/09 19:46:01,5.06,6.75,4.43,1607,967.20,66.65,3.67,
2019/03/09 19:47:01,5.06,6.75,4.37,1608,967.10,67.13,3.87,
2019/03/09 19:48:01,5.06,6.75,4.43,1608,967.06,66.76,3.92,
2019/03/09 19:49:01,5.06,6.75,4.43,1608,967.03,66.92,3.92,
2019/03/09 19:50:01,5.06,6.75,4.37,1608,966.97,65.54,4.10,
2019/03/09 19:51:01,4.95,6.75,4.39,1610,967.04,66.84,4.25,
2019/03/09 19:52:01,5.06,6.50,4.37,-500,966.99,64.79,4.16,
2019/03/09 19:53:01,5.06,6.50,4.43,1613,966.98,64.56,4.32,
2019/03/09 19:54:01,4.95,6.75,4.32,1612,966.88,66.05,4.16,
2019/03/09 19:55:01,5.06,6.75,4.44,1611,966.82,64.90,4.33,
2019/03/09 19:56:01,5.06,6.50,4.44,1611,966.95,65.50,3.99,
2019/03/09 19:57:01,4.95,6.75,4.39,1612,966.82,65.30,4.11,
2019/03/09 19:58:01,4.95,6.75,4.40,1611,966.82,65.72,3.80,
2019/03/09 19:59:01,4.95,6.50,4.40,1611,966.78,65.89,3.79,
2019/03/09 20:00:01,4.84,6.50,4.32,1612,966.78,66.50,3.84,
2019/03/09 20:01:01,4.84,6.50,4.41,1612,966.75,65.81,4.00,
2019/03/09 20:02:01,4.84,6.50,4.40,1611,966.74,65.63,3.95,
2019/03/09 20:03:01,4.84,6.25,4.33,1611,966.75,66.25,3.70,
2019/03/09 20:04:01,4.61,6.25,4.44,1611,966.71,67.02,3.69,
2019/03/09 20:05:01,4.61,6.25,4.38,1611,966.72,68.23,3.68,
2019/03/09 20:06:01,4.61,6.25,4.38,1612,966.61,67.53,3.95,
2019/03/09 20:07:01,4.50,6.25,4.25,1612,966.57,66.84,3.95,
2019/03/09 20:08:01,4.50,6.25,4.25,1612,966.50,67.46,3.83,
2019/03/09 20:09:01,4.38,6.00,4.51,1612,966.46,66.25,3.85,
2019/03/09 20:10:01,4.38,6.00,4.31,1612,966.52,66.80,3.74,
2019/03/09 20:11:01,4.27,6.00,4.32,1612,966.39,67.73,3.77,
2019/03/09 20:12:01,4.27,6.00,4.39,1611,966.37,66.99,3.68,
2019/03/09 20:13:01,4.27,6.00,4.31,1612,966.33,67.79,3.62,
2019/03/09 20:14:01,4.16,5.75,4.49,1612,966.36,66.85,3.76,
2019/03/09 20:15:01,4.04,5.75,4.42,1611,966.35,66.57,3.59,
2019/03/09 20:16:01,4.04,5.75,4.34,1612,966.26,67.29,3.75,
2019/03/09 20:17:01,4.04,5.75,4.42,1612,966.26,67.07,3.86,
2019/03/09 20:18:01,3.93,5.75,4.52,1611,966.31,66.75,3.70,
2019/03/09 20:19:01,3.93,5.75,4.52,1612,966.22,66.30,3.65,
2019/03/09 20:20:01,3.93,5.50,4.48,1612,966.18,66.35,3.65,
2019/03/09 20:21:01,3.81,5.50,4.45,1611,966.33,66.78,3.64,
2019/03/09 20:22:01,3.81,5.50,4.45,1612,966.20,67.59,3.64,
2019/03/09 20:23:01,3.81,5.50,4.45,1612,966.22,66.80,3.77,
2019/03/09 20:24:01,3.70,5.50,4.25,1612,966.13,66.57,3.96,
2019/03/09 20:25:01,3.70,5.50,4.34,1612,966.20,66.35,4.04,
2019/03/09 20:26:01,3.70,5.50,4.33,1612,966.16,66.34,3.76,
2019/03/09 20:27:01,3.70,5.50,4.34,1611,966.09,67.09,3.60,
2019/03/09 20:28:01,3.70,5.50,4.26,1611,966.07,67.91,3.55,
2019/03/09 20:29:01,3.70,5.50,4.33,1612,966.07,67.39,3.67,
2019/03/09 20:30:01,3.58,5.25,4.40,1612,966.03,67.48,3.81,
2019/03/09 20:31:01,3.58,5.25,4.34,1613,965.92,67.40,3.90,
2019/03/09 20:32:01,3.58,5.25,4.41,1613,965.87,66.94,3.89,
2019/03/09 20:33:01,3.58,5.25,4.34,1612,966.04,67.42,3.66,
2019/03/09 20:34:01,3.47,5.25,4.32,1610,965.97,67.65,3.55,
2019/03/09 20:35:01,3.47,5.25,4.33,1611,966.02,67.51,3.55,
2019/03/09 20:36:01,3.47,5.25,4.32,1612,965.93,68.44,3.65,
2019/03/09 20:37:01,3.35,5.25,4.49,1612,965.94,68.16,3.63,
2019/03/09 20:38:01,3.35,5.00,4.24,1612,965.94,68.16,3.62,
2019/03/09 20:39:01,3.24,5.00,4.50,1611,965.95,67.13,3.68,
2019/03/09 20:40:01,3.24,5.00,4.49,1612,965.94,67.90,3.74,
2019/03/09 20:41:01,3.24,5.00,4.44,1613,966.00,67.49,3.81,
2019/03/09 20:42:01,3.24,5.00,4.50,1612,966.05,67.84,3.66,
2019/03/09 20:43:01,3.12,4.75,4.47,1612,965.98,69.48,3.52,
2019/03/09 20:44:01,3.24,5.00,4.44,1612,966.04,69.62,3.52,
2019/03/09 20:45:01,3.12,5.00,4.41,1612,965.97,70.66,3.36,
2019/03/09 20:46:01,3.01,4.75,4.43,1612,966.09,71.72,3.29,
2019/03/09 20:47:01,2.89,4.75,4.44,1613,965.97,73.77,3.12,
2019/03/09 20:48:01,2.77,4.75,4.40,1612,965.97,75.74,3.04,
2019/03/09 20:49:01,2.77,4.50,4.41,1612,965.97,76.18,2.91,
2019/03/09 20:50:01,2.66,4.50,4.27,1611,965.93,78.25,2.81,
2019/03/09 20:51:01,2.54,4.50,4.42,1609,965.90,78.26,2.74,
2019/03/09 20:52:01,2.43,4.25,4.27,1608,965.90,80.06,2.68,
2019/03/09 20:53:01,2.31,4.00,4.51,1603,965.98,80.42,2.62,
2019/03/09 20:54:01,2.19,4.00,4.22,1608,965.82,81.99,2.65,
2019/03/09 20:55:01,2.08,3.75,4.50,1611,965.75,85.78,2.60,
2019/03/09 20:56:01,1.96,3.75,4.41,1613,965.80,83.72,2.49,
2019/03/09 20:57:01,1.96,3.75,4.41,1607,965.93,83.97,2.46,
2019/03/09 20:58:01,1.84,3.50,4.42,1609,965.80,85.90,2.45,
2019/03/09 20:59:01,1.72,3.50,4.40,1613,965.75,85.86,2.38,
2019/03/09 21:00:01,1.61,3.50,4.31,1607,965.78,86.98,2.37,
2019/03/09 21:01:01,1.61,3.50,4.38,1603,965.79,87.59,2.35,
2019/03/09 21:02:01,1.49,3.25,4.25,1604,965.74,85.72,2.42,
2019/03/09 21:03:01,1.49,3.25,4.34,1605,965.80,86.56,2.40,
2019/03/09 21:04:01,1.37,3.25,4.48,1606,965.89,87.89,2.41,
2019/03/09 21:05:01,1.37,3.25,4.23,1611,965.93,87.36,2.41,
2019/03/09 21:06:01,1.25,3.25,4.40,1612,965.93,87.86,2.33,
2019/03/09 21:07:01,1.25,3.00,4.45,1600,965.93,90.04,2.34,
2019/03/09 21:08:01,1.25,3.00,4.45,1591,965.97,89.12,2.32,
2019/03/09 21:09:01,1.14,3.00,4.49,1609,965.93,88.96,2.31,
2019/03/09 21:10:01,1.14,3.00,4.27,1606,965.96,90.19,2.25,
2019/03/09 21:11:01,1.14,3.00,4.49,1603,965.96,91.02,2.26,
2019/03/09 21:12:01,1.14,3.00,4.26,1608,965.94,93.06,2.31,
2019/03/09 21:13:01,1.02,3.00,4.49,1603,965.99,92.67,2.19,
2019/03/09 21:14:01,1.02,3.00,4.49,1605,966.01,93.46,2.19,
2019/03/09 21:15:01,1.02,2.75,4.49,1612,965.94,93.74,2.18,
2019/03/09 21:16:01,1.02,3.00,4.49,1619,965.95,93.56,2.19,
2019/03/09 21:17:01,1.02,2.75,4.43,1628,965.92,93.27,2.13,
2019/03/09 21:18:01,0.90,2.75,4.38,1622,965.97,93.89,2.19,
2019/03/09 21:19:01,0.90,2.75,4.30,1629,965.95,93.63,2.15,
2019/03/09 21:20:01,0.90,2.75,4.37,1624,965.95,93.55,2.21,
2019/03/09 21:21:01,0.90,2.75,4.29,1627,965.94,94.49,2.17,
2019/03/09 21:22:01,0.90,2.75,4.38,1629,965.93,94.76,2.04,
2019/03/09 21:23:01,0.90,2.75,4.38,1620,965.87,94.21,2.00,
2019/03/09 21:24:01,0.78,2.75,4.34,1623,965.99,93.33,2.05,
2019/03/09 21:25:01,0.78,2.75,4.42,1628,965.88,94.77,1.99,
2019/03/09 21:26:01,0.78,2.75,4.34,1628,965.88,94.04,2.00,
2019/03/09 21:27:01,0.78,2.75,4.42,1622,965.84,94.65,2.00,
2019/03/09 21:28:01,0.66,2.50,4.41,1619,965.83,94.03,2.00,
2019/03/09 21:29:01,0.66,2.50,4.47,1622,965.84,95.39,2.00,
2019/03/09 21:30:01,0.66,2.50,4.41,1621,965.84,95.98,2.01,
2019/03/09 21:31:01,0.66,2.50,4.47,1615,965.86,96.09,1.97,
2019/03/09 21:32:01,0.66,2.50,4.47,1615,965.84,95.69,1.95,
2019/03/09 21:33:01,0.66,2.50,4.42,1618,965.75,95.53,1.96,
2019/03/09 21:34:01,0.54,2.50,4.44,1617,965.69,95.82,1.92,
2019/03/09 21:35:01,0.54,2.50,4.37,1620,965.70,95.73,1.95,
2019/03/09 21:36:01,0.54,2.50,4.43,1618,965.71,95.86,1.90,
2019/03/09 21:37:01,0.54,2.50,4.38,1621,965.75,96.52,1.91,
2019/03/09 21:38:01,0.54,2.50,4.38,1621,965.61,96.36,1.87,
2019/03/09 21:39:01,0.54,2.50,4.44,1621,965.58,95.75,1.93,
2019/03/09 21:40:01,0.42,2.25,4.25,1622,965.47,96.26,1.94,
2019/03/09 21:41:01,0.42,2.50,4.49,1623,965.53,96.09,1.88,
2019/03/09 21:42:01,0.42,2.50,4.25,1622,965.50,96.94,1.84,
2019/03/09 21:43:01,0.42,2.25,4.26,1622,965.55,97.55,1.79,
2019/03/09 21:44:01,0.42,2.25,4.49,1624,965.47,96.43,1.80,
2019/03/09 21:45:01,0.42,2.25,4.26,1626,965.46,96.25,1.81,
2019/03/09 21:46:01,0.30,2.25,4.40,1628,965.44,96.67,1.85,
2019/03/09 21:47:01,0.30,2.25,4.39,1633,965.45,97.90,1.72,
2019/03/09 21:48:01,0.30,2.25,4.45,1637,965.40,98.62,1.67,
2019/03/09 21:49:01,0.30,2.25,4.45,1660,965.34,99.10,1.65,
2019/03/09 21:50:01,0.18,2.00,4.20,1647,965.34,98.13,1.69,
2019/03/09 21:51:01,0.18,2.25,4.29,1622,965.29,98.61,1.73,
2019/03/09 21:52:01,0.18,2.25,4.51,1619,965.23,98.13,1.71,
2019/03/09 21:53:01,0.18,2.00,4.29,1620,965.36,99.02,1.66,
2019/03/09 21:54:01,0.18,2.25,4.20,1624,965.42,99.86,1.68,
2019/03/09 21:55:01,0.18,2.00,4.29,1641,965.36,99.28,1.63,
2019/03/09 21:56:01,0.18,2.00,4.29,1635,965.43,99.82,1.61,
2019/03/09 21:57:01,0.18,2.00,4.28,1649,965.34,99.62,1.61,
2019/03/09 21:58:01,0.06,2.00,4.40,1630,965.44,100.00,1.58,
2019/03/09 21:59:01,0.06,2.00,4.47,1632,965.41,100.00,1.56,
2019/03/09 22:00:01,0.06,2.00,4.40,1628,965.37,99.22,1.61,
2019/03/09 22:01:01,0.06,2.00,4.45,1636,965.43,99.66,1.58,
2019/03/09 22:02:01,0.06,2.00,4.46,1623,965.44,99.09,1.60,
2019/03/09 22:03:01,0.06,2.00,4.40,1627,965.43,100.00,1.56,
2019/03/09 22:04:01,-0.06,2.00,4.38,1627,965.39,99.82,1.56,
2019/03/09 22:05:01,-0.06,2.00,4.31,1623,965.38,100.00,1.58,
2019/03/09 22:06:01,-0.06,2.00,4.39,1623,965.33,100.00,1.50,
2019/03/09 22:07:01,-0.06,2.00,4.31,1607,965.36,100.00,1.47,
2019/03/09 22:08:01,-0.06,2.00,4.38,1604,965.38,99.74,1.51,
2019/03/09 22:09:01,-0.06,1.75,4.38,1610,965.33,99.62,1.52,
2019/03/09 22:10:01,-0.06,2.00,4.31,1615,965.33,99.90,1.46,
2019/03/09 22:11:01,-0.06,1.75,4.38,1618,965.28,100.00,1.46,
2019/03/09 22:12:01,-0.18,1.75,4.29,1626,965.35,100.00,1.46,
2019/03/09 22:13:01,-0.18,2.00,4.37,1623,965.40,100.00,1.48,
2019/03/09 22:14:01,-0.18,1.75,4.29,1622,965.31,99.86,1.53,
2019/03/09 22:15:01,-0.18,1.75,4.37,1623,965.36,100.00,1.48,
2019/03/09 22:16:01,-0.18,1.75,4.38,1618,965.34,100.00,1.45,
2019/03/09 22:17:01,-0.18,1.75,4.29,1611,965.40,100.00,1.45,
2019/03/09 22:18:01,-0.18,1.75,4.29,1613,965.41,100.00,1.49,
2019/03/09 22:19:01,-0.30,1.75,4.43,1615,965.38,100.00,1.43,
2019/03/09 22:20:01,-0.30,1.75,4.49,1585,965.36,100.00,1.42,
2019/03/09 22:21:01,-0.30,1.75,4.43,1597,965.37,100.00,1.41,
2019/03/09 22:22:01,-0.30,1.75,4.49,1602,965.37,100.00,1.40,
2019/03/09 22:23:01,-0.30,1.75,4.43,1634,965.38,100.00,1.39,
2019/03/09 22:24:01,-0.30,1.50,4.49,1610,965.33,100.00,1.36,
2019/03/09 22:25:01,-0.30,1.75,4.43,1596,965.34,100.00,1.35,
2019/03/09 22:26:01,-0.30,1.75,4.50,1612,965.33,100.00,1.38,
2019/03/09 22:27:01,-0.30,1.75,4.49,1690,965.34,100.00,1.33,
2019/03/09 22:28:01,-0.30,1.75,4.43,1696,965.30,100.00,1.29,
2019/03/09 22:29:01,-0.42,1.75,4.37,1618,965.31,100.00,1.29,
2019/03/09 22:30:01,-0.30,1.50,4.43,1622,965.24,100.00,1.27,
2019/03/09 22:31:01,-0.42,1.75,4.38,1616,965.31,100.00,1.22,
2019/03/09 22:32:01,-0.42,1.75,4.37,1617,965.35,100.00,1.20,
2019/03/09 22:33:01,-0.42,1.75,4.37,1621,965.28,100.00,1.22,
2019/03/09 22:34:01,-0.42,1.50,4.30,1624,965.26,100.00,1.21,
2019/03/09 22:35:01,-0.42,1.50,4.38,1624,965.22,100.00,1.21,
2019/03/09 22:36:01,-0.42,1.50,4.29,1625,965.29,100.00,1.20,
2019/03/09 22:37:01,-0.54,1.50,4.21,1627,965.24,100.00,1.14,
2019/03/09 22:38:01,-0.54,1.50,4.46,1626,965.24,100.00,1.11,
2019/03/09 22:39:01,-0.54,1.50,4.20,1628,965.20,100.00,1.09,
2019/03/09 22:40:01,-0.54,1.50,4.46,1625,965.20,100.00,1.08,
2019/03/09 22:41:01,-0.54,1.50,4.20,1622,965.23,100.00,1.08,
2019/03/09 22:42:01,-0.54,1.50,4.21,1625,965.19,100.00,1.09,
2019/03/09 22:43:01,-0.54,1.50,4.47,1624,965.12,100.00,1.05,
2019/03/09 22:44:01,-0.54,1.50,4.21,1624,965.22,100.00,1.09,
2019/03/09 22:45:01,-0.54,1.50,4.47,1621,965.20,100.00,1.08,
2019/03/09 22:46:01,-0.54,1.50,4.20,1619,965.20,100.00,1.06,
2019/03/09 22:47:01,-0.54,1.50,4.46,1622,965.20,100.00,1.07,
2019/03/09 22:48:01,-0.66,1.50,4.38,1620,965.19,100.00,1.06,
2019/03/09 22:49:01,-0.66,1.50,4.32,1620,965.18,100.00,1.04,
2019/03/09 22:50:01,-0.66,1.50,4.32,1620,965.22,100.00,1.02,
2019/03/09 22:51:01,-0.66,1.50,4.39,1620,965.16,100.00,1.01,
2019/03/09 22:52:01,-0.66,1.25,4.31,1619,965.25,100.00,1.02,
2019/03/09 22:53:01,-0.66,1.50,4.40,1619,965.29,100.00,1.00,
2019/03/09 22:54:01,-0.66,1.25,4.40,1619,965.26,100.00,0.98,
2019/03/09 22:55:01,-0.66,1.25,4.39,1618,965.36,100.00,0.96,
2019/03/09 22:56:01,-0.66,1.25,4.40,1618,965.31,100.00,0.96,
2019/03/09 22:57:01,-0.66,1.50,4.32,1617,965.25,100.00,0.94,
2019/03/09 22:58:01,-0.78,1.25,4.41,1611,965.33,100.00,0.93,
2019/03/09 22:59:01,-0.66,1.25,4.31,1617,965.33,100.00,0.93,
2019/03/09 23:00:01,-0.78,1.25,4.41,1615,965.31,100.00,0.91,
2019/03/09 23:01:01,-0.66,1.25,4.31,1624,965.32,100.00,0.91,
2019/03/09 23:02:01,-0.78,1.25,4.34,1621,965.30,100.00,0.93,
2019/03/09 23:03:01,-0.78,1.25,4.42,1622,965.33,100.00,0.90,
2019/03/09 23:04:01,-0.78,1.25,4.34,1622,965.38,100.00,0.89,
2019/03/09 23:05:01,-0.78,1.25,4.42,1621,965.30,100.00,0.88,
2019/03/09 23:06:01,-0.78,1.25,4.42,1622,965.30,100.00,0.85,
2019/03/09 23:07:01,-0.78,1.25,4.33,1624,965.32,100.00,0.86,
2019/03/09 23:08:01,-0.78,1.25,4.40,1620,965.35,100.00,0.89,
2019/03/09 23:09:01,-0.78,1.25,4.41,1618,965.31,100.00,0.87,
2019/03/09 23:10:01,-0.91,1.25,4.44,1616,965.40,100.00,0.86,
2019/03/09 23:11:01,-0.78,1.00,4.41,1620,965.35,100.00,0.86,
2019/03/09 23:12:01,-0.78,1.25,4.41,1623,965.32,100.00,0.82,
2019/03/09 23:13:01,-0.78,1.25,4.34,1626,965.28,100.00,0.82,
2019/03/09 23:14:01,-0.91,1.25,4.49,1626,965.28,100.00,0.83,
2019/03/09 23:15:01,-0.91,1.25,4.49,1626,965.23,100.00,0.83,
2019/03/09 23:16:01,-0.91,1.25,4.44,1627,965.25,100.00,0.84,
2019/03/09 23:17:01,-0.91,1.25,4.49,1628,965.28,100.00,0.83,
2019/03/09 23:18:01,-0.91,1.25,4.49,1630,965.27,100.00,0.79,
2019/03/09 23:19:01,-0.91,1.25,4.45,1645,965.23,100.00,0.78,
2019/03/09 23:20:01,-0.91,1.25,4.49,1686,965.22,100.00,0.79,
2019/03/09 23:21:01,-0.91,1.00,4.44,1641,965.25,100.00,0.78,
2019/03/09 23:22:01,-0.91,1.25,4.49,1642,965.23,100.00,0.83,
2019/03/09 23:23:01,-0.91,1.25,4.44,1634,965.23,100.00,0.85,
2019/03/09 23:24:01,-0.91,1.00,4.49,1631,965.21,100.00,0.81,
2019/03/09 23:25:01,-0.91,1.25,4.49,1632,965.24,100.00,0.79,
2019/03/09 23:26:01,-0.91,1.00,4.49,1634,965.25,100.00,0.79,
2019/03/09 23:27:01,-0.91,1.00,4.49,1630,965.26,100.00,0.77,
2019/03/09 23:28:01,-1.03,1.00,4.42,1629,965.26,100.00,0.75,
2019/03/09 23:29:01,-1.03,1.00,4.47,1629,965.22,100.00,0.75,
2019/03/09 23:30:01,-1.03,1.00,4.41,1633,965.24,100.00,0.75,
2019/03/09 23:31:01,-1.03,1.00,4.47,1639,965.23,100.00,0.76,
2019/03/09 23:32:01,-1.03,1.00,4.47,1637,965.27,100.00,0.79,
2019/03/09 23:33:01,-1.03,1.00,4.41,1626,965.22,100.00,0.79,
2019/03/09 23:34:01,-1.03,1.00,4.47,1630,965.23,100.00,0.80,
2019/03/09 23:35:01,-1.03,1.00,4.47,1623,965.25,100.00,0.77,
2019/03/09 23:36:01,-1.03,1.00,4.41,1760,965.22,100.00,0.76,
2019/03/09 23:37:01,-1.03,1.00,4.47,1615,965.22,100.00,0.75,
2019/03/09 23:38:01,-1.03,1.00,4.47,1627,965.22,100.00,0.72,
2019/03/09 23:39:01,-1.03,1.00,4.42,1629,965.14,100.00,0.72,
2019/03/09 23:40:01,-1.03,1.00,4.47,1629,965.21,100.00,0.72,
2019/03/09 23:41:01,-1.03,1.00,4.47,1623,965.19,100.00,0.72,
2019/03/09 23:42:01,-1.03,1.00,4.47,1631,965.15,100.00,0.70,
2019/03/09 23:43:01,-1.15,1.00,4.50,1631,965.20,100.00,0.71,
2019/03/09 23:44:01,-1.03,1.00,4.47,1633,965.13,100.00,0.71,
2019/03/09 23:45:01,-1.15,1.00,4.49,1608,965.17,100.00,0.69,
2019/03/09 23:46:01,-1.03,1.00,4.47,1628,965.16,100.00,0.66,
2019/03/09 23:47:01,-1.03,1.00,4.47,1619,965.14,100.00,0.64,
2019/03/09 23:48:01,-1.15,1.00,4.18,1620,965.18,100.00,0.64,
2019/03/09 23:49:01,-1.15,1.00,4.27,1619,965.16,100.00,0.62,
2019/03/09 23:50:01,-1.15,1.00,4.18,1620,965.23,100.00,0.59,
2019/03/09 23:51:01,-1.15,1.00,4.27,1623,965.17,100.00,0.58,
2019/03/09 23:52:01,-1.03,1.00,4.47,1628,965.18,100.00,0.56,
2019/03/09 23:53:01,-1.15,0.75,4.28,1629,965.17,100.00,0.54,
2019/03/09 23:54:01,-1.15,0.75,4.27,1637,965.19,100.00,0.52,
2019/03/09 23:55:01,-1.15,1.00,4.49,1635,965.26,100.00,0.51,
2019/03/09 23:56:01,-1.15,1.00,4.28,1635,965.21,100.00,0.50,
2019/03/09 23:57:01,-1.15,1.00,4.27,1611,965.20,100.00,0.47,
2019/03/09 23:58:01,-1.15,1.00,4.27,1626,965.27,100.00,0.46,
2019/03/09 23:59:01,-1.15,1.00,4.18,1623,965.30,100.00,0.46,
2019/03/10 00:00:01,-1.15,0.75,4.27,1623,965.25,100.00,0.44,
2019/03/10 00:01:01,-1.15,1.00,4.27,1629,965.24,100.00,0.43,
2019/03/10 00:02:01,-1.15,1.00,4.27,1631,965.27,100.00,0.42,
2019/03/10 00:03:01,-1.15,1.00,4.49,1631,965.31,100.00,0.41,
2019/03/10 00:04:01,-1.15,1.00,4.18,1617,965.26,100.00,0.39,
2019/03/10 00:05:01,-1.27,1.00,4.47,1621,965.31,100.00,0.39,
2019/03/10 00:06:01,-1.27,1.00,4.22,1622,965.31,100.00,0.38,
2019/03/10 00:07:01,-1.27,0.75,4.22,1629,965.35,100.00,0.36,
2019/03/10 00:08:01,-1.15,0.75,4.27,1623,965.31,100.00,0.34,
2019/03/10 00:09:01,-1.27,1.00,4.47,1617,965.31,100.00,0.35,
2019/03/10 00:10:01,-1.27,0.75,4.22,1616,965.34,100.00,0.34,
2019/03/10 00:11:01,-1.27,0.75,4.47,1615,965.29,100.00,0.33,
2019/03/10 00:12:01,-1.27,1.00,4.21,1611,965.31,100.00,0.32,
2019/03/10 00:13:01,-1.27,0.75,4.46,1616,965.33,100.00,0.32,
2019/03/10 00:14:01,-1.27,0.75,4.21,1625,965.36,100.00,0.31,
2019/03/10 00:15:01,-1.27,0.75,4.47,1624,965.31,100.00,0.31,
2019/03/10 00:16:01,-1.27,0.75,4.21,1612,965.35,100.00,0.31,
2019/03/10 00:17:01,-1.27,0.75,4.47,1622,965.38,100.00,0.30,
2019/03/10 00:18:01,-1.27,0.75,4.47,1618,965.35,100.00,0.30,
2019/03/10 00:19:01,-1.27,0.75,4.22,1607,965.31,100.00,0.29,
2019/03/10 00:20:01,-1.27,0.75,4.46,1607,965.36,100.00,0.29,
2019/03/10 00:21:01,-1.27,0.75,4.22,1631,965.32,100.00,0.29,
2019/03/10 00:22:01,-1.27,0.75,4.47,1641,965.33,100.00,0.29,
2019/03/10 00:23:01,-1.27,0.75,4.22,1633,965.33,100.00,0.28,
2019/03/10 00:24:01,-1.27,0.75,4.47,1612,965.32,100.00,0.27,
2019/03/10 00:25:01,-1.27,0.75,4.21,1624,965.36,100.00,0.26,
2019/03/10 00:26:01,-1.27,0.75,4.22,1634,965.35,100.00,0.27,
2019/03/10 00:27:01,-1.27,0.75,4.22,1613,965.42,100.00,0.25,
2019/03/10 00:28:01,-1.27,0.75,4.22,1606,965.32,100.00,0.24,
2019/03/10 00:29:01,-1.27,0.75,4.21,1602,965.34,100.00,0.25,
2019/03/10 00:30:01,-1.27,0.75,4.46,1619,965.38,100.00,0.24,
2019/03/10 00:31:01,-1.27,0.75,4.22,1605,965.43,100.00,0.24,
2019/03/10 00:32:01,-1.27,0.75,4.21,1631,965.36,100.00,0.23,
2019/03/10 00:33:01,-1.27,0.75,4.21,-5000,965.51,100.00,0.21,
2019/03/10 00:34:01,-1.27,0.75,4.21,1604,965.49,100.00,0.22,
2019/03/10 00:35:01,-1.27,0.75,4.22,1592,965.48,100.00,0.20,
2019/03/10 00:36:01,-1.27,0.75,4.21,1595,965.60,100.00,0.21,
2019/03/10 00:37:01,-1.27,0.75,4.47,-5000,965.59,100.00,0.20,
2019/03/10 00:38:01,-1.27,0.75,4.22,1598,965.51,100.00,0.19,
2019/03/10 00:39:01,-1.27,0.75,4.47,1587,965.57,100.00,0.19,
2019/03/10 00:40:01,-1.39,0.75,4.31,1622,965.55,100.00,0.18,
2019/03/10 00:41:01,-1.27,0.75,4.20,-5000,965.56,100.00,0.18,
2019/03/10 00:42:01,-1.27,0.75,4.22,-5000,965.61,100.00,0.18,
2019/03/10 00:43:01,-1.39,0.75,4.23,-5000,965.60,100.00,0.18,
2019/03/10 00:44:01,-1.27,0.75,4.20,-5000,965.62,100.00,0.17,
2019/03/10 00:45:01,-1.39,0.75,4.31,-5000,965.56,100.00,0.16,
2019/03/10 00:46:01,-1.39,0.75,4.32,-5000,965.59,100.00,0.16,
2019/03/10 00:47:01,-1.39,0.75,4.31,-5000,965.61,100.00,0.15,
2019/03/10 00:48:01,-1.39,0.75,4.22,-5000,965.55,100.00,0.14,
2019/03/10 00:49:01,-1.27,0.75,4.22,-5000,965.60,100.00,0.15,
2019/03/10 00:50:01,-1.39,0.75,4.23,-5000,965.59,100.00,0.14,
2019/03/10 00:51:01,-1.39,0.75,4.31,-5000,965.61,100.00,0.13,
2019/03/10 00:52:01,-1.39,0.75,4.23,-5000,965.57,100.00,0.13,
2019/03/10 00:53:01,-1.39,0.75,4.31,-5000,965.56,100.00,0.13,
2019/03/10 00:54:01,-1.39,0.75,4.23,-5000,965.56,100.00,0.13,
2019/03/10 00:55:01,-1.39,0.75,4.32,-5000,965.57,100.00,0.12,
2019/03/10 00:56:01,-1.39,0.75,4.32,-5000,965.55,100.00,0.12,
2019/03/10 00:57:01,-1.39,0.50,4.31,1578,965.55,100.00,0.12,
2019/03/10 00:58:01,-1.39,0.75,4.31,-5000,965.45,100.00,0.12,
2019/03/10 00:59:01,-1.39,0.75,4.32,-5000,965.53,100.00,0.11,
2019/03/10 01:00:01,-1.39,0.75,4.23,-5000,965.45,100.00,0.11,
2019/03/10 01:01:01,-1.39,0.75,4.31,-5000,965.45,100.00,0.08,
2019/03/10 01:02:01,-1.39,0.75,4.23,-5000,965.49,100.00,0.08,
2019/03/10 01:03:01,-1.39,0.75,4.31,-5000,965.51,100.00,0.09,
2019/03/10 01:04:01,-1.39,0.50,4.22,-5000,965.45,100.00,0.09,
2019/03/10 01:05:01,-1.39,0.75,4.32,-5000,965.53,100.00,0.09,
2019/03/10 01:06:01,-1.39,0.75,4.31,-5000,965.49,100.00,0.08,
2019/03/10 01:07:01,-1.39,0.75,4.31,-5000,965.50,100.00,0.07,
2019/03/10 01:08:01,-1.39,0.75,4.23,-5000,965.55,100.00,0.07,
2019/03/10 01:09:01,-1.39,0.75,4.31,-5000,965.60,100.00,0.07,
2019/03/10 01:10:01,-1.39,0.75,4.31,1575,965.58,100.00,0.07,
2019/03/10 01:11:01,-1.39,0.75,4.31,1575,965.58,100.00,0.06,
2019/03/10 01:12:01,-1.39,0.75,4.32,-5000,965.66,100.00,0.07,
2019/03/10 01:13:01,-1.39,0.75,4.31,-5000,965.59,100.00,0.06,
2019/03/10 01:14:01,-1.39,0.75,4.22,1561,965.62,100.00,0.05,
2019/03/10 01:15:01,-1.39,0.50,4.22,1558,965.62,100.00,0.05,
