Time [UTC], Temp OB [C], Temp RTC [C], Bat [V], Distace [mm], Pressure Atmos [mBar], Humidity [%], Temp Atmos [C],
2019/03/12 17:39:01,1.96,3.75,4.22,1535,982.79,92.76,3.83,
2019/03/12 17:40:01,1.96,3.75,4.23,1516,982.82,93.96,3.74,
2019/03/12 17:41:01,1.96,3.75,4.27,1560,982.77,94.88,3.73,
2019/03/12 17:42:01,1.96,3.75,4.27,1510,982.82,96.17,3.59,
2019/03/12 17:43:01,1.84,3.75,4.16,1528,982.80,97.47,3.53,
2019/03/12 17:44:01,1.84,3.75,4.16,1525,982.76,98.18,3.40,
2019/03/12 17:45:01,1.84,3.75,4.23,1512,982.80,99.50,3.40,
2019/03/12 17:46:01,1.84,3.75,4.16,1543,982.76,100.00,3.48,
2019/03/12 17:47:01,1.84,3.75,4.23,1531,982.69,100.00,3.36,
2019/03/12 17:48:01,1.84,3.75,4.23,1555,982.76,100.00,3.43,
2019/03/12 17:49:01,1.72,3.75,4.21,1554,982.75,100.00,3.34,
2019/03/12 17:50:01,1.72,3.75,4.15,1528,982.74,100.00,3.23,
2019/03/12 17:51:01,1.72,3.75,4.21,1533,982.77,100.00,3.24,
2019/03/12 17:52:01,1.72,3.75,4.22,1535,982.74,100.00,3.13,
2019/03/12 17:53:01,1.72,3.50,4.21,1552,982.72,100.00,3.14,
2019/03/12 17:54:01,1.72,3.75,4.14,1545,982.70,100.00,3.11,
2019/03/12 17:55:01,1.61,3.50,4.19,1555,982.71,100.00,3.11,
2019/03/12 17:56:01,1.61,3.50,4.20,1532,982.70,100.00,3.15,
2019/03/12 17:57:01,1.61,3.50,4.12,1551,982.66,100.00,3.26,
2019/03/12 17:58:01,1.61,3.50,4.20,1536,982.61,100.00,3.33,
2019/03/12 17:59:01,1.61,3.50,4.19,1549,982.53,100.00,3.33,
2019/03/12 18:00:01,1.61,3.50,4.20,1552,982.54,100.00,3.20,
2019/03/12 18:01:01,1.61,3.50,4.19,1557,982.52,100.00,3.16,
2019/03/12 18:02:01,1.61,3.50,4.20,1555,982.51,100.00,3.09,
2019/03/12 18:03:01,1.61,3.50,4.12,1557,982.60,100.00,3.18,
2019/03/12 18:04:01,1.61,3.50,4.20,1562,982.51,100.00,3.14,
2019/03/12 18:05:01,1.61,3.50,4.19,1564,982.63,100.00,3.10,
2019/03/12 18:06:01,1.61,3.50,4.19,1560,982.53,100.00,3.00,
2019/03/12 18:07:01,1.61,3.50,4.19,1561,982.52,100.00,3.04,
2019/03/12 18:08:01,1.61,3.50,4.12,1562,982.49,100.00,3.11,
2019/03/12 18:09:01,1.61,3.50,4.12,1565,982.55,100.00,3.25,
2019/03/12 18:10:01,1.61,3.50,4.19,1566,982.41,100.00,3.16,
2019/03/12 18:11:01,1.61,3.50,4.19,1561,982.37,100.00,3.02,
2019/03/12 18:12:01,1.61,3.50,4.12,1564,982.36,100.00,3.03,
2019/03/12 18:13:01,1.61,3.50,4.19,1566,982.46,100.00,3.07,
2019/03/12 18:14:01,1.61,3.50,4.12,1570,982.35,100.00,2.99,
2019/03/12 18:15:01,1.61,3.50,4.19,1571,982.33,100.00,3.08,
2019/03/12 18:16:01,1.61,3.50,4.13,1569,982.30,100.00,3.17,
2019/03/12 18:17:01,1.61,3.50,4.19,1570,982.21,100.00,2.98,
2019/03/12 18:18:01,1.61,3.50,4.19,1572,982.26,100.00,3.11,
2019/03/12 18:19:01,1.61,3.50,4.12,1567,982.25,100.00,3.30,
2019/03/12 18:20:01,1.61,3.50,4.20,1569,982.36,100.00,3.13,
2019/03/12 18:21:01,1.61,3.50,4.13,1569,982.30,100.00,3.14,
2019/03/12 18:22:01,1.61,3.50,4.13,1569,982.32,100.00,3.14,
2019/03/12 18:23:01,1.61,3.50,4.19,1568,982.23,100.00,2.98,
2019/03/12 18:24:01,1.61,3.50,4.13,1569,982.16,100.00,3.16,
2019/03/12 18:25:01,1.61,3.50,4.18,1568,982.21,100.00,3.20,
2019/03/12 18:26:01,1.61,3.50,4.12,1570,982.16,100.00,3.16,
2019/03/12 18:27:01,1.61,3.50,4.20,1571,982.21,100.00,3.46,
2019/03/12 18:28:01,1.61,3.50,4.12,1570,982.16,100.00,3.27,
2019/03/12 18:29:01,1.61,3.50,4.13,1571,982.11,100.00,3.31,
2019/03/12 18:30:01,1.61,3.50,4.20,1572,982.10,100.00,3.32,
2019/03/12 18:31:01,1.61,3.50,4.20,1571,982.02,100.00,3.26,
2019/03/12 18:32:01,1.61,3.50,4.13,1571,981.99,100.00,3.34,
2019/03/12 18:33:01,1.72,3.75,4.22,1574,982.06,100.00,3.54,
2019/03/12 18:34:01,1.72,3.50,4.14,1573,982.03,100.00,3.57,
2019/03/12 18:35:01,1.72,3.50,4.22,1572,981.98,100.00,3.60,
2019/03/12 18:36:01,1.72,3.75,4.22,1574,981.97,100.00,3.73,
2019/03/12 18:37:01,1.72,3.75,4.14,1573,981.96,100.00,3.29,
2019/03/12 18:38:01,1.72,3.75,4.22,1571,981.88,100.00,3.23,
2019/03/12 18:39:01,1.72,3.75,4.22,1571,981.89,100.00,3.08,
2019/03/12 18:40:01,1.84,3.75,4.16,1574,981.89,100.00,3.03,
2019/03/12 18:41:01,1.72,3.75,4.15,1574,981.89,100.00,3.04,
2019/03/12 18:42:01,1.72,3.75,4.22,1574,981.95,100.00,2.98,
2019/03/12 18:43:01,1.72,3.75,4.14,1574,981.85,100.00,2.87,
2019/03/12 18:44:01,1.72,3.50,4.22,1571,981.88,100.00,2.81,
2019/03/12 18:45:01,1.72,3.50,4.23,1576,981.76,100.00,2.76,
2019/03/12 18:46:01,1.61,3.75,4.11,1574,981.82,100.00,2.75,
2019/03/12 18:47:01,1.61,3.50,4.19,1575,981.76,100.00,2.67,
2019/03/12 18:48:01,1.61,3.50,4.19,1576,981.74,100.00,2.77,
2019/03/12 18:49:01,1.61,3.50,4.19,1575,981.67,100.00,2.74,
2019/03/12 18:50:01,1.49,3.50,4.08,1575,981.72,100.00,2.61,
2019/03/12 18:51:01,1.49,3.50,4.15,1573,981.69,100.00,2.61,
2019/03/12 18:52:01,1.49,3.50,4.07,1575,981.68,100.00,2.71,
2019/03/12 18:53:01,1.49,3.25,4.15,1574,981.55,100.00,2.62,
2019/03/12 18:54:01,1.49,3.50,4.14,1572,981.49,100.00,2.63,
2019/03/12 18:55:01,1.37,3.25,4.29,1573,981.34,100.00,2.69,
2019/03/12 18:56:01,1.37,3.50,4.28,1572,981.38,100.00,2.74,
2019/03/12 18:57:01,1.37,3.50,4.05,1569,981.29,100.00,2.77,
2019/03/12 18:58:01,1.37,3.25,4.29,1569,981.32,100.00,2.83,
2019/03/12 18:59:01,1.37,3.50,4.05,1572,981.31,100.00,2.85,
2019/03/12 19:00:01,1.37,3.25,4.28,1570,981.24,100.00,2.79,
2019/03/12 19:01:01,1.37,3.25,4.05,1571,981.17,100.00,2.83,
2019/03/12 19:02:01,1.37,3.25,4.05,1568,981.12,100.00,2.91,
2019/03/12 19:03:01,1.37,3.25,4.29,1569,981.08,100.00,2.96,
2019/03/12 19:04:01,1.37,3.25,4.28,1564,981.06,100.00,2.97,
2019/03/12 19:05:01,1.37,3.25,4.05,1563,981.15,100.00,2.91,
2019/03/12 19:06:01,1.37,3.50,4.29,1550,981.17,100.00,2.88,
2019/03/12 19:07:01,1.37,3.25,4.06,1564,981.12,100.00,2.87,
2019/03/12 19:08:01,1.37,3.25,4.29,1574,981.07,100.00,2.90,
2019/03/12 19:09:01,1.37,3.25,4.05,1615,981.08,100.00,2.87,
2019/03/12 19:10:01,1.37,3.25,4.28,1602,981.06,100.00,2.93,
2019/03/12 19:11:01,1.37,3.25,4.05,1615,980.97,100.00,3.01,
2019/03/12 19:12:01,1.37,3.25,4.05,1621,981.06,100.00,2.95,
2019/03/12 19:13:01,1.37,3.25,4.29,1637,980.93,100.00,2.96,
2019/03/12 19:14:01,1.37,3.25,4.05,1628,980.98,100.00,2.95,
2019/03/12 19:15:01,1.37,3.25,4.10,1644,980.94,100.00,3.04,
2019/03/12 19:16:01,1.37,3.25,4.05,1636,980.91,100.00,2.97,
2019/03/12 19:17:01,1.37,3.25,4.05,1590,980.88,100.00,3.01,
2019/03/12 19:18:01,1.25,3.25,4.20,1605,980.90,100.00,3.04,
2019/03/12 19:19:01,1.37,3.25,4.05,1561,980.82,100.00,3.08,
2019/03/12 19:20:01,1.37,3.25,4.28,1624,980.81,100.00,3.14,
2019/03/12 19:21:01,1.37,3.25,4.28,1565,980.78,100.00,3.13,
2019/03/12 19:22:01,1.37,3.25,4.04,1567,980.78,100.00,3.22,
2019/03/12 19:23:01,1.37,3.25,4.28,1564,980.82,100.00,3.36,
2019/03/12 19:24:01,1.37,3.50,4.05,1561,980.76,100.00,3.48,
2019/03/12 19:25:01,1.49,3.25,4.07,1570,980.69,100.00,3.37,
2019/03/12 19:26:01,1.37,3.25,4.04,1572,980.66,100.00,3.45,
2019/03/12 19:27:01,1.37,3.25,4.05,1569,980.65,100.00,3.49,
2019/03/12 19:28:01,1.49,3.50,4.07,1570,980.51,100.00,3.53,
2019/03/12 19:29:01,1.49,3.25,4.15,1571,980.60,100.00,3.64,
2019/03/12 19:30:01,1.49,3.50,4.07,1571,980.54,100.00,3.61,
2019/03/12 19:31:01,1.49,3.50,4.16,1569,980.56,100.00,3.73,
2019/03/12 19:32:01,1.49,3.50,4.16,1570,980.54,100.00,3.83,
2019/03/12 19:33:01,1.61,3.50,4.19,1569,980.59,100.00,3.78,
2019/03/12 19:34:01,1.61,3.50,4.19,1573,980.49,100.00,3.88,
2019/03/12 19:35:01,1.61,3.50,4.12,1575,980.50,100.00,3.85,
2019/03/12 19:36:01,1.61,3.50,4.19,1574,980.47,100.00,3.92,
2019/03/12 19:37:01,1.61,3.75,4.19,1573,980.45,100.00,3.97,
2019/03/12 19:38:01,1.72,3.50,4.20,1575,980.38,100.00,3.96,
2019/03/12 19:39:01,1.72,3.75,4.15,1575,980.41,100.00,4.05,
2019/03/12 19:40:01,1.72,3.50,4.20,1577,980.37,100.00,4.09,
2019/03/12 19:41:01,1.84,3.75,4.15,1575,980.27,100.00,4.08,
2019/03/12 19:42:01,1.84,3.75,4.22,1575,980.27,100.00,3.88,
2019/03/12 19:43:01,1.84,3.75,4.22,1575,980.19,100.00,3.89,
2019/03/12 19:44:01,1.84,3.75,4.16,1574,980.18,100.00,3.82,
2019/03/12 19:45:01,1.84,3.75,4.23,1574,980.20,100.00,3.82,
2019/03/12 19:46:01,1.84,3.75,4.23,1573,980.15,100.00,3.90,
2019/03/12 19:47:01,1.84,3.75,4.16,1575,980.14,100.00,3.92,
2019/03/12 19:48:01,1.84,3.75,4.16,1576,980.06,100.00,3.95,
2019/03/12 19:49:01,1.84,3.75,4.22,1574,980.07,100.00,3.86,
2019/03/12 19:50:01,1.84,3.75,4.16,1574,980.05,100.00,3.88,
2019/03/12 19:51:01,1.84,3.75,4.22,1576,980.03,100.00,3.93,
2019/03/12 19:52:01,1.84,3.75,4.16,1576,980.12,100.00,3.98,
2019/03/12 19:53:01,1.84,3.75,4.22,1574,980.08,100.00,3.90,
2019/03/12 19:54:01,1.96,3.75,4.22,1576,980.14,100.00,3.91,
2019/03/12 19:55:01,1.96,3.75,4.27,1576,980.17,100.00,3.83,
2019/03/12 19:56:01,1.96,3.75,4.22,1576,980.09,100.00,3.84,
2019/03/12 19:57:01,1.84,3.75,4.23,1577,980.09,100.00,3.84,
2019/03/12 19:58:01,1.96,3.75,4.22,1576,980.15,100.00,3.83,
2019/03/12 19:59:01,1.96,3.75,4.27,1575,980.09,100.00,3.86,
2019/03/12 20:00:01,1.96,3.75,4.27,1576,980.09,100.00,3.88,
2019/03/12 20:01:01,1.96,3.75,4.27,1577,980.09,100.00,3.94,
2019/03/12 20:02:01,1.96,4.00,4.27,1575,980.05,100.00,3.98,
2019/03/12 20:03:01,1.96,3.75,4.27,1576,980.07,100.00,4.00,
2019/03/12 20:04:01,1.96,3.75,4.27,1575,980.14,100.00,4.01,
2019/03/12 20:05:01,1.96,3.75,4.22,1577,980.12,100.00,4.11,
2019/03/12 20:06:01,1.96,3.75,4.27,1575,980.03,100.00,4.08,
2019/03/12 20:07:01,1.96,3.75,4.22,1577,980.01,100.00,4.05,
2019/03/12 20:08:01,1.96,4.00,4.27,1577,980.03,100.00,4.09,
2019/03/12 20:09:01,1.96,4.00,4.22,1576,979.96,100.00,4.05,
2019/03/12 20:10:01,1.96,3.75,4.27,1576,980.00,100.00,3.98,
2019/03/12 20:11:01,1.96,3.75,4.27,1576,979.97,100.00,3.91,
2019/03/12 20:12:01,1.96,3.75,4.27,1577,979.99,100.00,3.92,
2019/03/12 20:13:01,1.96,3.75,4.22,1578,979.99,100.00,3.92,
2019/03/12 20:14:01,1.96,4.00,4.27,1577,979.97,100.00,3.86,
2019/03/12 20:15:01,1.96,3.75,4.27,1578,979.99,100.00,3.89,
2019/03/12 20:16:01,1.96,3.75,4.27,1577,979.92,100.00,3.83,
2019/03/12 20:17:01,1.96,4.00,4.27,1577,979.90,100.00,3.88,
2019/03/12 20:18:01,1.96,3.75,4.22,1578,979.89,100.00,3.80,
2019/03/12 20:19:01,1.96,3.75,4.27,1578,979.84,100.00,3.73,
2019/03/12 20:20:01,1.96,3.75,4.27,1578,979.83,100.00,3.69,
2019/03/12 20:21:01,1.96,3.75,4.27,1578,979.76,100.00,3.70,
2019/03/12 20:22:01,1.96,3.75,4.22,1579,979.80,100.00,3.76,
2019/03/12 20:23:01,1.96,3.75,4.27,1579,979.68,100.00,3.71,
2019/03/12 20:24:01,1.96,3.75,4.27,1579,979.67,100.00,3.65,
2019/03/12 20:25:01,1.96,3.75,4.22,1579,979.64,100.00,3.73,
2019/03/12 20:26:01,1.96,3.75,4.27,1579,979.57,100.00,3.54,
2019/03/12 20:27:01,1.96,3.75,4.22,1579,979.50,100.00,3.54,
2019/03/12 20:28:01,1.96,3.75,4.27,1578,979.53,100.00,3.55,
2019/03/12 20:29:01,1.96,3.75,4.22,1580,979.60,100.00,3.54,
2019/03/12 20:30:01,1.84,3.75,4.22,1579,979.50,100.00,3.32,
2019/03/12 20:31:01,1.84,3.75,4.23,1580,979.54,100.00,3.35,
2019/03/12 20:32:01,1.84,3.75,4.15,1580,979.50,100.00,3.33,
2019/03/12 20:33:01,1.84,3.75,4.23,1581,979.51,100.00,3.31,
2019/03/12 20:34:01,1.84,3.75,4.22,1580,979.51,100.00,3.32,
2019/03/12 20:35:01,1.84,3.75,4.22,1579,979.47,100.00,3.39,
2019/03/12 20:36:01,1.84,3.75,4.22,1580,979.46,100.00,3.46,
2019/03/12 20:37:01,1.84,3.75,4.22,1578,979.45,100.00,3.40,
2019/03/12 20:38:01,1.84,3.75,4.22,1580,979.47,100.00,3.43,
2019/03/12 20:39:01,1.72,3.50,4.14,1580,979.46,100.00,3.44,
2019/03/12 20:40:01,1.72,3.75,4.22,1579,979.46,100.00,3.47,
2019/03/12 20:41:01,1.72,3.75,4.14,1580,979.38,100.00,3.40,
2019/03/12 20:42:01,1.72,3.75,4.22,1581,979.37,100.00,3.46,
2019/03/12 20:43:01,1.72,3.75,4.21,1580,979.31,100.00,3.46,
2019/03/12 20:44:01,1.72,3.75,4.21,1579,979.33,100.00,3.52,
2019/03/12 20:45:01,1.72,3.75,4.21,1580,979.28,100.00,3.48,
2019/03/12 20:46:01,1.72,3.50,4.14,1580,979.32,100.00,3.49,
2019/03/12 20:47:01,1.72,3.50,4.21,1580,979.29,100.00,3.54,
2019/03/12 20:48:01,1.72,3.50,4.14,1579,979.27,100.00,3.45,
2019/03/12 20:49:01,1.72,3.75,4.21,1580,979.33,100.00,3.51,
2019/03/12 20:50:01,1.72,3.75,4.14,1578,979.28,100.00,3.47,
2019/03/12 20:51:01,1.72,3.50,4.22,1578,979.29,100.00,3.40,
2019/03/12 20:52:01,1.72,3.50,4.13,1579,979.25,100.00,3.48,
2019/03/12 20:53:01,1.72,3.50,4.21,1578,979.30,100.00,3.43,
2019/03/12 20:54:01,1.72,3.50,4.21,1577,979.19,100.00,3.34,
2019/03/12 20:55:01,1.72,3.50,4.20,1578,979.25,100.00,3.27,
2019/03/12 20:56:01,1.72,3.50,4.14,1577,979.23,100.00,3.23,
2019/03/12 20:57:01,1.72,3.50,4.21,1578,979.28,100.00,3.20,
2019/03/12 20:58:01,1.61,3.50,4.12,1577,979.31,100.00,3.15,
2019/03/12 20:59:01,1.61,3.50,4.18,1577,979.30,100.00,3.13,
2019/03/12 21:00:01,1.61,3.50,4.11,1576,979.33,100.00,3.06,
2019/03/12 21:01:01,1.61,3.50,4.18,1576,979.30,100.00,3.06,
2019/03/12 21:02:01,1.61,3.50,4.19,1574,979.30,100.00,3.05,
2019/03/12 21:03:01,1.49,3.50,4.07,1575,979.27,100.00,3.04,
2019/03/12 21:04:01,1.49,3.50,4.14,1551,979.31,100.00,2.99,
2019/03/12 21:05:01,1.49,3.50,4.15,1573,979.22,100.00,2.98,
2019/03/12 21:06:01,1.49,3.50,4.15,1571,979.11,100.00,3.00,
2019/03/12 21:07:01,1.49,3.25,4.07,1570,979.08,100.00,3.05,
2019/03/12 21:08:01,1.49,3.25,4.16,1570,979.07,100.00,3.06,
2019/03/12 21:09:01,1.49,3.25,4.07,1571,979.07,100.00,3.06,
2019/03/12 21:10:01,1.49,3.50,4.08,1563,979.00,100.00,3.10,
2019/03/12 21:11:01,1.49,3.50,4.15,1575,978.99,100.00,3.12,
2019/03/12 21:12:01,1.49,3.25,4.07,1576,978.98,100.00,3.18,
2019/03/12 21:13:01,1.49,3.25,4.15,1580,978.93,100.00,3.25,
2019/03/12 21:14:01,1.49,3.50,4.07,1584,978.95,100.00,3.30,
2019/03/12 21:15:01,1.49,3.50,4.16,1581,978.99,100.00,3.30,
2019/03/12 21:16:01,1.49,3.25,4.16,1581,978.92,100.00,3.34,
2019/03/12 21:17:01,1.49,3.50,4.15,1577,978.91,100.00,3.34,
2019/03/12 21:18:01,1.49,3.25,4.15,1578,978.92,100.00,3.34,
2019/03/12 21:19:01,1.49,3.25,4.14,1579,978.85,100.00,3.30,
2019/03/12 21:20:01,1.49,3.50,4.07,1577,978.84,100.00,3.29,
2019/03/12 21:21:01,1.49,3.50,4.15,1577,978.85,100.00,3.29,
2019/03/12 21:22:01,1.49,3.50,4.15,1578,978.87,100.00,3.27,
2019/03/12 21:23:01,1.49,3.50,4.07,1579,978.92,100.00,3.25,
2019/03/12 21:24:01,1.49,3.50,4.16,1580,978.88,100.00,3.26,
2019/03/12 21:25:01,1.49,3.25,4.07,1580,978.82,100.00,3.20,
2019/03/12 21:26:01,1.49,3.25,4.16,1579,978.82,100.00,3.20,
2019/03/12 21:27:01,1.49,3.50,4.14,1581,978.88,100.00,3.23,
2019/03/12 21:28:01,1.49,3.50,4.07,1580,978.80,100.00,3.20,
2019/03/12 21:29:01,1.49,3.50,4.15,1581,978.81,100.00,3.22,
2019/03/12 21:30:01,1.49,3.50,4.07,1579,978.71,100.00,3.23,
2019/03/12 21:31:01,1.49,3.50,4.14,1579,978.75,100.00,3.25,
2019/03/12 21:32:01,1.49,3.50,4.15,1579,978.67,100.00,3.18,
2019/03/12 21:33:01,1.49,3.50,4.16,1578,978.63,100.00,3.16,
2019/03/12 21:34:01,1.49,3.50,4.16,1579,978.65,100.00,3.13,
2019/03/12 21:35:01,1.49,3.25,4.07,1578,978.61,100.00,3.07,
2019/03/12 21:36:01,1.49,3.50,4.07,1580,978.57,100.00,3.05,
2019/03/12 21:37:01,1.37,3.25,4.29,1578,978.46,100.00,3.04,
2019/03/12 21:38:01,1.37,3.25,4.05,1579,978.50,100.00,3.06,
2019/03/12 21:39:01,1.49,3.25,4.07,1580,978.45,100.00,3.06,
2019/03/12 21:40:01,1.49,3.25,4.15,1580,978.44,100.00,3.13,
2019/03/12 21:41:01,1.49,3.25,4.07,1579,978.34,100.00,3.16,
2019/03/12 21:42:01,1.37,3.25,4.04,1580,978.34,100.00,3.19,
2019/03/12 21:43:01,1.49,3.25,4.15,1580,978.31,100.00,3.17,
2019/03/12 21:44:01,1.49,3.25,4.14,1581,978.18,100.00,3.17,
2019/03/12 21:45:01,1.49,3.25,4.15,1581,978.08,100.00,3.11,
2019/03/12 21:46:01,1.37,3.50,4.29,1581,978.08,100.00,3.11,
2019/03/12 21:47:01,1.37,3.50,4.05,1581,977.99,100.00,3.03,
2019/03/12 21:48:01,1.49,3.25,4.07,1581,977.97,100.00,2.99,
2019/03/12 21:49:01,1.49,3.50,4.15,1581,978.00,100.00,2.90,
2019/03/12 21:50:01,1.37,3.25,4.05,1581,978.00,100.00,2.86,
2019/03/12 21:51:01,1.37,3.25,4.28,1581,978.02,100.00,2.82,
2019/03/12 21:52:01,1.37,3.25,4.28,1581,977.95,100.00,2.84,
2019/03/12 21:53:01,1.37,3.25,4.05,1582,978.07,100.00,2.83,
2019/03/12 21:54:01,1.37,3.25,4.04,1584,978.03,100.00,2.82,
2019/03/12 21:55:01,1.37,3.25,4.05,1584,978.06,100.00,2.77,
2019/03/12 21:56:01,1.37,3.25,4.05,1584,977.99,100.00,2.77,
2019/03/12 21:57:01,1.37,3.25,4.29,1583,977.95,100.00,2.77,
2019/03/12 21:58:01,1.37,3.25,4.06,1584,977.85,100.00,2.81,
2019/03/12 21:59:01,1.37,3.25,4.05,1583,977.84,100.00,2.82,
2019/03/12 22:00:01,1.25,3.25,4.26,1585,977.91,100.00,2.75,
2019/03/12 22:01:01,1.25,3.25,4.25,1586,977.85,100.00,2.72,
2019/03/12 22:02:01,1.25,3.25,4.25,1586,977.73,100.00,2.73,
2019/03/12 22:03:01,1.25,3.25,4.20,1586,977.72,100.00,2.74,
2019/03/12 22:04:01,1.25,3.25,4.26,1584,977.76,100.00,2.73,
2019/03/12 22:05:01,1.25,3.25,4.20,1586,977.63,100.00,2.69,
2019/03/12 22:06:01,1.25,3.25,4.25,1586,977.74,100.00,2.72,
2019/03/12 22:07:01,1.25,3.25,4.20,1586,977.59,100.00,2.73,
2019/03/12 22:08:01,1.25,3.25,4.25,1586,977.66,100.00,2.71,
2019/03/12 22:09:01,1.25,3.25,4.26,1586,977.48,100.00,2.65,
2019/03/12 22:10:01,1.25,3.25,4.20,1585,977.59,100.00,2.62,
2019/03/12 22:11:01,1.25,3.25,4.25,1585,977.54,100.00,2.60,
2019/03/12 22:12:01,1.25,3.25,4.20,1586,977.52,100.00,2.58,
2019/03/12 22:13:01,1.25,3.25,4.25,1586,977.40,100.00,2.58,
2019/03/12 22:14:01,1.25,3.00,4.20,1586,977.39,100.00,2.51,
2019/03/12 22:15:01,1.14,3.00,4.08,1585,977.29,100.00,2.54,
2019/03/12 22:16:01,1.14,3.00,4.29,1586,977.34,100.00,2.53,
2019/03/12 22:17:01,1.14,3.00,4.29,1584,977.27,100.00,2.52,
2019/03/12 22:18:01,1.14,3.00,4.08,1585,977.33,100.00,2.54,
2019/03/12 22:19:01,1.14,3.00,4.08,1585,977.28,100.00,2.53,
2019/03/12 22:20:01,1.14,3.00,4.29,1584,977.28,100.00,2.50,
2019/03/12 22:21:01,1.14,3.25,4.07,1586,977.13,100.00,2.53,
2019/03/12 22:22:01,1.14,3.25,4.29,1587,977.11,100.00,2.56,
2019/03/12 22:23:01,1.14,3.00,4.09,1586,977.25,100.00,2.58,
2019/03/12 22:24:01,1.02,3.00,4.24,1587,977.17,100.00,2.56,
2019/03/12 22:25:01,1.14,3.00,4.08,1587,977.18,100.00,2.60,
2019/03/12 22:26:01,1.02,3.00,4.29,1587,977.13,100.00,2.61,
2019/03/12 22:27:01,1.02,3.00,4.24,1587,977.16,100.00,2.60,
2019/03/12 22:28:01,1.14,3.00,4.07,1586,977.25,100.00,2.59,
2019/03/12 22:29:01,1.02,3.00,4.24,1586,977.21,100.00,2.70,
2019/03/12 22:30:01,1.02,3.00,4.29,1584,977.10,100.00,2.67,
2019/03/12 22:31:01,1.14,3.00,4.29,1584,976.76,100.00,2.69,
2019/03/12 22:32:01,1.14,3.00,4.08,1584,977.10,100.00,2.67,
2019/03/12 22:33:01,1.14,3.00,4.07,1585,977.13,100.00,2.68,
2019/03/12 22:34:01,1.14,3.00,4.09,1586,977.03,100.00,2.66,
2019/03/12 22:35:01,1.14,3.00,4.29,1583,977.02,100.00,2.69,
2019/03/12 22:36:01,1.14,3.00,4.08,1585,977.13,100.00,2.63,
2019/03/12 22:37:01,1.14,3.00,4.29,1586,977.05,100.00,2.63,
2019/03/12 22:38:01,1.14,3.00,4.08,1586,976.97,100.00,2.62,
2019/03/12 22:39:01,1.14,3.25,4.08,1585,976.96,100.00,2.63,
2019/03/12 22:40:01,1.14,3.00,4.29,1584,976.96,100.00,2.60,
2019/03/12 22:41:01,1.14,3.00,4.09,1585,976.92,100.00,2.55,
2019/03/12 22:42:01,1.14,3.00,4.30,1586,976.90,100.00,2.55,
2019/03/12 22:43:01,1.14,3.00,4.07,1585,976.80,100.00,2.56,
2019/03/12 22:44:01,1.14,3.00,4.29,1586,976.81,100.00,2.53,
2019/03/12 22:45:01,1.14,3.00,4.07,1586,976.68,100.00,2.52,
2019/03/12 22:46:01,1.14,3.00,4.30,1586,976.68,100.00,2.51,
2019/03/12 22:47:01,1.14,3.00,4.29,1586,976.76,100.00,2.48,
2019/03/12 22:48:01,1.02,3.00,4.29,1585,976.70,100.00,2.47,
2019/03/12 22:49:01,1.02,3.00,4.24,1586,976.70,100.00,2.45,
2019/03/12 22:50:01,1.02,3.00,4.29,1586,976.70,100.00,2.44,
2019/03/12 22:51:01,1.02,3.00,4.29,1586,976.64,100.00,2.40,
2019/03/12 22:52:01,1.02,3.00,4.23,1586,976.65,100.00,2.42,
2019/03/12 22:53:01,1.02,3.00,4.29,1586,976.68,100.00,2.40,
2019/03/12 22:54:01,1.02,2.75,4.29,1585,976.56,100.00,2.38,
2019/03/12 22:55:01,1.02,3.00,4.24,1585,976.53,100.00,2.38,
2019/03/12 22:56:01,1.02,3.00,4.29,1586,976.47,100.00,2.40,
2019/03/12 22:57:01,0.90,2.75,4.11,1585,976.43,100.00,2.39,
2019/03/12 22:58:01,0.90,2.75,4.18,1585,976.43,100.00,2.37,
2019/03/12 22:59:01,1.02,3.00,4.29,1583,976.41,100.00,2.36,
2019/03/12 23:00:01,1.02,2.75,4.24,1581,976.39,100.00,2.38,
2019/03/12 23:01:01,1.02,3.00,4.29,1584,976.39,100.00,2.42,
2019/03/12 23:02:01,0.90,2.75,4.19,1585,976.43,100.00,2.41,
2019/03/12 23:03:01,0.90,3.00,4.18,1586,976.47,100.00,2.42,
2019/03/12 23:04:01,0.90,3.00,4.18,1586,976.51,100.00,2.39,
2019/03/12 23:05:01,0.90,3.00,4.18,1586,976.50,100.00,2.40,
2019/03/12 23:06:01,0.90,3.00,4.11,1587,976.34,100.00,2.41,
2019/03/12 23:07:01,0.90,2.75,4.18,1587,976.53,100.00,2.39,
2019/03/12 23:08:01,0.90,2.75,4.19,1588,976.42,100.00,2.39,
2019/03/12 23:09:01,0.90,2.75,4.10,1589,976.49,100.00,2.40,
2019/03/12 23:10:01,0.90,2.75,4.18,1589,976.57,100.00,2.37,
2019/03/12 23:11:01,0.90,2.75,4.11,1590,976.45,100.00,2.37,
2019/03/12 23:12:01,0.90,3.00,4.18,1589,976.49,100.00,2.36,
2019/03/12 23:13:01,0.90,2.75,4.18,1589,976.45,100.00,2.36,
2019/03/12 23:14:01,0.90,2.75,4.11,1590,976.50,100.00,2.33,
2019/03/12 23:15:01,0.90,2.75,4.18,1589,976.54,100.00,2.30,
2019/03/12 23:16:01,0.90,3.00,4.18,1590,976.43,100.00,2.28,
2019/03/12 23:17:01,0.90,2.75,4.11,1590,976.50,100.00,2.28,
