Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC],PresOB [mBar],RH_OB [%],TempOB [C],Temp RTC [C],Bat [V],Humidity [%],Temp Atmos [C],Distance [mm],
2020/03/06 08:31:12,950.14,26.97,6.51,7.00,4.73,57.68,7.79,9999,
2020/03/06 08:36:12,949.97,27.06,6.34,7.00,4.73,57.79,7.93,2125,
2020/03/06 08:41:12,949.89,27.08,6.21,6.75,4.73,61.46,7.32,1931,
2020/03/06 08:46:12,949.99,27.26,6.08,6.75,4.73,62.12,7.70,1469,
2020/03/06 08:51:12,950.00,27.32,6.06,6.50,4.73,63.76,7.93,1465,
2020/03/06 08:56:12,949.86,27.39,6.05,6.50,4.73,63.13,8.04,1466,
2020/03/06 09:01:12,949.57,27.34,6.00,6.50,4.73,66.71,7.34,9999,
2020/03/06 09:06:12,949.68,27.55,5.88,6.50,4.73,64.17,7.83,9999,
2020/03/06 09:11:12,949.70,27.64,5.77,6.25,4.74,67.16,7.93,1459,
2020/03/06 09:16:12,949.33,27.78,5.83,6.25,4.73,69.64,7.67,1468,
2020/03/06 09:21:12,949.48,27.80,5.88,6.50,4.73,70.62,8.04,9999,
2020/03/06 09:26:12,949.30,27.89,5.96,6.50,4.73,71.17,8.12,9999,
2020/03/06 09:31:12,948.94,27.77,6.07,6.75,4.73,72.71,7.76,9999,
2020/03/06 09:36:12,948.76,27.54,6.03,6.75,4.73,74.02,7.34,9999,
2020/03/06 09:41:12,948.61,27.51,5.90,6.50,4.73,74.59,7.35,9999,
2020/03/06 09:46:12,948.62,27.49,5.74,6.25,4.73,74.52,7.44,9999,
2020/03/06 09:51:12,948.58,27.57,5.65,6.25,4.73,73.73,7.50,1541,
2020/03/06 09:56:12,948.55,27.48,5.55,6.25,4.73,75.32,7.24,9999,
2020/03/06 10:01:12,948.36,27.58,5.45,6.00,4.73,75.20,7.26,9999,
2020/03/06 10:06:12,948.17,27.59,5.42,6.00,4.73,75.56,7.20,9999,
2020/03/06 10:11:12,947.91,27.48,5.36,6.00,4.73,76.70,6.58,1473,
2020/03/06 10:16:12,947.91,27.58,5.30,5.75,4.73,76.37,7.05,9999,
2020/03/06 10:21:12,947.95,27.72,5.35,6.00,4.73,76.45,7.20,9999,
2020/03/06 10:26:12,947.89,27.72,5.44,6.00,4.73,80.35,7.21,1449,
2020/03/06 10:31:12,947.54,27.67,5.49,6.00,4.73,80.83,7.09,9999,
2020/03/06 10:36:12,947.45,27.61,5.52,6.00,4.72,80.38,7.03,1463,
2020/03/06 10:41:12,947.32,27.54,5.49,6.00,4.73,80.71,7.07,9999,
2020/03/06 10:46:12,947.22,27.71,5.46,6.00,4.73,80.09,6.85,9999,
2020/03/06 10:51:12,947.18,28.04,5.46,6.00,4.73,81.12,7.00,1467,
2020/03/06 10:56:12,947.23,28.36,5.51,6.00,4.73,80.11,7.20,9999,
2020/03/06 11:01:12,946.97,28.12,5.45,6.00,4.73,79.98,5.80,9999,
2020/03/06 11:06:12,947.56,28.13,5.09,5.75,4.73,82.93,6.35,9999,
2020/03/06 11:11:12,947.20,28.44,4.99,5.50,4.72,83.58,5.92,9999,
2020/03/06 11:16:12,947.27,28.64,4.97,5.50,4.73,83.31,6.50,9999,
2020/03/06 11:21:12,947.09,28.87,5.06,5.50,4.72,81.16,6.57,9999,
2020/03/06 11:26:12,947.03,28.70,5.08,5.50,4.73,86.16,6.26,1466,
2020/03/06 11:31:12,946.91,28.82,5.07,5.75,4.73,87.12,6.47,9999,
2020/03/06 11:36:12,946.74,28.94,5.11,5.75,4.73,85.57,6.38,9999,
2020/03/06 11:41:12,946.63,28.92,5.10,5.75,4.73,88.60,6.40,9999,
2020/03/06 11:46:12,946.52,28.86,5.05,5.75,4.73,88.03,5.81,1518,
2020/03/06 11:51:12,946.70,28.93,5.00,5.50,4.73,88.02,6.19,9999,
2020/03/06 11:56:12,946.36,28.79,4.97,5.50,4.73,87.32,5.66,9999,
2020/03/06 12:01:12,946.40,28.46,4.75,5.25,4.73,90.35,5.60,1872,
2020/03/06 12:06:12,946.16,28.35,4.65,5.25,4.73,87.01,5.49,9999,
2020/03/06 12:11:12,945.93,28.12,4.50,5.00,4.73,87.85,5.34,1457,
2020/03/06 12:16:12,945.97,28.22,4.48,5.00,4.73,88.57,5.93,9999,
2020/03/06 12:21:12,945.77,28.16,4.61,5.00,4.73,88.40,5.85,1452,
2020/03/06 12:26:12,945.73,28.23,4.68,5.25,4.73,86.16,6.07,9999,
2020/03/06 12:31:12,945.52,28.34,4.76,5.25,4.73,85.50,6.08,9999,
2020/03/06 12:36:12,945.41,28.51,4.79,5.25,4.73,85.83,6.04,9999,
2020/03/06 12:41:12,944.99,28.63,4.78,5.25,4.73,85.42,6.10,9999,
2020/03/06 12:46:12,944.84,28.77,4.78,5.25,4.73,86.43,5.54,9999,
2020/03/06 12:51:12,944.94,28.74,4.69,5.25,4.73,86.45,5.88,9999,
2020/03/06 12:56:12,944.88,29.03,4.73,5.25,4.73,85.94,5.93,9999,
2020/03/06 13:01:12,944.88,29.01,4.73,5.25,4.73,87.34,6.03,9999,
2020/03/06 13:06:12,944.66,29.26,4.81,5.25,4.73,89.90,5.99,9999,
2020/03/06 13:11:12,944.48,29.20,4.88,5.50,4.73,88.34,6.00,9999,
2020/03/06 13:16:12,944.16,29.18,4.92,5.50,4.73,86.21,5.77,1475,
2020/03/06 13:21:12,944.09,29.13,4.88,5.25,4.73,86.76,6.42,9999,
2020/03/06 13:26:12,943.89,29.24,5.00,5.50,4.73,85.72,6.40,9999,
2020/03/06 13:31:12,943.77,29.06,5.10,5.50,4.73,85.01,6.10,9999,
2020/03/06 13:36:12,943.71,28.85,5.16,5.75,4.73,87.61,6.24,9999,
2020/03/06 13:41:12,943.45,28.64,5.23,5.75,4.73,87.73,5.95,9999,
2020/03/06 13:46:12,943.29,28.74,5.35,6.00,4.73,86.74,6.47,9999,
2020/03/06 13:51:12,942.72,28.66,5.64,6.25,4.73,86.87,6.51,9999,
2020/03/06 13:56:12,942.73,28.54,5.91,6.50,4.73,86.95,6.80,9999,
2020/03/06 14:01:12,942.54,28.41,6.15,6.75,4.73,84.86,7.00,9999,
2020/03/06 14:06:12,942.31,28.05,6.30,6.75,4.73,84.88,6.35,1437,
2020/03/06 14:11:12,942.52,28.12,6.30,7.00,4.73,83.87,7.03,9999,
2020/03/06 14:16:12,942.18,28.14,6.49,7.00,4.73,83.69,6.48,9999,
2020/03/06 14:21:12,942.20,28.19,6.61,7.25,4.73,84.35,7.20,9999,
2020/03/06 14:26:12,941.86,28.11,6.86,7.50,4.73,82.32,7.16,1500,
2020/03/06 14:31:12,941.44,27.60,6.99,7.50,4.73,83.02,6.84,9999,
2020/03/06 14:36:12,941.14,27.17,6.75,7.25,4.73,84.21,6.39,9999,
2020/03/06 14:41:12,941.32,27.39,6.50,7.00,4.73,82.60,6.66,9999,
2020/03/06 14:46:12,941.39,28.62,6.78,7.50,4.73,80.46,7.47,9999,
2020/03/06 14:51:12,941.22,28.41,7.33,8.00,4.73,80.72,7.81,9999,
2020/03/06 14:56:12,940.69,28.23,7.79,8.50,4.73,80.80,7.76,1950,
2020/03/06 15:01:12,940.51,27.99,8.14,8.75,4.73,78.64,7.68,9999,
2020/03/06 15:06:12,940.08,27.65,8.33,9.00,4.73,79.97,7.85,9999,
2020/03/06 15:11:12,939.96,27.46,8.42,9.00,4.73,78.84,7.89,9999,
2020/03/06 15:16:12,939.42,27.27,8.35,9.00,4.73,80.53,7.71,9999,
2020/03/06 15:21:12,939.41,27.14,7.93,8.50,4.73,81.70,7.24,9999,
2020/03/06 15:26:12,939.42,27.41,7.51,8.00,4.73,81.63,7.17,9999,
2020/03/06 15:31:12,939.40,27.53,7.25,7.75,4.73,82.31,6.88,9999,
2020/03/06 15:36:12,939.68,27.68,7.03,7.50,4.72,85.19,7.26,1553,
2020/03/06 15:41:12,939.24,27.92,7.08,7.75,4.72,83.29,7.48,9999,
2020/03/06 15:46:12,938.98,27.98,7.13,7.75,4.73,82.93,8.16,9999,
2020/03/06 15:51:12,938.59,27.65,7.10,7.75,4.73,83.98,7.08,9999,
2020/03/06 15:56:12,938.74,27.64,6.82,7.50,4.73,83.54,7.50,1948,
2020/03/06 16:01:12,938.63,27.90,6.73,7.25,4.73,83.06,7.53,9999,
2020/03/06 16:06:12,938.69,28.10,6.78,7.25,4.73,83.11,7.98,1455,
2020/03/06 16:11:12,938.20,28.31,6.99,7.75,4.73,83.00,7.89,1466,
2020/03/06 16:16:12,938.09,28.29,7.20,7.75,4.73,81.76,8.33,9999,
2020/03/06 16:21:12,937.69,27.97,7.23,7.75,4.73,84.72,7.38,9999,
2020/03/06 16:26:12,937.77,28.00,7.08,7.50,4.72,83.80,7.82,9999,
2020/03/06 16:31:12,937.46,28.11,7.11,7.75,4.73,85.13,7.57,9999,
2020/03/06 16:36:12,937.41,28.13,7.11,7.75,4.73,85.50,7.91,9999,
2020/03/06 16:41:12,937.55,28.27,7.20,7.75,4.73,85.41,8.37,9999,
2020/03/06 16:46:12,937.34,28.43,7.37,8.00,4.73,86.72,8.60,9999,
2020/03/06 16:51:12,936.78,28.39,7.59,8.25,4.73,85.29,8.39,1975,
2020/03/06 16:56:12,936.38,28.22,7.70,8.25,4.73,84.27,8.02,9999,
2020/03/06 17:01:12,936.54,27.85,7.58,8.25,4.73,86.94,7.53,9999,
2020/03/06 17:06:12,936.53,27.85,7.35,8.00,4.73,86.16,7.46,9999,
2020/03/06 17:11:12,936.51,28.27,7.22,7.75,4.72,83.25,8.31,9999,
2020/03/06 17:16:12,936.54,28.54,7.38,8.00,4.73,84.74,8.39,1497,
2020/03/06 17:21:12,935.88,28.62,7.49,8.00,4.72,82.88,8.28,1939,
2020/03/06 17:26:12,935.70,28.72,7.51,8.00,4.72,83.35,8.54,9999,
2020/03/06 17:31:12,935.41,28.75,7.65,8.25,4.73,82.43,8.21,9999,
2020/03/06 17:36:12,935.58,28.55,7.57,8.00,4.73,82.90,8.12,9999,
2020/03/06 17:41:12,935.22,28.79,7.45,8.00,4.73,82.37,8.25,2225,
2020/03/06 17:46:12,935.31,29.13,7.48,8.00,4.73,81.91,8.63,9999,
2020/03/06 17:51:12,935.65,29.54,7.54,8.25,4.73,80.12,9.38,9999,
2020/03/06 17:56:12,935.38,30.20,7.79,8.25,4.73,77.68,9.96,1522,
2020/03/06 18:01:12,935.50,30.69,8.13,8.75,4.73,69.49,10.83,9999,
2020/03/06 18:06:12,935.25,30.81,8.26,8.75,4.73,70.91,9.95,9999,
2020/03/06 18:11:12,935.57,30.67,8.10,8.75,4.73,70.48,9.05,9999,
2020/03/06 18:16:12,936.67,32.84,7.79,8.50,4.73,68.93,9.91,9999,
2020/03/06 18:21:12,936.81,34.35,7.88,8.50,4.73,66.16,10.89,1859,
2020/03/06 18:26:12,936.81,33.50,8.04,8.75,4.73,66.46,10.22,1405,
2020/03/06 18:31:12,937.51,33.02,8.03,8.50,4.72,62.37,10.42,9999,
2020/03/06 18:36:12,937.16,32.69,7.97,8.50,4.73,64.45,10.27,1823,
2020/03/06 18:41:12,937.05,32.82,8.07,8.75,4.73,61.33,10.42,9999,
2020/03/06 18:46:12,937.28,31.95,8.11,8.75,4.73,62.65,9.86,9999,
2020/03/06 18:51:12,937.41,32.38,8.21,8.75,4.73,59.38,10.42,1493,
2020/03/06 18:56:12,937.51,32.47,8.39,9.00,4.73,59.84,10.99,1343,
2020/03/06 19:01:12,937.41,31.79,8.54,9.25,4.73,59.77,10.49,9999,
2020/03/06 19:06:12,937.44,31.62,8.51,9.25,4.72,61.26,10.09,9999,
2020/03/06 19:11:12,937.88,31.10,8.23,8.75,4.72,59.84,9.61,9999,
2020/03/06 19:16:12,937.96,31.30,7.90,8.50,4.73,59.50,10.10,1436,
2020/03/06 19:21:12,937.25,31.98,7.99,8.50,4.73,58.78,10.34,1816,
2020/03/06 19:26:12,937.48,31.82,8.23,8.75,4.73,59.45,10.02,9999,
2020/03/06 19:31:12,937.94,31.45,8.40,9.00,4.73,59.45,9.84,9999,
2020/03/06 19:36:12,937.84,31.28,8.43,9.00,4.73,57.98,9.82,1517,
2020/03/06 19:41:12,938.14,31.73,8.57,9.00,4.72,57.19,10.27,9999,
2020/03/06 19:46:12,937.68,31.52,8.80,9.50,4.73,58.47,9.76,1484,
2020/03/06 19:51:12,938.56,31.20,8.94,9.50,4.73,57.43,9.91,9999,
2020/03/06 19:56:12,937.89,31.18,8.96,9.50,4.73,56.50,10.45,9999,
2020/03/06 20:01:12,937.83,31.30,9.10,9.75,4.73,56.91,9.99,9999,
2020/03/06 20:06:12,938.64,31.34,9.18,9.75,4.72,55.13,10.18,9999,
2020/03/06 20:11:12,938.89,31.25,9.30,10.00,4.72,56.20,9.96,2252,
2020/03/06 20:16:12,938.52,30.89,9.39,10.00,4.72,56.75,10.11,9999,
2020/03/06 20:21:12,938.50,30.98,9.22,9.75,4.73,55.68,10.22,9999,
2020/03/06 20:26:12,938.40,31.96,9.32,9.75,4.72,52.44,10.72,1459,
2020/03/06 20:31:12,937.65,30.74,9.57,10.25,4.72,56.15,8.93,1811,
2020/03/06 20:36:12,937.26,30.13,9.30,10.00,4.73,59.13,8.08,1813,
2020/03/06 20:41:12,937.65,30.11,8.61,9.25,4.73,58.07,8.71,9999,
2020/03/06 20:46:12,937.12,31.24,8.63,9.25,4.73,48.61,10.38,9999,
2020/03/06 20:51:12,937.60,32.46,9.12,9.75,4.73,42.41,11.61,1357,
2020/03/06 20:56:12,936.68,31.23,9.86,10.50,4.72,42.97,10.42,1425,
2020/03/06 21:01:12,937.50,30.88,10.04,10.50,4.73,40.05,11.38,1528,
2020/03/06 21:06:12,937.96,31.86,10.40,11.00,4.72,42.90,10.73,9999,
2020/03/06 21:11:12,937.48,31.90,11.58,12.25,4.73,38.18,12.01,1841,
2020/03/06 21:16:12,936.09,29.78,12.65,13.25,4.73,39.84,11.60,1464,
2020/03/06 21:21:12,936.07,29.18,12.68,13.25,4.73,42.73,11.70,1417,
2020/03/06 21:26:12,935.79,29.38,12.56,13.00,4.72,43.27,11.88,1788,
2020/03/06 21:31:12,935.86,29.79,12.42,13.00,4.73,42.04,11.93,1429,
2020/03/06 21:36:12,936.18,29.51,12.37,12.75,4.72,42.78,11.39,1913,
2020/03/06 21:41:12,935.84,29.58,12.31,12.75,4.73,45.00,11.10,1406,
2020/03/06 21:46:12,935.09,29.24,12.22,12.75,4.72,44.19,11.30,9999,
2020/03/06 21:51:12,935.76,29.39,11.62,12.25,4.73,46.41,10.84,9999,
2020/03/06 21:56:12,935.85,29.19,11.01,11.50,4.72,48.48,10.38,9999,
2020/03/06 22:01:12,935.99,29.65,10.50,11.00,4.73,49.88,10.32,1336,
2020/03/06 22:06:12,936.05,29.86,10.15,10.75,4.72,51.81,10.18,1735,
2020/03/06 22:11:12,936.07,29.82,9.82,10.50,4.73,52.44,9.99,1890,
2020/03/06 22:16:12,936.07,29.88,9.65,10.25,4.72,51.16,10.29,9999,
2020/03/06 22:21:12,935.99,29.60,9.50,10.00,4.72,51.60,10.00,1689,
2020/03/06 22:26:12,936.32,29.56,9.33,10.00,4.73,52.31,9.94,1400,
2020/03/06 22:31:12,936.24,29.52,9.09,9.75,4.73,56.22,9.27,2112,
2020/03/06 22:36:12,936.23,29.44,8.76,9.25,4.73,56.41,9.18,1797,
2020/03/06 22:41:12,936.33,29.71,8.56,9.00,4.73,53.35,9.65,9999,
2020/03/06 22:46:12,936.10,29.98,8.56,9.25,4.73,52.16,9.92,1376,
2020/03/06 22:51:12,936.13,29.53,8.54,9.00,4.73,50.31,8.97,9999,
2020/03/06 22:56:12,935.98,29.59,8.26,8.75,4.72,49.96,9.52,9999,
2020/03/06 23:01:12,936.04,29.58,8.04,8.50,4.73,51.04,8.78,9999,
2020/03/06 23:06:12,936.03,29.44,7.77,8.50,4.72,52.23,8.74,9999,
2020/03/06 23:11:12,936.01,29.77,7.60,8.25,4.73,50.71,8.97,9999,
2020/03/06 23:16:12,936.28,29.74,7.57,8.00,4.73,52.33,9.13,9999,
2020/03/06 23:21:12,935.82,29.99,7.62,8.25,4.73,53.42,8.66,1842,
2020/03/06 23:26:12,935.81,29.87,7.63,8.25,4.72,54.24,8.76,9999,
2020/03/06 23:31:12,935.67,29.75,7.55,8.00,4.73,53.52,8.60,9999,
2020/03/06 23:36:12,935.67,30.07,7.56,8.25,4.72,51.86,8.98,1419,
2020/03/06 23:41:12,935.61,30.37,7.67,8.25,4.73,49.55,9.71,1403,
2020/03/06 23:46:12,935.23,30.30,7.86,8.50,4.73,50.57,9.63,9999,
2020/03/06 23:51:12,934.87,30.38,8.20,8.75,4.73,50.57,9.21,9999,
2020/03/06 23:56:12,935.13,30.31,8.33,9.00,4.73,44.82,10.10,2077,
2020/03/07 00:01:12,935.74,30.18,8.45,9.00,4.73,46.41,10.10,9999,
2020/03/07 00:06:12,935.50,29.89,8.43,9.00,4.73,52.58,9.52,9999,
2020/03/07 00:11:12,935.33,29.67,8.33,8.75,4.73,55.38,8.85,1428,
2020/03/07 00:16:12,935.37,29.53,8.17,8.75,4.72,54.52,8.70,9999,
2020/03/07 00:21:12,936.07,29.54,7.93,8.50,4.72,52.80,9.29,9999,
2020/03/07 00:26:12,936.30,29.58,7.90,8.50,4.73,53.75,8.90,9999,
2020/03/07 00:31:12,935.86,29.54,7.65,8.25,4.72,58.37,8.78,9999,
2020/03/07 00:36:12,936.06,29.62,7.14,7.75,4.73,61.37,8.36,9999,
2020/03/07 00:41:12,936.23,29.85,6.69,7.25,4.73,62.92,8.06,9999,
2020/03/07 00:46:12,935.94,30.16,6.51,7.00,4.73,64.47,8.06,2082,
2020/03/07 00:51:12,936.05,30.10,6.50,7.00,4.73,64.33,8.05,9999,
2020/03/07 00:56:12,936.03,30.49,6.59,7.25,4.73,60.38,8.72,1401,
2020/03/07 01:01:12,935.94,30.55,6.82,7.25,4.72,58.29,8.97,9999,
2020/03/07 01:06:12,935.72,30.57,7.11,7.75,4.72,54.89,9.23,1998,
2020/03/07 01:11:12,935.52,30.45,7.40,8.00,4.73,54.96,8.90,9999,
2020/03/07 01:16:12,935.57,29.94,7.50,8.00,4.72,52.59,8.71,9999,
2020/03/07 01:21:12,935.54,29.63,7.53,8.00,4.72,54.07,8.41,2017,
2020/03/07 01:26:12,935.63,29.53,7.27,8.00,4.73,53.54,8.54,9999,
2020/03/07 01:31:12,935.61,29.76,6.88,7.25,4.73,53.44,8.93,1966,
2020/03/07 01:36:12,935.46,30.30,6.65,7.25,4.72,56.66,8.90,1804,
2020/03/07 01:41:12,935.29,30.58,6.63,7.25,4.72,54.94,9.22,9999,
2020/03/07 01:46:12,935.29,30.61,6.70,7.25,4.73,57.55,8.75,1423,
2020/03/07 01:51:12,935.44,30.63,6.75,7.25,4.72,55.59,9.10,9999,
2020/03/07 01:56:12,935.19,30.43,6.85,7.50,4.73,56.66,8.67,9999,
2020/03/07 02:01:12,935.16,30.03,6.69,7.25,4.73,61.18,7.87,9999,
2020/03/07 02:06:12,935.35,29.78,6.32,7.00,4.73,62.21,7.51,1995,
2020/03/07 02:11:12,935.14,30.10,5.89,6.50,4.72,65.82,6.14,9999,
2020/03/07 02:16:12,935.79,29.84,5.17,5.75,4.72,67.34,6.74,2003,
2020/03/07 02:21:12,935.59,29.75,4.80,5.25,4.72,70.31,5.61,9999,
2020/03/07 02:26:12,936.04,29.56,4.28,5.00,4.72,73.86,5.62,2017,
2020/03/07 02:31:12,935.99,29.86,3.94,4.50,4.72,77.64,5.00,9999,
2020/03/07 02:36:12,936.05,30.25,3.78,4.50,4.72,77.74,4.96,9999,
2020/03/07 02:41:12,936.15,30.45,3.66,4.25,4.72,78.58,5.18,9999,
2020/03/07 02:46:12,936.07,30.48,3.58,4.25,4.72,80.85,4.68,9999,
2020/03/07 02:51:12,935.86,30.50,3.42,4.00,4.72,81.74,4.46,9999,
2020/03/07 02:56:12,935.74,30.59,3.26,3.75,4.72,82.23,4.61,9999,
2020/03/07 03:01:12,935.78,30.46,3.07,3.75,4.72,86.35,3.90,9999,
2020/03/07 03:06:12,935.66,30.54,2.86,3.50,4.72,88.31,3.96,9999,
2020/03/07 03:11:12,935.76,30.60,2.75,3.25,4.72,89.79,3.80,9999,
2020/03/07 03:16:12,935.54,30.70,2.73,3.25,4.72,88.68,3.83,9999,
2020/03/07 03:21:12,935.66,30.69,2.71,3.25,4.72,90.82,3.64,9999,
2020/03/07 03:26:12,935.88,31.25,2.74,3.25,4.72,94.16,4.69,1873,
2020/03/07 03:31:12,935.56,31.78,3.10,3.50,4.72,89.47,4.91,9999,
2020/03/07 03:36:12,935.63,31.42,3.26,3.75,4.72,89.47,4.63,1867,
2020/03/07 03:41:12,935.64,31.19,3.22,3.75,4.72,88.92,4.37,9999,
2020/03/07 03:46:12,935.55,31.10,3.11,3.50,4.72,88.83,3.99,9999,
2020/03/07 03:51:12,935.77,30.97,2.92,3.25,4.72,91.19,3.44,9999,
2020/03/07 03:56:12,936.40,30.88,2.74,3.25,4.72,93.61,4.15,9999,
2020/03/07 04:01:12,936.21,31.76,2.90,3.50,4.72,87.92,4.87,2243,
2020/03/07 04:06:12,935.92,32.69,2.96,3.50,4.72,91.42,3.64,9999,
2020/03/07 04:11:12,935.88,32.87,2.82,3.50,4.72,91.30,3.56,9999,
2020/03/07 04:16:12,935.79,33.27,2.63,3.25,4.72,91.08,2.98,9999,
2020/03/07 04:21:12,936.05,33.22,2.41,3.00,4.72,93.00,3.12,9999,
2020/03/07 04:26:12,936.02,33.07,2.28,2.75,4.72,94.48,3.06,1873,
2020/03/07 04:31:12,936.25,33.33,2.27,2.75,4.72,96.12,3.52,2207,
2020/03/07 04:36:12,936.11,33.69,2.40,3.00,4.72,94.90,3.52,9999,
2020/03/07 04:41:12,935.85,33.11,2.42,3.00,4.72,96.00,3.09,9999,
2020/03/07 04:46:12,935.90,33.73,2.41,3.00,4.72,94.89,3.59,9999,
2020/03/07 04:51:12,935.78,33.46,2.42,3.00,4.72,96.26,3.59,9999,
2020/03/07 04:56:12,935.88,33.48,2.42,3.00,4.72,97.14,3.75,9999,
2020/03/07 05:01:12,935.64,34.05,2.49,3.00,4.72,95.96,4.06,2041,
2020/03/07 05:06:12,935.53,33.53,2.59,3.00,4.72,92.60,3.74,9999,
2020/03/07 05:11:12,935.65,33.69,2.55,3.25,4.72,93.84,3.83,2023,
2020/03/07 05:16:12,935.56,33.80,2.50,3.00,4.72,92.11,3.52,2034,
2020/03/07 05:21:12,935.57,33.71,2.39,3.00,4.72,91.21,3.52,2018,
2020/03/07 05:26:12,935.87,33.65,2.32,3.00,4.72,91.28,3.88,9999,
2020/03/07 05:31:12,935.80,34.43,2.45,3.00,4.72,86.78,4.38,1541,
2020/03/07 05:36:12,935.77,33.99,2.54,3.25,4.72,90.44,3.86,1858,
2020/03/07 05:41:12,935.77,34.33,2.56,3.00,4.72,94.45,4.07,1881,
2020/03/07 05:46:12,935.44,33.99,2.63,3.25,4.72,94.48,3.92,1554,
2020/03/07 05:51:12,935.13,33.60,2.66,3.00,4.72,94.22,3.64,9999,
2020/03/07 05:56:12,935.08,33.43,2.55,3.00,4.72,93.51,3.49,9999,
2020/03/07 06:01:12,934.84,33.39,2.39,2.75,4.72,94.58,3.46,9999,
2020/03/07 06:06:12,934.86,33.33,2.24,2.75,4.72,98.24,3.75,9999,
2020/03/07 06:11:12,934.69,34.07,2.33,3.00,4.72,91.89,3.79,2029,
2020/03/07 06:16:12,934.52,33.38,2.39,3.00,4.72,91.18,3.57,9999,
2020/03/07 06:21:12,934.57,33.28,2.33,2.75,4.72,96.17,3.49,9999,
2020/03/07 06:26:12,934.26,33.13,2.31,3.00,4.72,89.48,3.64,9999,
2020/03/07 06:31:12,934.16,33.08,2.22,2.75,4.72,91.48,3.49,9999,
2020/03/07 06:36:12,933.90,33.05,2.15,2.75,4.72,93.02,3.13,9999,
2020/03/07 06:41:12,933.90,32.94,2.06,2.50,4.72,94.20,2.91,1417,
2020/03/07 06:46:12,934.17,33.11,1.98,2.50,4.72,94.15,3.28,9999,
2020/03/07 06:51:12,934.19,34.52,2.11,2.75,4.72,90.77,4.02,9999,
2020/03/07 06:56:12,934.17,34.08,2.23,2.75,4.72,91.78,3.78,9999,
2020/03/07 07:01:12,934.11,33.98,2.31,2.75,4.72,93.44,3.57,9999,
2020/03/07 07:06:12,934.20,34.33,2.37,3.00,4.72,95.15,3.59,1487,
2020/03/07 07:11:12,933.96,33.77,2.42,3.00,4.72,92.66,3.51,1502,
2020/03/07 07:16:12,934.10,33.80,2.38,3.00,4.72,95.96,3.64,1453,
2020/03/07 07:21:12,933.82,33.31,2.38,3.00,4.72,94.64,3.24,1486,
2020/03/07 07:26:12,933.85,33.26,2.29,2.75,4.72,95.11,3.05,9999,
2020/03/07 07:31:12,934.01,33.39,2.19,2.75,4.72,94.32,3.17,9999,
2020/03/07 07:36:12,934.19,33.81,2.15,2.75,4.72,93.98,3.25,1524,
2020/03/07 07:41:12,934.35,34.69,2.15,2.75,4.72,94.04,3.42,1473,
2020/03/07 07:46:12,934.11,34.94,2.19,2.75,4.72,93.34,3.31,9999,
2020/03/07 07:51:12,934.24,34.55,2.16,2.75,4.72,95.70,3.10,1474,
2020/03/07 07:56:12,934.19,35.41,2.17,2.75,4.72,96.33,3.37,9999,
2020/03/07 08:01:12,934.19,35.59,2.22,2.75,4.72,95.88,3.53,9999,
2020/03/07 08:06:12,934.09,34.51,2.25,2.75,4.72,96.86,3.12,9999,
2020/03/07 08:11:12,934.04,34.49,2.21,2.75,4.72,99.46,3.21,9999,
2020/03/07 08:16:12,934.15,35.58,2.28,2.75,4.72,99.68,3.53,9999,
2020/03/07 08:21:12,933.91,34.24,2.33,2.75,4.72,97.28,3.00,9999,
2020/03/07 08:26:12,933.88,35.11,2.29,2.75,4.72,93.15,3.57,9999,
2020/03/07 08:31:12,933.75,34.60,2.26,2.75,4.72,94.20,3.31,9999,
2020/03/07 08:36:12,933.68,34.47,2.21,2.75,4.72,94.43,3.20,9999,
2020/03/07 08:41:12,933.70,34.85,2.18,2.75,4.72,96.01,3.31,9999,
2020/03/07 08:46:12,933.49,34.58,2.17,2.75,4.72,94.46,2.98,9999,
2020/03/07 08:51:12,933.52,34.75,2.10,2.50,4.72,94.92,3.05,9999,
2020/03/07 08:56:12,933.46,35.26,2.02,2.50,4.72,96.26,2.91,9999,
2020/03/07 09:01:12,933.26,34.72,1.93,2.50,4.72,97.68,2.55,1446,
2020/03/07 09:06:12,933.11,34.17,1.84,2.50,4.72,97.80,2.45,9999,
2020/03/07 09:11:12,933.22,34.38,1.79,2.25,4.72,99.30,2.83,9999,
2020/03/07 09:16:12,933.02,34.18,1.82,2.50,4.72,97.92,2.70,9999,
2020/03/07 09:21:12,933.06,35.86,1.87,2.50,4.72,97.99,3.32,9999,
2020/03/07 09:26:12,932.80,35.90,2.03,2.50,4.72,98.37,3.41,9999,
2020/03/07 09:31:12,932.69,35.43,2.16,2.75,4.72,97.33,3.27,9999,
2020/03/07 09:36:12,932.58,35.66,2.24,2.75,4.72,97.12,3.48,9999,
2020/03/07 09:41:12,932.37,35.11,2.29,2.75,4.72,97.08,3.31,9999,
2020/03/07 09:46:12,932.48,35.34,2.30,2.75,4.72,97.71,3.46,9999,
2020/03/07 09:51:12,932.27,35.18,2.34,2.75,4.72,96.01,3.37,9999,
2020/03/07 09:56:12,932.19,35.35,2.33,2.75,4.72,95.85,3.36,9999,
2020/03/07 10:01:12,932.13,34.43,2.32,2.75,4.72,95.84,3.09,9999,
2020/03/07 10:06:12,932.22,34.77,2.26,2.75,4.72,95.72,3.23,9999,
