Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC],PresOB [mBar],RH_OB [%],TempOB [C],Temp RTC [C],Bat [V],Humidity [%],Temp Atmos [C],Distance [mm],
2020/02/28 12:31:12,960.51,21.60,10.44,11.00,4.78,52.40,10.89,982,
2020/02/28 12:36:12,960.38,21.72,10.84,11.50,4.78,50.09,11.73,930,
2020/02/28 12:41:12,960.22,21.52,11.39,12.00,4.78,51.40,11.15,9999,
2020/02/28 12:46:12,960.17,21.12,11.48,12.00,4.77,52.68,10.95,896,
2020/02/28 12:51:12,960.33,21.28,11.58,12.00,4.78,51.17,11.64,961,
2020/02/28 12:56:12,960.51,21.20,11.83,12.25,4.78,51.56,11.54,963,
2020/02/28 13:01:12,960.23,21.15,12.01,12.50,4.77,51.76,11.19,9999,
2020/02/28 13:06:12,960.32,21.20,12.15,12.75,4.77,50.05,12.00,1054,
2020/02/28 13:11:12,959.83,21.07,12.32,13.00,4.78,51.06,11.22,9999,
2020/02/28 13:16:12,960.52,21.13,12.35,13.00,4.77,49.15,12.42,9999,
2020/02/28 13:21:12,960.04,21.24,12.70,13.25,4.78,50.01,12.13,1011,
2020/02/28 13:26:12,959.67,20.86,12.78,13.50,4.78,51.89,11.27,956,
2020/02/28 13:31:12,960.35,20.94,12.64,13.25,4.77,50.11,12.11,930,
2020/02/28 13:36:12,960.26,20.92,12.70,13.25,4.77,51.09,11.51,1115,
2020/02/28 13:41:12,960.20,20.88,12.63,13.25,4.78,50.62,11.87,992,
2020/02/28 13:46:12,960.38,20.81,12.52,13.00,4.77,51.62,11.81,1159,
2020/02/28 13:51:12,960.46,20.98,12.43,13.00,4.77,48.78,12.39,951,
2020/02/28 13:56:12,960.27,20.80,12.40,13.00,4.78,51.59,11.61,930,
2020/02/28 14:01:12,960.19,20.60,12.18,12.75,4.77,54.79,10.81,956,
2020/02/28 14:06:12,960.18,20.47,11.73,12.25,4.77,55.43,10.18,963,
2020/02/28 14:11:12,960.76,20.71,11.40,12.00,4.78,52.56,10.74,939,
2020/02/28 14:16:12,960.71,20.77,11.28,12.00,4.78,51.95,10.92,951,
2020/02/28 14:21:12,960.61,20.68,11.19,11.75,4.77,54.86,10.21,960,
2020/02/28 14:26:12,960.32,20.59,11.10,11.75,4.77,55.04,10.02,948,
2020/02/28 14:31:12,960.64,20.73,10.96,11.50,4.78,52.69,10.83,939,
2020/02/28 14:36:12,960.40,20.66,10.93,11.50,4.78,54.38,10.27,968,
2020/02/28 14:41:12,960.26,20.78,10.87,11.50,4.77,56.00,9.80,975,
2020/02/28 14:46:12,960.38,20.61,10.79,11.25,4.78,54.88,9.90,960,
2020/02/28 14:51:12,960.62,20.52,10.59,11.25,4.78,56.54,9.69,953,
2020/02/28 14:56:12,960.37,20.75,10.48,11.00,4.77,55.47,9.91,954,
2020/02/28 15:01:12,960.85,21.28,10.68,11.25,4.78,51.38,12.01,934,
2020/02/28 15:06:12,960.05,21.14,11.22,11.75,4.78,53.08,10.57,978,
2020/02/28 15:11:12,960.44,20.50,11.10,11.50,4.78,55.68,10.40,985,
2020/02/28 15:16:12,960.82,21.21,11.17,11.75,4.78,51.91,12.15,942,
2020/02/28 15:21:12,960.68,21.39,11.68,12.25,4.78,50.62,12.39,955,
2020/02/28 15:26:12,960.24,20.81,11.94,12.50,4.77,54.10,10.89,9999,
2020/02/28 15:31:12,960.78,20.63,11.77,12.25,4.78,54.90,11.10,933,
2020/02/28 15:36:12,960.81,21.19,11.77,12.25,4.77,50.98,12.15,952,
2020/02/28 15:41:12,960.24,21.07,11.96,12.50,4.77,52.80,11.15,949,
2020/02/28 15:46:12,960.82,20.90,11.82,12.50,4.78,53.10,11.76,937,
2020/02/28 15:51:12,960.32,20.83,11.81,12.50,4.77,55.03,10.58,965,
2020/02/28 15:56:12,960.62,20.82,11.70,12.25,4.78,54.09,11.53,963,
2020/02/28 16:01:12,960.70,21.00,11.69,12.25,4.78,52.45,11.85,954,
2020/02/28 16:06:12,960.56,21.12,11.71,12.25,4.78,51.50,11.94,1053,
2020/02/28 16:11:12,960.55,21.23,11.85,12.50,4.78,51.03,12.01,984,
2020/02/28 16:16:12,960.53,20.86,11.94,12.50,4.78,52.66,11.49,1125,
2020/02/28 16:21:12,960.33,21.28,12.10,12.75,4.78,46.34,12.29,950,
2020/02/28 16:26:12,960.10,20.65,12.12,12.75,4.77,49.71,10.92,9999,
2020/02/28 16:31:12,960.71,20.99,11.80,12.25,4.77,48.17,12.32,962,
2020/02/28 16:36:12,960.26,21.50,12.01,12.75,4.78,46.45,12.48,1029,
2020/02/28 16:41:12,960.06,21.49,12.40,13.00,4.77,46.23,12.67,1000,
2020/02/28 16:46:12,959.56,21.28,12.66,13.25,4.77,48.74,11.62,1066,
2020/02/28 16:51:12,959.89,21.52,12.89,13.50,4.77,46.21,13.08,9999,
2020/02/28 16:56:12,959.94,21.40,13.23,13.75,4.77,45.84,13.39,947,
2020/02/28 17:01:12,959.45,21.32,13.50,14.00,4.77,45.63,13.36,930,
2020/02/28 17:06:12,959.42,20.90,13.51,14.00,4.77,48.83,12.28,1063,
2020/02/28 17:11:12,959.67,20.67,13.14,13.75,4.77,50.32,11.76,990,
2020/02/28 17:16:12,959.94,20.89,12.80,13.50,4.77,49.89,12.79,944,
2020/02/28 17:21:12,959.28,20.97,12.92,13.50,4.77,52.02,11.19,9999,
2020/02/28 17:26:12,959.78,20.68,12.71,13.25,4.77,51.00,11.73,1006,
2020/02/28 17:31:12,959.96,20.42,12.38,13.00,4.78,54.05,11.11,1009,
2020/02/28 17:36:12,960.38,21.11,12.08,12.75,4.78,52.39,12.82,1007,
2020/02/28 17:41:12,959.35,21.08,12.41,13.00,4.78,55.72,10.74,1012,
2020/02/28 17:46:12,959.88,20.75,12.19,12.75,4.78,53.85,11.42,1010,
2020/02/28 17:51:12,959.31,20.95,12.03,12.50,4.78,58.11,10.25,9999,
2020/02/28 17:56:12,959.75,20.48,11.62,12.25,4.78,59.71,9.95,9999,
2020/02/28 18:01:12,959.60,20.35,11.18,11.75,4.78,60.53,9.05,1022,
2020/02/28 18:06:12,960.11,20.57,10.82,11.25,4.78,57.68,10.56,1041,
2020/02/28 18:11:12,959.86,21.09,11.02,11.50,4.78,57.02,11.06,1064,
2020/02/28 18:16:12,960.23,21.64,11.56,12.00,4.78,52.37,13.47,954,
2020/02/28 18:21:12,960.12,21.55,12.27,13.00,4.77,52.61,13.48,1137,
2020/02/28 18:26:12,959.70,20.93,12.63,13.25,4.77,57.33,11.42,9999,
2020/02/28 18:31:12,960.13,21.11,12.53,13.00,4.77,53.53,13.08,1021,
2020/02/28 18:36:12,959.98,21.27,12.76,13.25,4.77,53.09,13.02,952,
2020/02/28 18:41:12,959.90,21.13,12.85,13.50,4.77,54.30,12.84,968,
2020/02/28 18:46:12,959.76,20.88,12.85,13.50,4.78,56.47,11.62,991,
2020/02/28 18:51:12,960.34,21.17,12.74,13.25,4.77,52.90,13.08,952,
2020/02/28 18:56:12,960.14,20.69,12.54,13.25,4.77,56.85,11.56,1023,
2020/02/28 19:01:12,960.61,21.32,12.42,13.00,4.78,51.90,13.02,998,
2020/02/28 19:06:12,960.40,21.37,12.62,13.25,4.78,51.98,13.07,9999,
2020/02/28 19:11:12,960.17,21.18,12.67,13.25,4.78,52.64,12.73,9999,
2020/02/28 19:16:12,960.10,21.27,12.64,13.25,4.77,53.44,12.75,1045,
2020/02/28 19:21:12,960.34,21.39,12.70,13.25,4.77,52.78,13.28,986,
2020/02/28 19:26:12,960.33,21.25,12.80,13.25,4.78,53.10,12.50,1059,
2020/02/28 19:31:12,960.11,21.31,12.73,13.25,4.77,52.85,12.67,9999,
2020/02/28 19:36:12,960.74,21.33,12.65,13.25,4.78,54.47,11.57,988,
2020/02/28 19:41:12,960.67,21.22,12.54,13.00,4.78,54.04,12.70,9999,
2020/02/28 19:46:12,959.90,21.52,12.77,13.50,4.77,55.55,12.20,1018,
2020/02/28 19:51:12,960.38,21.10,12.71,13.25,4.77,56.36,12.31,981,
2020/02/28 19:56:12,960.34,21.38,12.86,13.50,4.78,54.47,12.70,972,
2020/02/28 20:01:12,960.33,21.26,12.87,13.50,4.78,55.30,12.77,1029,
2020/02/28 20:06:12,959.97,20.82,12.78,13.50,4.78,59.38,10.68,1021,
2020/02/28 20:11:12,960.79,21.24,12.48,13.00,4.78,55.93,12.25,986,
2020/02/28 20:16:12,960.85,21.16,12.71,13.25,4.78,55.79,12.08,1140,
2020/02/28 20:21:12,960.65,20.88,12.75,13.25,4.77,56.09,12.39,961,
2020/02/28 20:26:12,960.52,21.08,12.72,13.25,4.77,56.20,11.87,1109,
2020/02/28 20:31:12,961.93,21.19,12.63,13.25,4.78,53.50,13.13,9999,
2020/02/28 20:36:12,960.46,21.16,13.00,13.50,4.78,54.85,12.44,1178,
2020/02/28 20:41:12,960.61,21.01,13.10,13.75,4.77,53.81,13.27,9999,
2020/02/28 20:46:12,960.88,21.42,13.25,13.75,4.77,52.34,13.59,949,
2020/02/28 20:51:12,960.14,20.85,13.43,14.00,4.77,57.74,12.29,947,
2020/02/28 20:56:12,961.00,21.13,13.33,13.75,4.77,54.93,12.93,973,
2020/02/28 21:01:12,960.69,20.71,13.22,13.75,4.77,56.71,11.62,1001,
2020/02/28 21:06:12,960.83,20.57,12.76,13.25,4.77,56.27,12.44,1109,
2020/02/28 21:11:12,960.70,21.35,12.87,13.50,4.77,52.31,13.02,9999,
2020/02/28 21:16:12,960.84,20.70,12.76,13.50,4.78,56.54,12.17,1034,
2020/02/28 21:21:12,960.81,20.70,12.55,13.25,4.77,57.40,12.23,999,
2020/02/28 21:26:12,960.80,20.67,12.35,13.00,4.78,58.58,12.01,964,
2020/02/28 21:31:12,960.97,21.12,12.24,12.75,4.78,55.19,13.02,962,
2020/02/28 21:36:12,960.68,20.97,12.21,12.75,4.77,57.71,11.57,1077,
2020/02/28 21:41:12,961.07,21.20,12.07,12.50,4.77,54.87,13.02,1013,
2020/02/28 21:46:12,960.67,21.14,12.07,12.75,4.77,56.66,12.20,1050,
2020/02/28 21:51:12,961.06,20.94,11.87,12.50,4.77,58.12,12.07,1001,
2020/02/28 21:56:12,961.29,21.05,11.64,12.25,4.76,57.70,12.57,976,
2020/02/28 22:01:12,960.84,21.12,11.63,12.25,4.77,59.31,11.66,9999,
2020/02/28 22:06:12,960.45,21.11,11.54,12.00,4.77,58.94,11.19,986,
2020/02/28 22:11:12,961.06,21.30,11.39,12.00,4.76,57.84,12.73,9999,
2020/02/28 22:16:12,960.63,21.56,11.64,12.25,4.78,58.25,12.46,1129,
2020/02/28 22:21:12,960.89,21.33,11.67,12.25,4.77,57.40,12.66,994,
2020/02/28 22:26:12,960.59,21.44,11.75,12.25,4.77,57.73,12.27,1025,
2020/02/28 22:31:12,960.71,21.29,11.70,12.25,4.77,59.01,12.61,988,
2020/02/28 22:36:12,960.57,21.44,11.74,12.50,4.77,59.47,12.29,968,
2020/02/28 22:41:12,960.58,21.23,11.63,12.25,4.77,60.01,11.85,1038,
2020/02/28 22:46:12,960.81,21.05,11.27,11.75,4.77,59.33,12.08,1032,
2020/02/28 22:51:12,960.72,21.36,11.19,11.75,4.77,59.08,12.34,9999,
2020/02/28 22:56:12,960.32,21.46,11.34,12.00,4.78,59.20,11.70,997,
2020/02/28 23:01:12,960.81,21.45,11.22,11.75,4.77,57.87,12.78,972,
2020/02/28 23:06:12,960.69,21.87,11.53,12.00,4.78,56.89,13.11,982,
2020/02/28 23:11:12,960.41,21.50,11.65,12.25,4.77,58.37,12.51,964,
2020/02/28 23:16:12,960.07,21.69,11.73,12.25,4.77,56.96,12.16,1014,
2020/02/28 23:21:12,960.68,21.49,11.63,12.25,4.77,57.43,13.13,979,
2020/02/28 23:26:12,960.53,21.92,11.81,12.50,4.77,55.55,13.60,980,
2020/02/28 23:31:12,960.60,21.71,11.99,12.50,4.77,57.12,13.16,971,
2020/02/28 23:36:12,960.45,21.89,12.13,12.75,4.77,55.68,13.52,966,
2020/02/28 23:41:12,960.75,21.74,12.22,12.75,4.78,57.46,13.35,1003,
2020/02/28 23:46:12,960.73,21.83,12.27,12.75,4.77,56.13,13.76,982,
2020/02/28 23:51:12,960.92,21.92,12.41,13.00,4.78,54.46,14.08,973,
2020/02/28 23:56:12,960.49,21.61,12.46,13.00,4.78,57.78,13.32,1152,
2020/02/29 00:01:12,960.81,21.70,12.41,13.00,4.76,57.35,13.58,9999,
2020/02/29 00:06:12,960.85,21.65,12.41,13.00,4.77,55.21,13.76,1038,
2020/02/29 00:11:12,960.71,21.83,12.46,13.00,4.76,56.70,13.74,1089,
2020/02/29 00:16:12,960.63,21.86,12.60,13.00,4.77,57.68,13.41,952,
2020/02/29 00:21:12,960.62,21.55,12.52,13.00,4.77,57.34,12.78,9999,
2020/02/29 00:26:12,961.08,21.33,12.14,12.75,4.77,59.88,13.09,9999,
2020/02/29 00:31:12,960.82,21.50,11.86,12.50,4.77,60.00,13.04,1036,
2020/02/29 00:36:12,960.88,22.00,11.98,12.50,4.77,57.82,13.59,1134,
2020/02/29 00:41:12,960.72,21.89,12.15,12.75,4.77,59.00,13.35,954,
2020/02/29 00:46:12,960.74,21.32,12.11,12.50,4.76,63.60,12.13,1055,
2020/02/29 00:51:12,961.09,21.65,11.92,12.50,4.77,59.92,13.23,990,
2020/02/29 00:56:12,960.68,21.88,12.03,12.50,4.77,60.13,13.19,1045,
2020/02/29 01:01:12,960.93,21.96,12.16,12.75,4.76,59.64,13.70,988,
2020/02/29 01:06:12,960.95,22.15,12.39,13.00,4.77,57.14,14.33,993,
2020/02/29 01:11:12,960.82,21.88,12.54,13.25,4.76,59.89,13.67,1061,
2020/02/29 01:16:12,961.00,21.88,12.53,13.00,4.78,59.38,13.97,1025,
2020/02/29 01:21:12,960.81,22.04,12.65,13.25,4.77,58.47,14.10,9999,
2020/02/29 01:26:12,960.82,21.78,12.69,13.25,4.76,59.03,13.55,9999,
2020/02/29 01:31:12,960.33,21.31,12.51,13.00,4.77,63.12,11.84,1021,
2020/02/29 01:36:12,960.76,21.30,11.98,12.50,4.76,63.21,12.51,982,
2020/02/29 01:41:12,960.84,21.72,11.85,12.50,4.76,61.98,12.74,9999,
2020/02/29 01:46:12,960.70,21.57,11.84,12.50,4.76,63.01,12.05,982,
2020/02/29 01:51:12,961.04,21.84,11.80,12.25,4.76,60.19,12.93,9999,
2020/02/29 01:56:12,960.25,21.29,11.61,12.25,4.76,65.03,10.99,9999,
2020/02/29 02:01:12,961.08,21.91,11.43,12.00,4.76,59.97,13.43,1061,
2020/02/29 02:06:12,960.61,21.57,11.51,12.00,4.77,64.78,12.12,1035,
2020/02/29 02:11:12,960.31,21.74,11.53,12.25,4.77,64.64,11.57,9999,
2020/02/29 02:16:12,960.39,21.48,11.34,11.75,4.77,64.72,11.60,1008,
2020/02/29 02:21:12,960.23,21.51,11.14,11.50,4.76,64.81,11.84,1070,
2020/02/29 02:26:12,960.55,21.82,10.98,11.50,4.78,60.16,13.02,1108,
2020/02/29 02:31:12,960.25,21.39,10.92,11.50,4.76,65.48,10.80,9999,
2020/02/29 02:36:12,960.66,21.09,10.47,11.00,4.77,67.50,10.49,9999,
2020/02/29 02:41:12,960.57,21.25,10.10,10.75,4.77,68.05,10.44,9999,
2020/02/29 02:46:12,960.89,21.58,10.01,10.50,4.77,67.47,11.56,9999,
2020/02/29 02:51:12,960.26,21.71,10.21,10.75,4.76,65.82,11.34,9999,
2020/02/29 02:56:12,960.54,22.05,10.43,11.00,4.76,63.81,12.32,1042,
2020/02/29 03:01:12,960.50,21.97,10.73,11.25,4.77,63.07,12.15,1024,
2020/02/29 03:06:12,960.91,21.65,10.70,11.25,4.77,63.95,12.54,1044,
2020/02/29 03:11:12,961.03,22.17,10.84,11.50,4.77,62.49,13.40,9999,
2020/02/29 03:16:12,959.67,21.91,11.28,12.00,4.77,63.42,11.20,9999,
2020/02/29 03:21:12,960.82,21.30,10.97,11.50,4.76,65.06,12.08,1006,
2020/02/29 03:26:12,959.99,22.03,11.03,11.50,4.76,63.27,12.54,9999,
2020/02/29 03:31:12,960.14,21.95,11.21,11.75,4.76,62.73,12.61,9999,
2020/02/29 03:36:12,960.03,21.90,11.31,11.75,4.76,63.88,12.29,9999,
2020/02/29 03:41:12,960.16,22.05,11.37,12.00,4.76,62.48,13.20,1185,
2020/02/29 03:46:12,959.88,21.56,11.42,12.00,4.76,65.33,11.69,9999,
2020/02/29 03:51:12,959.77,21.85,11.32,12.00,4.76,63.89,12.86,1114,
2020/02/29 03:56:12,959.83,22.04,11.43,12.00,4.76,61.12,13.52,1015,
2020/02/29 04:01:12,959.66,21.93,11.53,12.00,4.76,62.31,12.85,1016,
2020/02/29 04:06:12,959.15,21.30,11.42,12.00,4.77,67.29,10.46,1025,
2020/02/29 04:11:12,959.75,21.84,11.10,11.50,4.77,62.23,12.73,1025,
2020/02/29 04:16:12,959.81,21.80,11.15,11.75,4.76,63.21,12.78,1024,
2020/02/29 04:21:12,959.40,21.95,11.22,11.75,4.77,62.24,12.36,9999,
2020/02/29 04:26:12,959.21,22.11,11.37,12.00,4.77,59.53,12.86,9999,
2020/02/29 04:31:12,959.48,22.09,11.50,12.00,4.76,61.05,13.23,1020,
2020/02/29 04:36:12,959.55,21.90,11.68,12.25,4.77,62.21,12.82,1030,
2020/02/29 04:41:12,959.06,22.18,11.83,12.50,4.77,59.38,13.07,999,
2020/02/29 04:46:12,959.08,21.81,11.76,12.25,4.76,62.46,12.67,1038,
2020/02/29 04:51:12,959.35,21.83,11.47,12.00,4.77,60.61,12.73,1093,
2020/02/29 04:56:12,959.50,21.55,11.12,11.75,4.77,66.39,11.73,1122,
2020/02/29 05:01:12,958.97,22.11,11.17,11.75,4.76,61.32,12.57,1108,
2020/02/29 05:06:12,958.99,22.44,11.44,12.00,4.77,59.75,13.85,1075,
2020/02/29 05:11:12,958.82,21.74,11.42,12.00,4.76,63.11,12.13,1066,
2020/02/29 05:16:12,958.93,21.60,10.99,11.50,4.76,64.05,11.96,1060,
2020/02/29 05:21:12,958.77,21.89,10.85,11.50,4.76,61.02,12.24,1032,
2020/02/29 05:26:12,959.14,21.67,10.74,11.25,4.76,65.54,12.28,1085,
2020/02/29 05:31:12,958.83,22.00,10.85,11.50,4.77,63.60,12.32,1040,
2020/02/29 05:36:12,958.69,22.06,11.00,11.75,4.77,63.81,12.65,1037,
2020/02/29 05:41:12,958.26,22.04,11.12,11.75,4.77,62.06,12.65,9999,
2020/02/29 05:46:12,958.76,22.15,10.90,11.50,4.77,60.66,13.31,1136,
2020/02/29 05:51:12,958.88,22.09,10.70,11.25,4.76,64.12,12.63,1117,
2020/02/29 05:56:12,958.77,21.91,10.39,10.75,4.76,67.91,11.26,1183,
2020/02/29 06:01:12,959.00,22.50,10.27,11.00,4.77,62.43,13.43,9999,
2020/02/29 06:06:12,958.50,22.34,10.30,10.75,4.77,64.42,12.43,1020,
2020/02/29 06:11:12,958.56,22.47,10.14,10.75,4.77,62.77,12.74,1023,
2020/02/29 06:16:12,958.99,22.63,10.16,10.75,4.77,60.47,13.21,1019,
2020/02/29 06:21:12,958.47,22.93,10.46,11.00,4.77,61.91,13.51,1023,
2020/02/29 06:26:12,958.69,22.52,10.73,11.25,4.76,63.59,12.94,1019,
2020/02/29 06:31:12,958.71,22.71,10.96,11.50,4.77,58.38,14.20,976,
2020/02/29 06:36:12,958.51,23.14,11.55,12.25,4.76,54.86,15.42,1022,
2020/02/29 06:41:12,958.68,23.01,12.35,13.00,4.76,54.55,15.19,1019,
2020/02/29 06:46:12,958.03,22.45,12.80,13.25,4.77,58.72,13.51,1245,
2020/02/29 06:51:12,958.54,21.68,12.55,13.25,4.76,60.71,13.11,1095,
2020/02/29 06:56:12,958.12,21.86,12.35,13.00,4.77,59.77,13.16,1085,
2020/02/29 07:01:12,958.59,22.31,12.27,12.75,4.78,57.76,15.09,1113,
2020/02/29 07:06:12,958.73,22.31,12.57,13.00,4.76,57.73,14.60,1098,
2020/02/29 07:11:12,958.64,22.47,12.80,13.50,4.77,55.49,15.26,1108,
2020/02/29 07:16:12,958.80,22.20,13.07,13.75,4.77,59.05,14.59,1081,
2020/02/29 07:21:12,958.67,22.45,13.16,13.75,4.76,56.85,15.11,1021,
2020/02/29 07:26:12,958.47,22.46,13.32,14.00,4.77,58.56,14.84,993,
2020/02/29 07:31:12,958.01,21.74,13.37,14.00,4.76,60.85,12.25,9999,
2020/02/29 07:36:12,959.02,21.51,12.69,13.25,4.77,60.90,14.59,9999,
2020/02/29 07:41:12,958.60,21.98,12.57,13.25,4.77,57.51,14.13,1028,
2020/02/29 07:46:12,958.72,22.05,12.63,13.25,4.76,58.97,13.98,9999,
2020/02/29 07:51:12,958.84,22.44,12.82,13.25,4.76,58.90,14.80,9999,
2020/02/29 07:56:12,958.65,22.50,13.26,14.00,4.76,58.18,14.79,1009,
2020/02/29 08:01:12,958.62,21.90,13.33,13.75,4.76,60.07,14.10,1035,
2020/02/29 08:06:12,958.64,21.68,13.10,13.75,4.76,60.47,13.56,1045,
2020/02/29 08:11:12,958.67,21.87,12.84,13.50,4.76,59.85,13.63,1053,
2020/02/29 08:16:12,958.49,22.26,12.72,13.25,4.76,57.54,15.03,9999,
2020/02/29 08:21:12,957.97,22.07,12.79,13.25,4.76,61.10,12.63,1064,
2020/02/29 08:26:12,958.02,22.04,12.65,13.25,4.76,60.14,13.36,1058,
2020/02/29 08:31:12,958.79,22.07,12.54,13.00,4.77,60.57,14.55,1051,
2020/02/29 08:36:12,958.12,22.07,12.61,13.25,4.76,60.68,13.28,1230,
2020/02/29 08:41:12,958.62,21.90,12.43,13.00,4.76,60.33,14.22,9999,
2020/02/29 08:46:12,957.93,22.22,12.49,13.25,4.77,59.47,13.08,1032,
2020/02/29 08:51:12,958.49,22.15,12.35,13.00,4.76,59.88,13.97,1025,
2020/02/29 08:56:12,958.69,22.68,12.55,13.25,4.76,56.88,14.83,1055,
2020/02/29 09:01:12,958.11,22.31,12.92,13.50,4.76,61.02,13.56,1054,
2020/02/29 09:06:12,958.75,21.86,12.71,13.25,4.77,61.76,13.68,1077,
2020/02/29 09:11:12,958.29,21.91,12.52,13.00,4.77,65.34,13.02,1082,
2020/02/29 09:16:12,958.20,22.26,12.43,13.00,4.76,61.78,13.67,981,
2020/02/29 09:21:12,958.33,22.14,12.45,13.00,4.76,61.96,13.19,1037,
2020/02/29 09:26:12,958.14,21.92,12.23,12.75,4.77,62.07,12.86,9999,
2020/02/29 09:31:12,958.30,22.37,12.19,12.75,4.76,59.41,14.03,975,
2020/02/29 09:36:12,958.24,22.62,12.47,13.00,4.76,58.54,14.08,1061,
2020/02/29 09:41:12,958.60,22.40,12.54,13.00,4.76,57.96,14.62,1051,
2020/02/29 09:46:12,958.35,22.23,12.53,13.00,4.76,59.53,13.47,1045,
2020/02/29 09:51:12,958.71,22.36,12.42,13.00,4.77,59.57,14.41,1042,
2020/02/29 09:56:12,958.80,22.63,12.52,13.25,4.77,56.37,14.95,9999,
2020/02/29 10:01:12,958.71,22.64,12.68,13.25,4.76,57.65,14.35,1057,
2020/02/29 10:06:12,958.68,22.36,12.64,13.25,4.77,59.89,13.91,9999,
2020/02/29 10:11:12,959.07,22.49,12.43,13.00,4.76,58.09,14.59,1052,
2020/02/29 10:16:12,958.75,22.77,12.61,13.25,4.77,55.54,14.58,1084,
2020/02/29 10:21:12,958.54,22.71,12.86,13.50,4.76,58.09,14.44,9999,
2020/02/29 10:26:12,959.01,22.34,12.94,13.50,4.76,57.18,14.91,1044,
2020/02/29 10:31:12,958.85,22.27,12.92,13.50,4.77,58.04,14.28,1031,
2020/02/29 10:36:12,958.84,22.36,12.91,13.50,4.77,57.35,14.58,1226,
2020/02/29 10:41:12,958.28,22.37,12.92,13.50,4.77,58.04,14.12,1068,
2020/02/29 10:46:12,958.47,22.24,12.63,13.00,4.77,63.78,13.47,1227,
2020/02/29 10:51:12,958.82,22.44,12.34,13.00,4.77,58.05,13.89,1195,
2020/02/29 10:56:12,959.05,22.36,12.19,12.75,4.76,61.00,13.83,1028,
2020/02/29 11:01:12,958.62,22.54,12.24,12.75,4.76,58.95,13.56,1037,
2020/02/29 11:06:12,958.76,22.46,12.24,12.75,4.76,56.94,13.97,1067,
2020/02/29 11:11:12,958.28,22.02,12.25,12.75,4.77,62.16,11.47,1064,
2020/02/29 11:16:12,958.96,22.55,12.05,12.50,4.77,55.49,14.33,1063,
2020/02/29 11:21:12,958.61,22.45,12.31,13.00,4.77,59.34,13.40,1054,
2020/02/29 11:26:12,958.65,22.44,12.34,13.00,4.77,58.21,14.03,9999,
2020/02/29 11:31:12,958.47,22.53,12.43,13.00,4.77,60.36,14.24,1033,
2020/02/29 11:36:12,958.34,22.76,12.66,13.25,4.77,56.16,13.91,1069,
2020/02/29 11:41:12,958.48,22.40,12.66,13.25,4.76,59.00,13.94,9999,
2020/02/29 11:46:12,958.26,22.37,12.69,13.25,4.77,59.52,13.29,1066,
2020/02/29 11:51:12,959.41,22.34,12.49,13.00,4.77,53.80,15.37,1079,
2020/02/29 11:56:12,958.65,22.34,12.57,13.25,4.76,57.86,13.27,1028,
2020/02/29 12:01:12,958.75,22.24,12.43,13.00,4.76,57.26,13.47,1111,
2020/02/29 12:06:12,959.39,22.39,12.40,13.00,4.77,56.81,14.64,1037,
2020/02/29 12:11:12,958.43,22.43,12.69,13.25,4.76,56.46,13.74,1102,
2020/02/29 12:16:12,959.39,22.41,12.68,13.25,4.77,54.64,14.47,9999,
2020/02/29 12:21:12,959.26,22.20,12.77,13.25,4.77,56.79,14.29,1066,
2020/02/29 12:26:12,958.80,22.64,12.90,13.50,4.76,53.13,14.84,1034,
2020/02/29 12:31:12,959.13,22.78,13.23,13.75,4.76,53.91,14.94,1048,
2020/02/29 12:36:12,958.82,22.46,13.46,14.00,4.76,52.83,14.44,9999,
2020/02/29 12:41:12,958.96,22.44,13.43,14.00,4.76,52.92,14.91,1069,
2020/02/29 12:46:12,958.82,22.54,13.61,14.25,4.76,49.13,14.58,1073,
2020/02/29 12:51:12,959.47,22.36,13.57,14.25,4.77,53.33,15.22,9999,
2020/02/29 12:56:12,959.09,22.66,14.01,14.50,4.76,50.52,15.30,9999,
2020/02/29 13:01:12,959.05,22.47,14.35,15.00,4.77,52.07,14.88,9999,
2020/02/29 13:06:12,959.33,22.38,14.55,15.00,4.76,51.89,15.23,1210,
2020/02/29 13:11:12,959.14,22.22,14.68,15.25,4.77,51.83,15.33,1046,
2020/02/29 13:16:12,959.34,22.33,14.66,15.25,4.77,52.09,15.56,1035,
2020/02/29 13:21:12,959.11,22.03,14.48,15.00,4.78,55.80,14.25,9999,
2020/02/29 13:26:12,959.54,22.15,14.11,14.75,4.77,54.02,15.21,1220,
2020/02/29 13:31:12,959.43,22.71,13.91,14.50,4.77,52.25,15.36,995,
2020/02/29 13:36:12,959.05,22.50,14.03,14.75,4.76,51.92,14.94,9999,
2020/02/29 13:41:12,959.65,22.43,13.59,14.25,4.76,54.62,14.98,1058,
2020/02/29 13:46:12,959.56,22.43,13.17,13.75,4.76,59.95,13.95,1116,
2020/02/29 13:51:12,959.46,22.77,12.87,13.50,4.76,58.65,14.16,1058,
2020/02/29 13:56:12,959.67,22.90,12.80,13.50,4.76,56.15,14.71,1046,
2020/02/29 14:01:12,959.61,23.18,12.95,13.50,4.76,55.43,14.49,1090,
2020/02/29 14:06:12,959.72,23.04,13.15,13.75,4.77,57.16,14.40,1155,
2020/02/29 14:11:12,959.39,22.64,13.26,13.75,4.76,58.84,14.25,1058,
2020/02/29 14:16:12,959.92,22.63,12.96,13.50,4.76,58.70,14.22,1008,
