Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC],PresOB [mBar],RH_OB [%],TempOB [C],Temp RTC [C],Bat [V],Humidity [%],Temp Atmos [C],Distance [mm],
2020/02/23 23:26:30,949.18,6.49,5.95,6.75,4.80,62.74,7.19,718,
2020/02/23 23:31:30,948.96,6.57,5.97,6.75,4.80,61.25,7.49,718,
2020/02/23 23:36:30,948.94,6.55,6.02,7.00,4.80,59.95,7.93,725,
2020/02/23 23:41:30,948.54,6.53,6.14,7.00,4.80,61.21,7.41,723,
2020/02/23 23:46:30,948.45,6.46,6.14,7.00,4.80,61.69,7.34,718,
2020/02/23 23:51:30,948.61,6.35,5.98,6.75,4.80,60.68,7.53,709,
2020/02/23 23:56:30,948.97,6.31,5.84,6.75,4.80,60.63,7.51,701,
2020/02/24 00:01:30,948.40,6.40,5.82,6.50,4.80,61.71,7.10,708,
2020/02/24 00:06:30,948.49,6.45,5.82,6.75,4.80,59.84,7.68,708,
2020/02/24 00:11:30,948.53,6.43,5.81,6.75,4.80,60.35,7.51,709,
2020/02/24 00:16:30,948.27,6.43,5.85,6.75,4.80,59.59,7.59,708,
2020/02/24 00:21:30,948.46,6.51,5.94,6.75,4.80,57.50,8.15,710,
2020/02/24 00:26:30,948.63,6.42,6.08,7.00,4.80,57.04,8.31,708,
2020/02/24 00:31:30,948.25,6.39,6.24,7.00,4.80,59.23,7.62,706,
2020/02/24 00:36:30,948.08,6.28,6.20,7.00,4.80,57.91,8.11,706,
2020/02/24 00:41:30,948.08,6.37,6.21,7.00,4.80,58.79,7.84,705,
2020/02/24 00:46:30,947.92,6.38,6.18,7.00,4.80,59.86,7.64,711,
2020/02/24 00:51:30,948.08,6.40,6.18,7.00,4.80,59.52,7.97,714,
2020/02/24 00:56:30,947.84,6.36,6.17,7.00,4.80,62.05,7.21,712,
2020/02/24 01:01:30,947.95,6.26,5.99,6.75,4.80,59.68,7.79,713,
2020/02/24 01:06:30,948.15,6.32,5.96,6.75,4.80,58.91,7.99,711,
2020/02/24 01:11:30,948.23,6.32,6.03,7.00,4.80,59.50,7.95,712,
2020/02/24 01:16:30,947.83,6.31,6.04,6.75,4.80,59.54,7.72,711,
2020/02/24 01:21:30,948.19,6.29,6.01,7.00,4.80,59.93,7.72,711,
2020/02/24 01:26:30,947.77,6.36,5.96,7.00,4.80,62.98,7.70,710,
2020/02/24 01:31:30,948.14,6.27,5.83,6.75,4.80,61.38,7.59,714,
2020/02/24 01:36:30,947.90,6.35,5.78,6.75,4.80,64.12,7.17,709,
2020/02/24 01:41:30,948.30,6.25,5.52,6.50,4.80,59.15,7.92,710,
2020/02/24 01:46:30,948.25,6.27,5.54,6.50,4.80,62.32,7.71,710,
2020/02/24 01:51:30,948.58,6.46,5.46,6.25,4.80,64.75,7.35,709,
2020/02/24 01:56:30,948.83,6.52,5.32,6.25,4.80,66.21,7.33,705,
2020/02/24 02:01:30,948.56,6.57,5.06,6.00,4.80,68.32,6.63,712,
2020/02/24 02:06:30,948.86,6.51,4.72,5.50,4.80,67.48,7.02,721,
2020/02/24 02:11:30,948.80,6.95,4.81,5.75,4.80,62.62,7.51,716,
2020/02/24 02:16:30,948.89,6.67,5.01,6.00,4.80,62.32,7.67,713,
2020/02/24 02:21:30,949.15,6.45,5.21,6.25,4.80,62.80,7.72,706,
2020/02/24 02:26:30,948.88,6.54,5.30,6.25,4.80,62.92,7.48,708,
2020/02/24 02:31:30,948.84,6.39,5.38,6.25,4.80,61.33,7.79,708,
2020/02/24 02:36:30,948.70,6.29,5.48,6.50,4.80,60.97,8.00,705,
2020/02/24 02:41:30,949.07,6.57,5.55,6.50,4.80,63.51,7.86,704,
2020/02/24 02:46:30,949.06,7.20,5.42,6.25,4.80,65.55,7.71,708,
2020/02/24 02:51:30,948.97,7.02,5.23,6.25,4.81,63.21,7.59,706,
2020/02/24 02:56:30,949.28,6.79,5.16,6.00,4.80,64.94,7.41,707,
2020/02/24 03:01:30,949.25,6.98,5.05,6.00,4.80,65.49,7.68,707,
2020/02/24 03:06:30,949.05,7.97,4.93,5.75,4.80,66.11,7.28,709,
2020/02/24 03:11:30,949.31,8.29,4.72,5.75,4.80,65.03,7.51,710,
2020/02/24 03:16:30,949.16,8.51,4.64,5.50,4.80,65.94,7.24,711,
2020/02/24 03:21:30,949.28,8.56,4.47,5.50,4.80,66.91,7.12,710,
2020/02/24 03:26:30,949.42,8.72,4.43,5.25,4.80,63.37,7.74,712,
2020/02/24 03:31:30,949.17,9.12,4.60,5.50,4.80,63.52,7.67,710,
2020/02/24 03:36:30,948.93,9.44,4.76,5.75,4.80,63.97,7.48,712,
2020/02/24 03:41:30,949.34,9.74,4.96,6.00,4.80,61.65,7.92,713,
2020/02/24 03:46:30,949.35,10.60,5.28,6.25,4.81,60.99,8.21,720,
2020/02/24 03:51:30,948.98,10.71,5.59,6.50,4.80,61.85,7.63,715,
2020/02/24 03:56:30,949.14,10.81,5.70,6.75,4.80,60.75,7.71,721,
2020/02/24 04:01:30,949.18,10.91,5.87,6.75,4.80,61.74,7.70,718,
2020/02/24 04:06:30,948.99,10.93,5.90,6.75,4.80,63.13,7.30,718,
2020/02/24 04:11:30,949.51,10.78,5.78,6.75,4.80,60.88,7.60,721,
2020/02/24 04:16:30,949.42,11.06,5.82,6.75,4.80,60.86,7.59,719,
2020/02/24 04:21:30,949.18,10.99,5.82,6.75,4.81,59.52,7.41,721,
2020/02/24 04:26:30,949.39,10.95,5.73,6.75,4.80,58.73,7.79,718,
2020/02/24 04:31:30,949.41,10.53,5.78,6.75,4.80,63.06,7.12,722,
2020/02/24 04:36:30,949.32,9.58,5.68,6.50,4.80,62.79,7.37,720,
2020/02/24 04:41:30,949.27,8.83,5.54,6.50,4.80,63.92,7.13,720,
2020/02/24 04:46:30,949.26,8.57,5.48,6.50,4.80,63.37,7.63,719,
2020/02/24 04:51:30,949.22,8.27,5.44,6.25,4.80,64.28,7.21,732,
2020/02/24 04:56:30,949.45,8.27,5.39,6.25,4.80,64.54,7.10,728,
2020/02/24 05:01:30,949.56,8.07,5.32,6.25,4.80,65.82,6.95,725,
2020/02/24 05:06:30,949.64,7.86,5.21,6.00,4.80,66.93,6.58,722,
2020/02/24 05:11:30,949.78,7.78,5.11,6.00,4.80,65.89,7.27,724,
2020/02/24 05:16:30,949.40,7.75,5.01,6.00,4.80,64.72,6.78,724,
2020/02/24 05:21:30,949.68,7.68,4.87,5.75,4.80,64.25,6.95,726,
2020/02/24 05:26:30,949.64,7.74,4.96,6.00,4.80,62.98,7.20,726,
2020/02/24 05:31:30,949.68,7.67,5.04,6.00,4.80,64.09,6.70,725,
2020/02/24 05:36:30,949.61,7.85,5.15,6.00,4.80,64.97,6.69,723,
2020/02/24 05:41:30,949.78,7.71,5.20,6.25,4.80,64.67,6.91,722,
2020/02/24 05:46:30,949.99,7.53,5.12,6.00,4.80,63.15,6.94,724,
2020/02/24 05:51:30,949.88,7.57,5.12,6.00,4.81,63.18,6.87,721,
2020/02/24 05:56:30,950.04,7.50,5.13,6.00,4.80,63.43,6.80,723,
2020/02/24 06:01:30,950.03,7.49,5.15,6.00,4.80,63.12,6.71,723,
2020/02/24 06:06:30,950.30,7.52,5.14,6.00,4.80,61.75,6.88,722,
2020/02/24 06:11:30,950.10,7.65,5.14,6.00,4.80,61.91,6.80,725,
2020/02/24 06:16:30,950.16,7.61,5.07,6.00,4.80,63.43,6.56,724,
2020/02/24 06:21:30,950.17,7.46,4.97,6.00,4.80,63.75,6.41,723,
2020/02/24 06:26:30,949.90,7.42,4.89,5.75,4.80,62.36,6.45,725,
2020/02/24 06:31:30,949.94,7.39,4.83,5.75,4.80,61.90,6.34,724,
2020/02/24 06:36:30,949.98,7.37,4.75,5.50,4.80,59.74,6.20,724,
2020/02/24 06:41:30,950.17,7.45,4.89,5.75,4.80,56.23,6.89,725,
2020/02/24 06:46:30,949.87,7.38,5.01,6.00,4.80,60.97,5.95,725,
2020/02/24 06:51:30,950.09,7.34,4.84,5.75,4.81,63.88,5.75,728,
2020/02/24 06:56:30,949.98,7.40,4.68,5.75,4.80,64.06,5.91,725,
2020/02/24 07:01:30,950.24,7.30,4.51,5.50,4.80,67.54,5.44,726,
2020/02/24 07:06:30,950.24,7.31,4.20,5.00,4.80,67.46,5.38,727,
2020/02/24 07:11:30,950.31,7.40,4.04,5.00,4.80,66.56,5.58,727,
2020/02/24 07:16:30,950.42,7.35,3.96,5.00,4.80,68.09,5.22,724,
2020/02/24 07:21:30,950.39,7.29,3.92,4.75,4.80,69.14,5.16,726,
2020/02/24 07:26:30,950.79,7.28,3.84,4.75,4.80,68.09,5.15,724,
2020/02/24 07:31:30,950.95,7.30,3.90,4.75,4.80,66.53,5.40,728,
2020/02/24 07:36:30,951.01,7.22,3.89,4.75,4.80,68.67,5.18,731,
2020/02/24 07:41:30,951.03,7.27,3.86,4.75,4.80,67.27,5.48,726,
2020/02/24 07:46:30,950.98,7.28,3.85,4.75,4.80,67.00,5.40,731,
2020/02/24 07:51:30,950.81,7.23,3.85,4.75,4.80,69.55,4.97,728,
2020/02/24 07:56:30,951.14,7.22,3.73,4.75,4.80,68.26,5.30,729,
2020/02/24 08:01:30,950.88,7.24,3.76,4.75,4.80,67.87,5.31,731,
2020/02/24 08:06:30,950.79,7.21,3.84,4.75,4.80,68.55,5.22,731,
2020/02/24 08:11:30,951.12,7.22,3.74,4.75,4.80,68.92,5.20,731,
2020/02/24 08:16:30,951.05,7.29,3.72,4.50,4.80,68.93,5.23,730,
2020/02/24 08:21:30,950.98,7.34,3.77,4.50,4.80,67.71,5.13,725,
2020/02/24 08:26:30,950.86,7.26,3.75,4.75,4.80,68.73,4.97,729,
2020/02/24 08:31:30,951.17,7.37,3.77,4.75,4.80,66.37,5.58,790,
2020/02/24 08:36:30,951.08,7.31,3.88,4.75,4.80,66.14,5.44,726,
2020/02/24 08:41:30,951.07,7.26,3.86,4.75,4.80,66.32,5.26,728,
2020/02/24 08:46:30,950.84,7.23,3.79,4.75,4.80,67.23,5.29,729,
2020/02/24 08:51:30,950.95,7.25,3.76,4.75,4.80,66.31,5.45,724,
2020/02/24 08:56:30,950.96,7.50,3.78,4.75,4.80,66.67,5.47,730,
2020/02/24 09:01:30,950.95,7.33,3.76,4.75,4.80,66.46,5.34,722,
2020/02/24 09:06:30,950.87,7.28,3.80,4.75,4.80,64.96,5.27,719,
2020/02/24 09:11:30,950.73,7.28,3.79,4.75,4.80,67.34,5.12,728,
2020/02/24 09:16:30,951.17,7.34,3.77,4.75,4.80,64.45,5.52,725,
2020/02/24 09:21:30,950.68,7.31,3.93,4.75,4.80,65.14,5.45,730,
2020/02/24 09:26:30,950.63,7.25,3.98,5.00,4.80,66.16,5.26,730,
2020/02/24 09:31:30,950.76,7.59,3.91,4.75,4.80,66.00,5.20,729,
2020/02/24 09:36:30,950.92,7.34,3.81,4.75,4.80,64.94,5.58,731,
2020/02/24 09:41:30,951.07,7.31,3.82,4.75,4.80,63.87,5.50,731,
2020/02/24 09:46:30,950.84,7.28,3.88,4.75,4.80,64.61,5.36,731,
2020/02/24 09:51:30,950.80,7.21,3.82,4.75,4.80,65.94,5.12,724,
2020/02/24 09:56:30,950.89,7.21,3.74,4.75,4.80,64.70,5.52,735,
2020/02/24 10:01:30,950.76,7.21,3.82,4.75,4.80,64.78,5.34,729,
2020/02/24 10:06:30,950.73,7.19,3.86,4.75,4.80,66.57,5.01,730,
2020/02/24 10:11:30,950.91,7.17,3.79,4.75,4.80,65.62,5.31,732,
2020/02/24 10:16:30,950.88,7.27,3.80,4.75,4.80,66.89,4.98,728,
2020/02/24 10:21:30,950.80,7.43,3.83,4.75,4.80,64.20,5.62,728,
2020/02/24 10:26:30,950.59,7.30,3.95,4.75,4.80,65.30,5.18,735,
2020/02/24 10:31:30,950.62,7.29,4.01,5.00,4.80,64.79,5.48,732,
2020/02/24 10:36:30,950.61,7.26,4.11,5.00,4.80,64.71,5.48,731,
2020/02/24 10:41:30,950.57,7.25,4.18,5.00,4.80,65.22,5.38,733,
2020/02/24 10:46:30,950.71,7.20,4.16,5.00,4.80,65.00,5.43,729,
2020/02/24 10:51:30,950.37,7.18,4.20,5.25,4.80,66.46,5.08,734,
2020/02/24 10:56:30,950.43,7.23,4.11,5.00,4.80,66.14,5.44,735,
2020/02/24 11:01:30,950.52,7.25,4.05,5.00,4.80,66.31,5.31,730,
2020/02/24 11:06:30,950.55,7.55,3.97,5.00,4.80,66.25,5.58,734,
2020/02/24 11:11:30,950.37,7.49,3.92,5.00,4.80,67.59,5.06,736,
2020/02/24 11:16:30,950.49,7.55,3.92,4.75,4.80,66.39,5.45,733,
2020/02/24 11:21:30,950.51,7.34,3.92,4.75,4.80,65.91,5.54,735,
2020/02/24 11:26:30,950.51,7.35,4.04,5.00,4.81,65.37,5.63,736,
2020/02/24 11:31:30,950.49,7.63,4.20,5.00,4.80,64.83,5.77,736,
2020/02/24 11:36:30,950.67,7.43,4.31,5.25,4.80,63.43,6.12,738,
2020/02/24 11:41:30,950.77,7.34,4.38,5.25,4.80,65.25,5.83,740,
2020/02/24 11:46:30,950.76,7.30,4.33,5.25,4.80,66.42,5.55,734,
2020/02/24 11:51:30,950.75,7.40,4.32,5.25,4.80,66.01,5.47,737,
2020/02/24 11:56:30,950.43,7.33,4.37,5.25,4.80,65.58,5.54,738,
2020/02/24 12:01:30,950.81,7.33,4.49,5.50,4.80,63.91,6.19,736,
2020/02/24 12:06:30,950.30,7.38,4.66,5.50,4.80,64.53,6.02,739,
2020/02/24 12:11:30,950.64,7.28,4.75,5.75,4.80,63.49,6.26,743,
2020/02/24 12:16:30,950.60,7.20,4.89,5.75,4.80,65.12,5.93,743,
2020/02/24 12:21:30,950.70,7.21,4.93,5.75,4.80,63.47,6.16,739,
2020/02/24 12:26:30,950.62,7.23,4.99,6.00,4.80,63.86,6.02,741,
2020/02/24 12:31:30,950.49,7.29,5.05,6.00,4.80,66.30,5.47,744,
2020/02/24 12:36:30,950.79,7.30,5.07,6.00,4.80,63.68,6.38,741,
2020/02/24 12:41:30,950.75,7.26,5.16,6.00,4.80,64.23,6.15,739,
2020/02/24 12:46:30,950.71,7.25,5.16,6.00,4.80,65.70,5.80,740,
2020/02/24 12:51:30,950.74,7.35,5.14,6.00,4.80,65.44,5.95,742,
2020/02/24 12:56:30,950.81,7.30,5.13,6.00,4.80,65.19,5.94,740,
2020/02/24 13:01:30,950.58,7.29,5.17,6.00,4.80,65.78,5.75,741,
2020/02/24 13:06:30,950.96,7.24,5.19,6.00,4.80,64.62,6.12,740,
2020/02/24 13:11:30,951.03,7.29,5.19,6.00,4.80,65.44,6.08,742,
2020/02/24 13:16:30,950.93,7.26,5.20,6.00,4.80,64.54,6.28,747,
2020/02/24 13:21:30,950.71,7.21,5.26,6.25,4.80,65.66,5.87,741,
2020/02/24 13:26:30,951.07,7.21,5.20,6.00,4.80,65.05,6.06,739,
2020/02/24 13:31:30,951.11,7.19,5.20,6.25,4.80,64.92,6.05,746,
2020/02/24 13:36:30,951.21,7.16,5.22,6.25,4.80,65.58,6.15,742,
2020/02/24 13:41:30,951.21,7.30,5.15,6.00,4.80,66.43,5.84,745,
2020/02/24 13:46:30,951.40,7.19,5.13,6.00,4.80,65.73,6.26,749,
2020/02/24 13:51:30,951.11,7.17,5.18,6.25,4.80,67.36,5.90,750,
2020/02/24 13:56:30,951.52,7.22,5.29,6.25,4.80,66.07,6.41,747,
2020/02/24 14:01:30,951.33,7.21,5.46,6.25,4.80,66.25,6.26,750,
2020/02/24 14:06:30,951.21,7.16,5.58,6.50,4.80,65.37,6.46,750,
2020/02/24 14:11:30,951.17,7.14,5.72,6.50,4.80,64.72,6.53,750,
2020/02/24 14:16:30,950.74,7.09,5.84,6.75,4.80,64.81,6.02,749,
2020/02/24 14:21:30,951.09,7.11,5.83,6.75,4.80,64.54,6.51,747,
2020/02/24 14:26:30,951.24,7.17,5.75,6.75,4.80,66.31,6.08,744,
2020/02/24 14:31:30,951.42,7.21,5.73,6.50,4.80,66.25,6.20,746,
2020/02/24 14:36:30,951.27,7.26,5.69,6.50,4.80,65.51,6.18,755,
2020/02/24 14:41:30,951.96,7.17,5.67,6.50,4.80,65.05,6.32,751,
2020/02/24 14:46:30,951.33,7.25,5.75,6.50,4.80,64.96,6.62,746,
2020/02/24 14:51:30,952.04,7.18,5.81,6.75,4.80,63.31,7.05,749,
2020/02/24 14:56:30,951.49,7.13,6.07,7.00,4.80,63.87,6.62,750,
2020/02/24 15:01:30,951.62,7.14,6.16,7.00,4.80,64.92,6.53,753,
2020/02/24 15:06:30,951.61,7.08,6.15,7.00,4.80,66.58,6.32,751,
2020/02/24 15:11:30,951.77,7.05,6.02,6.75,4.80,66.86,6.15,754,
2020/02/24 15:16:30,951.74,7.05,5.85,6.75,4.80,67.43,5.95,750,
2020/02/24 15:21:30,951.92,7.13,5.87,6.75,4.80,65.05,6.71,754,
2020/02/24 15:26:30,951.46,7.09,5.99,6.75,4.80,66.95,6.12,760,
2020/02/24 15:31:30,951.21,7.07,5.97,6.75,4.80,66.00,6.30,764,
2020/02/24 15:36:30,951.43,7.13,6.08,7.00,4.80,63.07,6.84,757,
2020/02/24 15:41:30,951.44,7.15,6.39,7.25,4.80,63.13,6.84,758,
2020/02/24 15:46:30,951.42,7.12,6.66,7.50,4.80,62.77,7.10,755,
2020/02/24 15:51:30,951.26,7.23,6.78,7.50,4.80,63.73,6.67,753,
2020/02/24 15:56:30,951.34,7.19,6.78,7.75,4.80,62.92,6.69,758,
2020/02/24 16:01:30,951.09,7.14,6.82,7.75,4.80,62.96,6.92,754,
2020/02/24 16:06:30,951.12,7.03,6.62,7.50,4.80,64.00,6.45,754,
2020/02/24 16:11:30,951.78,7.12,6.28,7.25,4.80,62.26,7.24,756,
2020/02/24 16:16:30,951.44,7.40,6.32,7.25,4.81,62.07,7.01,761,
2020/02/24 16:21:30,951.02,7.21,6.41,7.25,4.80,64.15,6.39,762,
2020/02/24 16:26:30,951.49,7.19,6.42,7.25,4.80,62.22,7.05,760,
2020/02/24 16:31:30,951.57,7.11,6.34,7.25,4.80,64.09,6.39,758,
2020/02/24 16:36:30,951.55,7.20,6.32,7.25,4.80,62.13,7.09,760,
2020/02/24 16:41:30,951.45,7.10,6.31,7.25,4.80,63.78,6.22,759,
2020/02/24 16:46:30,951.69,7.12,6.23,7.00,4.81,62.54,6.92,757,
2020/02/24 16:51:30,951.57,7.10,6.35,7.25,4.80,61.61,7.08,770,
2020/02/24 16:56:30,951.58,7.11,6.47,7.50,4.80,60.39,6.92,762,
2020/02/24 17:01:30,951.63,7.19,6.56,7.50,4.80,60.03,7.48,766,
2020/02/24 17:06:30,951.68,7.06,6.68,7.50,4.80,61.15,6.85,771,
2020/02/24 17:11:30,951.76,7.23,6.71,7.75,4.80,60.86,7.46,766,
2020/02/24 17:16:30,952.73,7.25,6.72,7.50,4.80,59.91,7.95,768,
2020/02/24 17:21:30,951.80,7.27,6.96,7.75,4.80,60.61,7.23,765,
2020/02/24 17:26:30,951.46,6.96,7.04,8.00,4.80,62.02,6.71,767,
2020/02/24 17:31:30,951.94,7.04,6.91,7.75,4.80,62.41,6.80,770,
2020/02/24 17:36:30,951.76,7.46,7.11,8.00,4.80,60.77,7.64,766,
2020/02/24 17:41:30,951.72,7.41,7.46,8.25,4.80,58.06,7.62,768,
2020/02/24 17:46:30,952.24,7.22,7.56,8.50,4.80,60.63,7.16,767,
2020/02/24 17:51:30,952.42,7.08,7.39,8.25,4.80,62.09,7.05,775,
2020/02/24 17:56:30,952.28,7.10,7.34,8.25,4.80,61.07,7.19,770,
2020/02/24 18:01:30,952.36,7.27,7.37,8.25,4.80,60.50,7.30,763,
2020/02/24 18:06:30,952.22,7.29,7.40,8.25,4.80,61.30,7.09,770,
2020/02/24 18:11:30,952.50,7.38,7.26,8.25,4.80,61.54,7.10,768,
2020/02/24 18:16:30,952.83,7.52,7.26,8.00,4.80,60.73,7.56,768,
2020/02/24 18:21:30,952.66,7.34,7.34,8.25,4.80,61.05,7.44,768,
2020/02/24 18:26:30,952.20,7.18,7.32,8.25,4.81,61.32,7.03,773,
2020/02/24 18:31:30,953.41,7.54,7.32,8.25,4.80,59.11,8.04,790,
2020/02/24 18:36:30,952.80,7.38,7.54,8.50,4.80,59.90,7.52,781,
2020/02/24 18:41:30,952.78,7.25,7.61,8.50,4.80,60.14,7.44,775,
2020/02/24 18:46:30,952.62,7.32,7.65,8.50,4.80,58.07,8.11,767,
2020/02/24 18:51:30,952.63,7.28,7.70,8.50,4.80,59.31,7.52,764,
2020/02/24 18:56:30,952.94,7.39,7.71,8.75,4.80,59.89,7.71,758,
2020/02/24 19:01:30,952.93,7.10,7.72,8.75,4.80,60.19,7.79,770,
2020/02/24 19:06:30,952.49,7.35,7.69,8.75,4.80,59.77,7.38,769,
2020/02/24 19:11:30,952.87,7.47,7.64,8.50,4.80,58.17,8.11,771,
2020/02/24 19:16:30,952.83,7.32,7.73,8.75,4.80,60.53,7.27,780,
2020/02/24 19:21:30,952.88,7.33,7.69,8.50,4.80,60.08,7.62,779,
2020/02/24 19:26:30,952.58,7.47,7.97,8.75,4.80,59.41,8.13,776,
2020/02/24 19:31:30,952.61,7.21,7.90,8.75,4.80,63.69,6.88,776,
2020/02/24 19:36:30,952.88,7.05,7.31,8.25,4.80,63.69,6.98,774,
2020/02/24 19:41:30,953.30,6.98,6.69,7.50,4.80,63.82,7.46,782,
2020/02/24 19:46:30,952.95,7.26,6.42,7.25,4.80,62.52,7.27,781,
2020/02/24 19:51:30,953.20,8.16,6.18,7.00,4.80,62.40,7.23,776,
2020/02/24 19:56:30,953.17,7.90,5.96,6.75,4.80,65.53,6.77,767,
2020/02/24 20:01:30,953.26,7.61,5.69,6.75,4.80,66.45,6.77,766,
2020/02/24 20:06:30,953.45,7.54,5.55,6.50,4.80,64.22,6.87,768,
2020/02/24 20:11:30,953.86,7.64,5.43,6.25,4.80,65.48,7.44,768,
2020/02/24 20:16:30,953.32,7.55,5.63,6.50,4.80,64.90,6.83,768,
2020/02/24 20:21:30,953.90,7.42,5.65,6.50,4.80,62.85,7.12,768,
2020/02/24 20:26:30,953.64,7.40,5.69,6.50,4.80,63.12,7.31,768,
2020/02/24 20:31:30,953.51,7.40,5.82,6.75,4.80,63.82,7.45,771,
2020/02/24 20:36:30,953.57,7.38,5.96,6.75,4.80,61.17,7.34,775,
2020/02/24 20:41:30,953.88,7.25,5.91,6.75,4.80,63.15,7.45,776,
2020/02/24 20:46:30,953.61,7.35,6.05,7.00,4.80,61.93,7.24,790,
2020/02/24 20:51:30,954.03,7.49,6.13,7.00,4.80,63.56,7.41,777,
2020/02/24 20:56:30,953.69,7.74,6.30,7.25,4.80,60.49,7.89,779,
2020/02/24 21:01:30,953.68,7.79,6.53,7.50,4.80,61.10,7.52,776,
2020/02/24 21:06:30,954.21,7.51,6.65,7.50,4.80,62.51,7.51,785,
2020/02/24 21:11:30,953.62,7.46,6.82,7.75,4.80,62.43,7.09,782,
2020/02/24 21:16:30,954.00,7.43,6.81,7.50,4.80,62.10,7.51,787,
2020/02/24 21:21:30,954.12,7.26,6.78,7.75,4.80,62.37,7.24,780,
2020/02/24 21:26:30,954.16,7.09,6.70,7.50,4.80,63.75,7.03,786,
2020/02/24 21:31:30,954.19,7.38,6.67,7.50,4.80,63.23,7.27,779,
2020/02/24 21:36:30,954.03,7.53,6.69,7.50,4.80,62.94,7.42,780,
2020/02/24 21:41:30,953.59,7.69,6.71,7.50,4.80,62.05,7.79,787,
2020/02/24 21:46:30,954.37,7.68,6.85,7.75,4.80,61.69,7.28,783,
2020/02/24 21:51:30,954.45,7.64,6.99,7.75,4.80,59.44,7.99,782,
2020/02/24 21:56:30,954.20,7.60,7.20,8.00,4.80,59.28,8.09,782,
2020/02/24 22:01:30,954.26,7.46,7.31,8.00,4.80,58.13,7.97,799,
2020/02/24 22:06:30,954.41,7.44,7.30,8.25,4.80,61.10,7.79,792,
2020/02/24 22:11:30,954.21,7.34,7.20,8.00,4.80,60.00,8.21,785,
2020/02/24 22:16:30,953.90,7.24,7.13,8.00,4.80,60.77,7.88,783,
2020/02/24 22:21:30,954.71,7.36,6.97,8.00,4.80,60.01,8.11,781,
2020/02/24 22:26:30,954.67,7.30,6.87,7.75,4.80,59.92,8.02,783,
2020/02/24 22:31:30,954.55,7.34,6.81,7.75,4.80,60.19,7.88,781,
2020/02/24 22:36:30,954.33,7.32,6.72,7.50,4.80,61.13,8.02,782,
2020/02/24 22:41:30,954.38,7.35,6.77,7.75,4.80,60.69,8.09,779,
2020/02/24 22:46:30,954.74,7.43,6.81,7.75,4.80,57.70,8.64,780,
2020/02/24 22:51:30,954.54,7.21,6.91,7.75,4.80,62.27,6.80,779,
2020/02/24 22:56:30,955.21,7.34,6.77,7.75,4.80,59.25,8.24,793,
2020/02/24 23:01:30,954.96,7.37,6.78,7.75,4.80,59.90,8.27,779,
2020/02/24 23:06:30,954.90,7.38,6.79,7.75,4.80,58.96,8.25,780,
2020/02/24 23:11:30,954.79,7.32,6.81,7.75,4.80,57.77,8.45,781,
2020/02/24 23:16:30,954.99,7.30,6.84,7.75,4.80,60.19,8.02,780,
2020/02/24 23:21:30,955.16,7.26,6.76,7.75,4.80,58.21,8.39,780,
2020/02/24 23:26:30,955.08,7.30,6.73,7.75,4.80,60.72,8.11,788,
2020/02/24 23:31:30,954.65,7.29,6.63,7.50,4.80,59.57,8.35,783,
