Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC],PresOB [mBar],RH_OB [%],TempOB [C],Temp RTC [C],Bat [V],Humidity [%],Temp Atmos [C],Distance [mm],
2020/02/29 01:11:30,960.74,13.84,11.56,12.50,4.77,62.38,12.87,9999,
2020/02/29 01:16:30,960.99,13.82,11.54,12.50,4.77,62.83,12.91,1225,
2020/02/29 01:21:30,960.86,13.99,11.60,12.50,4.77,62.16,12.95,1216,
2020/02/29 01:26:30,960.64,13.79,11.59,12.50,4.77,62.92,12.49,1216,
2020/02/29 01:31:30,960.09,13.37,11.37,12.25,4.77,65.77,11.18,1215,
2020/02/29 01:36:30,960.82,13.45,10.91,11.75,4.77,66.19,11.81,1222,
2020/02/29 01:41:30,960.97,13.67,10.82,11.75,4.77,65.12,12.03,1215,
2020/02/29 01:46:30,960.74,13.55,10.81,11.75,4.77,66.46,11.37,1213,
2020/02/29 01:51:30,960.92,13.74,10.79,11.50,4.77,63.57,11.83,1218,
2020/02/29 01:56:30,960.28,13.32,10.61,11.50,4.77,67.33,10.46,1224,
2020/02/29 02:01:30,961.19,13.75,10.46,11.25,4.77,64.26,12.21,1221,
2020/02/29 02:06:30,960.77,13.58,10.53,11.25,4.77,65.62,11.98,1224,
2020/02/29 02:11:30,960.08,13.56,10.62,11.50,4.77,66.41,10.97,1222,
2020/02/29 02:16:30,960.26,13.37,10.43,11.25,4.77,66.93,10.80,1220,
2020/02/29 02:21:30,960.28,13.49,10.21,11.00,4.77,66.52,11.01,1234,
2020/02/29 02:26:30,960.90,13.73,10.11,11.00,4.77,64.09,12.05,1227,
2020/02/29 02:31:30,960.06,13.40,10.07,10.75,4.77,67.93,10.40,1224,
2020/02/29 02:36:30,960.58,13.27,9.67,10.50,4.77,68.64,10.19,9999,
2020/02/29 02:41:30,960.55,13.35,9.35,10.25,4.77,69.34,10.01,1224,
2020/02/29 02:46:30,961.12,13.53,9.25,10.00,4.77,68.95,10.97,1236,
2020/02/29 02:51:30,960.36,13.63,9.44,10.25,4.77,67.49,10.83,1225,
2020/02/29 02:56:30,960.71,13.89,9.65,10.50,4.77,66.22,11.65,1226,
2020/02/29 03:01:30,960.50,13.86,9.90,10.75,4.77,65.12,11.27,1231,
2020/02/29 03:06:30,961.07,13.67,9.82,10.75,4.77,65.49,11.69,1225,
2020/02/29 03:11:30,961.24,14.06,9.97,10.75,4.77,65.37,12.41,1223,
2020/02/29 03:16:30,959.45,13.67,10.31,11.25,4.77,66.60,10.35,1227,
2020/02/29 03:21:30,960.89,13.40,9.92,10.75,4.77,68.30,11.13,1226,
2020/02/29 03:26:30,960.16,13.92,10.03,11.00,4.77,65.74,11.69,1223,
2020/02/29 03:31:30,960.25,13.91,10.22,11.00,4.77,65.21,11.81,1224,
2020/02/29 03:36:30,960.01,13.88,10.35,11.25,4.77,66.16,11.54,1237,
2020/02/29 03:41:30,960.45,13.99,10.40,11.25,4.77,64.29,12.39,1228,
2020/02/29 03:46:30,959.74,13.61,10.43,11.25,4.77,67.39,11.16,1227,
2020/02/29 03:51:30,959.85,13.84,10.38,11.25,4.77,66.55,12.03,1225,
2020/02/29 03:56:30,960.05,14.01,10.48,11.25,4.77,63.67,12.57,1231,
2020/02/29 04:01:30,959.75,13.80,10.57,11.50,4.77,66.08,11.88,1233,
2020/02/29 04:06:30,959.00,13.33,10.41,11.25,4.77,68.84,9.98,1237,
2020/02/29 04:11:30,960.05,13.85,10.12,11.00,4.77,64.86,11.96,1238,
2020/02/29 04:16:30,959.99,13.81,10.20,11.00,4.77,65.63,12.00,1233,
2020/02/29 04:21:30,959.42,13.92,10.28,11.00,4.77,65.14,11.47,1232,
2020/02/29 04:26:30,959.29,14.04,10.44,11.25,4.77,63.47,11.83,1232,
2020/02/29 04:31:30,959.66,14.09,10.55,11.50,4.77,63.66,12.41,1232,
2020/02/29 04:36:30,959.68,13.88,10.72,11.50,4.77,64.69,12.38,1240,
2020/02/29 04:41:30,958.96,13.98,10.92,11.75,4.77,63.14,12.14,1232,
2020/02/29 04:46:30,958.95,13.63,10.87,11.75,4.77,64.38,12.00,1230,
2020/02/29 04:51:30,959.48,13.60,10.68,11.50,4.77,63.50,11.95,1232,
2020/02/29 04:56:30,959.56,13.44,10.37,11.25,4.77,67.45,11.43,1230,
2020/02/29 05:01:30,959.20,13.77,10.40,11.25,4.76,63.27,12.16,1232,
2020/02/29 05:06:30,959.18,14.09,10.62,11.50,4.77,62.35,12.91,1231,
2020/02/29 05:11:30,958.83,13.59,10.56,11.50,4.77,65.79,11.58,1231,
2020/02/29 05:16:30,959.02,13.46,10.21,11.00,4.77,66.21,11.31,1229,
2020/02/29 05:21:30,958.85,13.61,10.04,11.00,4.77,64.90,11.27,1229,
2020/02/29 05:26:30,959.19,13.49,9.78,10.50,4.77,69.23,11.11,1230,
2020/02/29 05:31:30,959.14,13.83,9.80,10.50,4.77,65.48,11.51,1231,
2020/02/29 05:36:30,959.04,13.96,10.02,11.00,4.78,66.82,12.39,1224,
2020/02/29 05:41:30,958.15,13.80,10.19,11.00,4.77,65.77,11.74,1233,
2020/02/29 05:46:30,959.02,13.82,9.96,10.75,4.77,63.63,12.32,1234,
2020/02/29 05:51:30,959.05,13.79,9.90,10.75,4.77,66.27,11.95,1231,
2020/02/29 05:56:30,958.72,13.55,9.67,10.50,4.77,69.21,10.61,1232,
2020/02/29 06:01:30,959.30,13.86,9.48,10.50,4.77,65.28,12.49,1233,
2020/02/29 06:06:30,958.44,13.82,9.45,10.25,4.77,67.08,11.59,1238,
2020/02/29 06:11:30,958.80,13.90,9.29,10.25,4.77,66.23,11.95,1232,
2020/02/29 06:16:30,959.23,14.09,9.48,10.50,4.77,63.29,12.35,1237,
2020/02/29 06:21:30,959.11,14.25,9.93,10.75,4.77,64.65,13.02,1233,
2020/02/29 06:26:30,958.95,13.95,10.28,11.25,4.77,65.78,12.41,1231,
2020/02/29 06:31:30,959.18,14.09,10.59,11.50,4.76,61.28,13.85,1232,
2020/02/29 06:36:30,958.93,14.26,11.08,12.00,4.77,59.45,14.57,1239,
2020/02/29 06:41:30,958.72,14.35,11.71,12.50,4.77,58.06,14.36,1238,
2020/02/29 06:46:30,957.94,13.96,12.05,13.00,4.77,60.91,13.14,1238,
2020/02/29 06:51:30,958.52,13.53,11.77,12.50,4.77,63.16,12.63,1232,
2020/02/29 06:56:30,958.31,13.56,11.54,12.25,4.77,63.26,12.82,1232,
2020/02/29 07:01:30,958.78,14.03,11.54,12.50,4.77,60.01,14.28,1236,
2020/02/29 07:06:30,958.99,14.04,11.75,12.75,4.78,61.81,13.85,1236,
2020/02/29 07:11:30,958.69,13.97,11.89,12.75,4.77,60.99,13.96,1237,
2020/02/29 07:16:30,959.09,13.94,12.00,12.75,4.77,61.26,14.08,1237,
2020/02/29 07:21:30,958.89,14.22,12.17,13.00,4.77,59.91,14.20,1236,
2020/02/29 07:26:30,958.26,14.06,12.36,13.25,4.77,61.84,13.75,1236,
2020/02/29 07:31:30,957.78,13.67,12.34,13.25,4.78,63.76,11.90,1238,
2020/02/29 07:36:30,959.32,13.60,11.71,12.50,4.77,62.64,13.86,1242,
2020/02/29 07:41:30,958.90,13.88,11.60,12.50,4.77,60.89,13.52,1250,
2020/02/29 07:46:30,958.84,13.96,11.67,12.50,4.77,61.52,13.28,1234,
2020/02/29 07:51:30,959.09,14.24,11.86,12.75,4.77,61.60,14.07,1237,
2020/02/29 07:56:30,958.59,14.22,12.28,13.25,4.77,60.33,14.03,1243,
2020/02/29 08:01:30,958.54,13.79,12.32,13.25,4.77,62.19,13.40,1249,
2020/02/29 08:06:30,958.58,13.69,12.08,13.00,4.77,63.69,12.92,1252,
2020/02/29 08:11:30,958.62,13.74,11.87,12.75,4.76,62.55,12.82,1242,
2020/02/29 08:16:30,958.71,14.07,11.82,12.75,4.77,59.89,14.22,1244,
2020/02/29 08:21:30,957.88,13.77,11.92,12.75,4.77,63.77,12.45,1244,
2020/02/29 08:26:30,958.22,13.84,11.77,12.75,4.77,62.97,12.88,1244,
2020/02/29 08:31:30,958.90,13.94,11.72,12.50,4.77,62.29,14.04,1247,
2020/02/29 08:36:30,957.96,13.87,11.79,12.50,4.77,63.67,12.46,1247,
2020/02/29 08:41:30,958.71,13.79,11.58,12.50,4.77,62.17,13.42,1247,
2020/02/29 08:46:30,957.80,13.81,11.61,12.50,4.77,63.10,12.12,1244,
2020/02/29 08:51:30,958.79,13.87,11.45,12.25,4.76,62.08,13.30,1252,
2020/02/29 08:56:30,958.89,14.35,11.72,12.75,4.77,60.15,14.27,1249,
2020/02/29 09:01:30,957.99,13.96,12.07,13.00,4.77,63.59,12.84,1251,
2020/02/29 09:06:30,958.76,13.75,11.85,12.75,4.77,64.65,12.84,1259,
2020/02/29 09:11:30,958.16,13.67,11.63,12.50,4.77,68.32,12.28,1255,
2020/02/29 09:16:30,958.48,13.96,11.54,12.50,4.77,64.17,13.09,1246,
2020/02/29 09:21:30,958.13,13.82,11.56,12.50,4.77,64.67,12.31,1253,
2020/02/29 09:26:30,958.31,13.67,11.37,12.25,4.77,65.03,12.44,1245,
2020/02/29 09:31:30,958.57,14.06,11.36,12.25,4.77,62.73,13.38,1248,
2020/02/29 09:36:30,958.34,14.22,11.67,12.50,4.77,61.55,13.26,1254,
2020/02/29 09:41:30,958.68,14.05,11.76,12.75,4.77,61.08,13.61,1255,
2020/02/29 09:46:30,958.10,13.87,11.76,12.50,4.77,62.52,12.57,9999,
2020/02/29 09:51:30,958.71,14.03,11.68,12.50,4.77,62.47,13.63,1254,
2020/02/29 09:56:30,958.87,14.16,11.78,12.50,4.77,59.90,14.04,1253,
2020/02/29 10:01:30,958.75,14.11,11.95,12.75,4.76,61.55,13.64,1250,
2020/02/29 10:06:30,958.57,13.94,11.96,12.75,4.77,63.02,13.14,1270,
2020/02/29 10:11:30,959.31,13.93,11.78,12.75,4.77,60.74,13.77,1262,
2020/02/29 10:16:30,958.87,14.10,11.93,12.75,4.77,59.03,13.52,1257,
2020/02/29 10:21:30,958.61,14.15,12.08,13.00,4.77,61.55,13.57,1251,
2020/02/29 10:26:30,958.99,14.02,12.08,13.00,4.77,60.44,13.93,1255,
2020/02/29 10:31:30,958.80,13.88,12.03,13.00,4.77,62.04,13.32,1248,
2020/02/29 10:36:30,958.97,14.00,11.98,12.75,4.77,60.12,13.78,1265,
2020/02/29 10:41:30,958.08,14.08,12.07,13.00,4.76,60.17,13.42,1249,
2020/02/29 10:46:30,958.40,13.91,11.88,12.75,4.77,65.56,12.87,1255,
2020/02/29 10:51:30,958.78,13.92,11.65,12.50,4.77,61.68,13.01,1260,
2020/02/29 10:56:30,959.06,13.84,11.57,12.50,4.77,63.60,13.03,1255,
2020/02/29 11:01:30,958.61,13.89,11.57,12.50,4.76,62.52,12.64,1255,
2020/02/29 11:06:30,958.89,13.87,11.47,12.25,4.77,60.77,12.98,1257,
2020/02/29 11:11:30,958.06,13.69,11.43,12.25,4.77,64.39,10.97,1255,
2020/02/29 11:16:30,959.19,14.05,11.23,12.25,4.77,59.66,13.35,1253,
2020/02/29 11:21:30,958.55,13.96,11.39,12.25,4.77,62.45,12.62,1259,
2020/02/29 11:26:30,958.93,13.97,11.39,12.25,4.77,61.88,13.12,1274,
2020/02/29 11:31:30,958.59,14.09,11.47,12.25,4.77,62.65,13.30,1259,
2020/02/29 11:36:30,958.42,14.24,11.73,12.50,4.77,61.10,13.09,1263,
2020/02/29 11:41:30,958.63,14.04,11.82,12.75,4.77,61.01,13.38,1259,
2020/02/29 11:46:30,958.20,13.96,11.88,12.75,4.77,60.70,12.41,1265,
2020/02/29 11:51:30,959.82,14.01,11.62,12.50,4.77,56.85,14.65,1260,
2020/02/29 11:56:30,958.76,13.94,11.74,12.50,4.77,60.97,12.53,1264,
2020/02/29 12:01:30,958.69,13.83,11.56,12.50,4.77,61.07,12.20,1265,
2020/02/29 12:06:30,960.17,14.08,11.42,12.25,4.77,59.70,13.95,1263,
2020/02/29 12:11:30,958.72,14.07,11.76,12.75,4.77,58.80,13.17,1269,
2020/02/29 12:16:30,959.43,14.08,11.82,12.75,4.76,58.12,13.39,1266,
2020/02/29 12:21:30,959.30,13.92,11.92,12.75,4.76,59.30,13.65,1267,
2020/02/29 12:26:30,959.16,14.22,12.09,13.00,4.77,57.38,14.08,1267,
2020/02/29 12:31:30,959.19,14.32,12.46,13.25,4.77,57.09,14.11,1254,
2020/02/29 12:36:30,958.62,14.11,12.72,13.50,4.77,56.52,13.56,9999,
2020/02/29 12:41:30,959.08,14.06,12.69,13.50,4.77,56.37,13.93,1267,
2020/02/29 12:46:30,958.93,14.01,12.70,13.50,4.77,53.74,13.32,1272,
2020/02/29 12:51:30,959.79,14.13,12.67,13.50,4.77,56.28,14.50,1261,
2020/02/29 12:56:30,959.26,14.30,13.18,14.00,4.77,54.55,14.71,1267,
2020/02/29 13:01:30,959.19,14.24,13.58,14.50,4.78,54.68,14.24,1287,
2020/02/29 13:06:30,959.60,14.15,13.81,14.75,4.78,54.85,14.47,1272,
2020/02/29 13:11:30,959.29,13.95,13.94,14.75,4.78,55.07,14.57,1273,
2020/02/29 13:16:30,959.08,13.94,14.01,14.75,4.78,55.37,14.71,1278,
2020/02/29 13:21:30,959.14,13.71,13.80,14.75,4.77,58.13,13.82,9999,
2020/02/29 13:26:30,959.49,13.78,13.42,14.25,4.77,57.00,14.20,1276,
2020/02/29 13:31:30,959.62,14.21,13.32,14.25,4.77,55.73,14.68,1273,
2020/02/29 13:36:30,958.78,14.00,13.53,14.25,4.77,54.90,14.13,1287,
2020/02/29 13:41:30,959.54,13.99,13.05,13.75,4.77,57.91,14.13,1276,
2020/02/29 13:46:30,959.32,13.95,12.54,13.50,4.76,62.58,13.17,1280,
2020/02/29 13:51:30,959.34,14.18,12.22,13.00,4.77,61.46,13.39,1282,
2020/02/29 13:56:30,959.88,14.38,12.17,13.00,4.77,58.62,14.13,1276,
2020/02/29 14:01:30,959.66,14.53,12.51,13.50,4.77,58.73,13.72,1281,
2020/02/29 14:06:30,959.73,14.31,12.89,13.75,4.76,59.61,13.57,1292,
2020/02/29 14:11:30,959.20,13.96,12.98,13.75,4.77,61.06,13.54,1263,
2020/02/29 14:16:30,959.65,13.99,12.58,13.25,4.77,61.94,13.16,1281,
2020/02/29 14:21:30,959.18,13.89,12.14,13.00,4.77,65.31,12.62,1287,
2020/02/29 14:26:30,959.76,14.01,11.43,12.25,4.77,65.35,12.20,1283,
2020/02/29 14:31:30,960.09,14.25,11.10,12.00,4.77,63.68,12.70,1317,
2020/02/29 14:36:30,960.09,14.46,11.02,12.00,4.77,62.27,13.20,1269,
2020/02/29 14:41:30,960.16,14.52,11.12,12.00,4.77,60.21,13.45,1290,
2020/02/29 14:46:30,959.83,14.42,11.16,12.00,4.77,63.86,12.81,1268,
2020/02/29 14:51:30,960.05,14.40,11.11,12.00,4.77,63.86,12.73,1294,
2020/02/29 14:56:30,960.51,14.54,11.09,11.75,4.77,61.81,13.60,1286,
2020/02/29 15:01:30,960.03,14.53,11.33,12.25,4.77,61.83,13.39,1283,
2020/02/29 15:06:30,960.04,14.33,11.29,12.25,4.77,65.36,12.67,1288,
2020/02/29 15:11:30,960.20,14.35,11.11,12.00,4.77,63.99,13.03,1291,
2020/02/29 15:16:30,960.27,14.37,10.96,11.75,4.77,67.71,12.46,1285,
2020/02/29 15:21:30,960.07,14.34,10.84,11.75,4.77,67.05,12.48,1286,
2020/02/29 15:26:30,960.15,14.38,10.78,11.75,4.77,65.67,12.91,1289,
2020/02/29 15:31:30,960.41,14.47,10.79,11.75,4.77,65.19,12.82,1287,
2020/02/29 15:36:30,960.25,14.36,10.75,11.75,4.77,66.74,12.44,1310,
2020/02/29 15:41:30,960.30,14.33,10.50,11.50,4.77,66.80,12.35,1296,
2020/02/29 15:46:30,960.51,14.40,10.33,11.25,4.77,65.57,12.53,1309,
2020/02/29 15:51:30,960.40,14.50,10.35,11.25,4.77,66.41,12.51,1312,
2020/02/29 15:56:30,960.55,14.44,10.32,11.25,4.77,66.33,11.86,1306,
2020/02/29 16:01:30,960.68,14.63,10.44,11.25,4.77,63.05,13.07,1295,
2020/02/29 16:06:30,960.63,14.64,10.69,11.50,4.77,62.26,13.19,1296,
2020/02/29 16:11:30,960.70,14.67,10.96,11.75,4.77,61.24,13.26,1294,
2020/02/29 16:16:30,960.53,14.79,11.38,12.25,4.76,60.08,13.83,1292,
2020/02/29 16:21:30,960.20,14.65,11.83,12.75,4.77,60.69,12.99,1301,
2020/02/29 16:26:30,960.40,14.52,12.05,13.00,4.77,61.59,13.26,1298,
2020/02/29 16:31:30,960.27,14.43,12.32,13.25,4.77,62.26,13.28,1291,
2020/02/29 16:36:30,960.19,14.33,12.48,13.25,4.77,61.38,13.36,1304,
2020/02/29 16:41:30,960.02,14.41,12.65,13.50,4.77,60.23,13.63,9999,
2020/02/29 16:46:30,959.64,14.32,12.69,13.50,4.77,62.45,13.31,1375,
2020/02/29 16:51:30,959.67,14.33,12.72,13.50,4.76,61.94,13.14,1294,
2020/02/29 16:56:30,959.48,14.22,12.85,13.75,4.76,60.55,13.16,1301,
2020/02/29 17:01:30,959.52,14.27,12.92,13.75,4.77,61.28,13.60,1300,
2020/02/29 17:06:30,959.26,14.27,12.95,13.75,4.77,61.12,13.35,1307,
2020/02/29 17:11:30,959.18,14.33,13.07,14.00,4.77,62.90,13.43,1308,
2020/02/29 17:16:30,959.37,14.16,13.03,13.75,4.77,62.13,13.32,1307,
2020/02/29 17:21:30,959.58,14.39,13.08,14.00,4.77,60.96,13.96,1304,
2020/02/29 17:26:30,958.57,14.38,13.35,14.25,4.77,61.72,13.10,1277,
2020/02/29 17:31:30,959.14,14.14,13.19,14.00,4.77,60.88,13.74,1298,
2020/02/29 17:36:30,959.43,14.41,13.16,14.00,4.77,58.20,13.75,1307,
2020/02/29 17:41:30,958.76,14.39,13.34,14.00,4.77,58.06,13.45,1323,
2020/02/29 17:46:30,958.33,14.19,13.35,14.25,4.76,58.44,12.82,1323,
2020/02/29 17:51:30,959.44,13.88,12.80,13.75,4.77,60.06,13.05,1326,
2020/02/29 17:56:30,958.79,14.25,12.75,13.50,4.77,59.00,13.35,1314,
2020/02/29 18:01:30,958.87,14.19,12.78,13.50,4.77,60.35,13.30,1316,
2020/02/29 18:06:30,958.64,14.40,12.91,13.75,4.77,60.84,12.94,1310,
2020/02/29 18:11:30,958.69,14.52,13.08,14.00,4.76,55.42,13.81,1311,
2020/02/29 18:16:30,958.45,14.43,13.26,14.00,4.77,58.69,12.56,1322,
2020/02/29 18:21:30,958.15,14.36,13.31,14.25,4.77,58.17,13.19,1319,
2020/02/29 18:26:30,958.24,14.33,13.35,14.25,4.77,58.48,13.64,1322,
2020/02/29 18:31:30,958.50,14.41,13.48,14.25,4.77,57.42,14.10,1316,
2020/02/29 18:36:30,958.07,14.29,13.61,14.50,4.77,58.06,13.60,1310,
2020/02/29 18:41:30,957.86,14.35,13.63,14.50,4.77,58.33,13.47,1311,
2020/02/29 18:46:30,957.99,14.39,13.59,14.50,4.77,57.42,13.97,1313,
2020/02/29 18:51:30,958.11,14.39,13.63,14.25,4.77,56.23,14.06,1319,
2020/02/29 18:56:30,958.33,14.51,13.84,14.75,4.77,53.99,14.18,1313,
2020/02/29 19:01:30,957.86,14.61,14.19,15.00,4.77,56.41,14.58,1317,
2020/02/29 19:06:30,957.91,14.33,14.31,15.00,4.77,56.09,13.93,1315,
2020/02/29 19:11:30,957.86,14.33,14.21,15.00,4.76,57.38,14.32,1313,
2020/02/29 19:16:30,958.82,14.29,14.06,15.00,4.77,57.69,13.58,1318,
2020/02/29 19:21:30,957.66,14.35,14.04,14.75,4.77,57.04,14.10,1330,
2020/02/29 19:26:30,958.37,14.41,14.11,15.00,4.76,56.19,14.79,1313,
2020/02/29 19:31:30,958.11,14.58,14.43,15.25,4.77,56.05,14.63,1317,
2020/02/29 19:36:30,956.87,14.39,14.61,15.25,4.76,56.32,14.40,1411,
2020/02/29 19:41:30,957.29,14.43,14.73,15.50,4.78,56.28,14.68,1320,
2020/02/29 19:46:30,957.88,14.43,14.83,15.75,4.78,52.33,15.50,1325,
2020/02/29 19:51:30,957.72,14.36,15.09,15.75,4.77,54.88,15.01,1309,
2020/02/29 19:56:30,957.81,14.28,15.16,16.00,4.77,54.91,14.63,1318,
2020/02/29 20:01:30,957.43,14.47,15.18,16.00,4.76,50.83,15.57,1350,
2020/02/29 20:06:30,956.67,14.22,15.39,16.25,4.77,53.66,14.78,1325,
2020/02/29 20:11:30,957.38,14.17,15.14,16.00,4.77,53.38,14.91,1305,
2020/02/29 20:16:30,956.59,14.09,15.10,16.00,4.77,56.05,13.79,1334,
2020/02/29 20:21:30,957.11,14.14,14.91,15.75,4.78,53.05,14.87,1336,
2020/02/29 20:26:30,957.40,14.14,14.90,15.50,4.77,53.35,14.94,1330,
2020/02/29 20:31:30,957.11,14.21,15.02,15.75,4.77,54.06,14.74,1326,
2020/02/29 20:36:30,957.24,14.03,15.03,15.75,4.78,55.06,14.52,1325,
2020/02/29 20:41:30,957.33,14.08,15.14,16.00,4.77,52.88,14.90,1333,
2020/02/29 20:46:30,956.99,14.01,15.22,16.00,4.77,53.33,14.71,1330,
2020/02/29 20:51:30,956.98,14.02,15.22,16.00,4.77,52.73,14.89,1340,
2020/02/29 20:56:30,956.96,14.05,15.13,16.00,4.76,53.84,14.75,1329,
2020/02/29 21:01:30,957.07,14.09,15.06,16.00,4.78,51.21,14.87,1368,
2020/02/29 21:06:30,956.86,13.93,15.02,15.75,4.77,53.73,14.52,1337,
2020/02/29 21:11:30,957.17,13.94,14.90,15.75,4.76,52.72,14.40,1336,
2020/02/29 21:16:30,956.41,13.82,14.68,15.50,4.77,54.08,14.06,1352,
2020/02/29 21:21:30,957.25,13.80,14.28,15.00,4.76,54.19,14.04,1351,
2020/02/29 21:26:30,957.23,14.04,14.16,15.00,4.77,53.35,14.56,1360,
2020/02/29 21:31:30,957.10,14.17,14.39,15.25,4.77,51.95,14.87,1339,
2020/02/29 21:36:30,956.83,14.05,14.55,15.25,4.76,51.81,14.58,1342,
2020/02/29 21:41:30,956.35,13.97,14.56,15.25,4.77,52.90,14.31,1349,
2020/02/29 21:46:30,956.50,13.93,14.63,15.50,4.77,53.62,14.04,9999,
2020/02/29 21:51:30,957.13,14.04,14.57,15.50,4.77,49.23,14.71,1449,
2020/02/29 21:56:30,956.62,13.94,14.70,15.50,4.76,52.41,14.15,1357,
2020/02/29 22:01:30,957.44,13.91,14.52,15.25,4.77,50.60,14.54,1347,
2020/02/29 22:06:30,957.02,13.93,14.43,15.25,4.77,53.38,14.29,1354,
2020/02/29 22:11:30,956.79,13.79,14.34,15.25,4.77,54.15,13.99,1343,
2020/02/29 22:16:30,956.10,13.57,13.88,14.75,4.77,55.20,13.35,1398,
2020/02/29 22:21:30,956.69,13.85,13.32,14.25,4.77,54.48,13.35,1345,
2020/02/29 22:26:30,957.09,13.88,12.83,13.75,4.77,55.57,13.10,1337,
2020/02/29 22:31:30,956.65,14.06,12.53,13.50,4.77,56.30,13.17,1365,
2020/02/29 22:36:30,956.93,14.06,12.37,13.25,4.77,56.34,12.92,1326,
2020/02/29 22:41:30,956.82,14.08,12.14,13.00,4.77,56.01,12.91,1357,
2020/02/29 22:46:30,957.10,14.28,12.13,13.00,4.76,54.28,13.45,1373,
2020/02/29 22:51:30,956.95,14.26,12.18,13.00,4.77,54.76,13.23,1444,
2020/02/29 22:56:30,957.07,14.23,12.12,13.00,4.77,54.23,13.27,1422,
2020/02/29 23:01:30,956.64,14.13,12.03,13.00,4.77,56.08,12.32,1351,
2020/02/29 23:06:30,957.20,14.29,11.79,12.75,4.77,52.59,13.52,1363,
2020/02/29 23:11:30,956.85,14.34,11.89,12.75,4.77,54.37,13.10,1331,
2020/02/29 23:16:30,957.24,14.37,11.90,12.75,4.77,53.80,13.39,1343,
2020/02/29 23:21:30,956.92,14.39,11.95,12.75,4.77,52.59,13.26,1354,
2020/02/29 23:26:30,956.82,14.31,11.83,12.75,4.77,54.61,13.02,1353,
2020/02/29 23:31:30,956.69,14.29,11.70,12.50,4.77,56.16,12.88,1353,
2020/02/29 23:36:30,956.68,14.35,11.64,12.50,4.77,55.44,13.09,1338,
2020/02/29 23:41:30,956.40,14.26,11.55,12.50,4.77,58.21,12.28,1353,
2020/02/29 23:46:30,956.58,14.28,11.37,12.25,4.77,57.09,12.64,1351,
2020/02/29 23:51:30,956.50,14.27,11.26,12.00,4.77,57.81,12.60,1369,
2020/02/29 23:56:30,956.68,14.33,11.23,12.00,4.77,57.35,12.63,1354,
2020/03/01 00:01:30,956.55,14.45,11.25,12.00,4.77,56.63,13.02,1343,
2020/03/01 00:06:30,956.33,14.48,11.38,12.25,4.76,55.70,13.12,1353,
2020/03/01 00:11:30,956.03,14.45,11.44,12.25,4.77,57.07,12.57,1353,
2020/03/01 00:16:30,955.76,14.25,11.30,12.25,4.77,58.12,11.65,1358,
2020/03/01 00:21:30,956.39,14.39,11.10,12.00,4.77,56.70,13.07,1355,
2020/03/01 00:26:30,956.08,14.54,11.27,12.00,4.77,55.90,13.06,1356,
2020/03/01 00:31:30,956.07,14.39,11.31,12.25,4.77,57.51,12.63,1358,
2020/03/01 00:36:30,955.84,14.33,11.26,12.25,4.77,58.25,12.41,1361,
2020/03/01 00:41:30,956.13,14.40,11.25,12.00,4.77,57.42,12.89,1358,
2020/03/01 00:46:30,956.14,14.43,11.30,12.25,4.77,57.38,12.69,1353,
2020/03/01 00:51:30,956.14,14.50,11.37,12.25,4.76,57.46,13.01,1368,
2020/03/01 00:56:30,956.05,14.62,11.45,12.25,4.77,55.86,13.35,1361,
2020/03/01 01:01:30,955.49,14.58,11.63,12.50,4.77,57.14,12.53,1357,
2020/03/01 01:06:30,955.61,14.53,11.70,12.50,4.77,58.63,12.74,1363,
2020/03/01 01:11:30,955.85,14.51,11.73,12.50,4.77,58.40,12.88,1353,
2020/03/01 01:16:30,955.61,14.36,11.69,12.50,4.77,59.75,12.52,1369,
2020/03/01 01:21:30,955.84,14.60,11.65,12.50,4.77,58.17,13.03,1352,
2020/03/01 01:26:30,955.82,14.59,11.62,12.50,4.77,58.36,13.28,1376,
2020/03/01 01:31:30,955.26,14.66,11.78,12.50,4.77,58.58,12.99,1371,
2020/03/01 01:36:30,955.45,14.52,11.79,12.75,4.77,58.75,12.96,1356,
2020/03/01 01:41:30,955.56,14.49,11.69,12.50,4.77,59.17,12.73,1377,
2020/03/01 01:46:30,955.55,14.61,11.65,12.50,4.77,58.64,13.17,1374,
2020/03/01 01:51:30,955.51,14.53,11.67,12.50,4.77,59.33,13.10,1343,
2020/03/01 01:56:30,955.35,14.57,11.67,12.50,4.77,59.57,12.80,1361,
2020/03/01 02:01:30,955.62,14.65,11.66,12.50,4.77,59.28,13.28,1370,
2020/03/01 02:06:30,955.04,14.63,11.77,12.50,4.77,60.05,12.76,1366,
2020/03/01 02:11:30,955.19,14.42,11.62,12.50,4.77,60.85,12.63,1368,
2020/03/01 02:16:30,955.25,14.51,11.52,12.50,4.77,60.13,12.74,1373,
2020/03/01 02:21:30,954.73,14.55,11.56,12.25,4.77,60.91,12.44,1367,
2020/03/01 02:26:30,954.93,14.54,11.51,12.50,4.77,60.39,12.84,1384,
2020/03/01 02:31:30,954.62,14.58,11.54,12.25,4.77,60.19,12.57,1379,
2020/03/01 02:36:30,954.99,14.58,11.56,12.50,4.77,61.44,12.71,1370,
2020/03/01 02:41:30,954.61,14.46,11.47,12.25,4.77,62.85,12.48,1360,
2020/03/01 02:46:30,954.76,14.56,11.43,12.25,4.77,62.64,12.46,1357,
