Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Anemometer revolutions [number],
2020/02/20 12:45:00,998.14,26.33,25.66,26.75,2.76,246,
2020/02/20 12:45:05,998.12,24.96,25.67,26.75,2.76,255,
2020/02/20 12:45:10,998.18,24.73,25.68,26.75,2.76,251,
2020/02/20 12:45:15,998.14,24.65,25.68,26.75,2.76,254,
2020/02/20 12:45:20,998.16,24.29,25.69,26.75,2.76,253,
2020/02/20 12:45:25,998.14,23.73,25.68,26.75,2.76,247,
2020/02/20 12:45:30,998.17,23.60,25.69,26.75,2.76,252,
2020/02/20 12:45:35,998.11,23.67,25.69,26.75,2.76,250,
2020/02/20 12:45:40,998.18,23.48,25.69,26.75,2.76,233,
2020/02/20 12:45:45,998.14,23.46,25.69,26.75,2.77,209,
2020/02/20 12:45:50,998.17,23.49,25.69,26.75,2.77,216,
2020/02/20 12:45:55,998.16,23.43,25.68,26.75,2.76,216,
2020/02/20 12:46:00,998.12,23.59,25.69,26.75,2.77,216,
2020/02/20 12:46:05,998.12,23.70,25.69,26.75,2.76,244,
2020/02/20 12:46:10,998.15,23.81,25.70,26.75,2.77,256,
2020/02/20 12:46:15,998.14,26.11,25.70,26.75,2.77,253,
2020/02/20 12:46:20,998.15,27.94,25.70,26.75,2.76,253,
2020/02/20 12:46:25,998.15,27.94,25.69,26.75,2.77,253,
2020/02/20 12:46:30,998.15,26.10,25.69,26.75,2.76,253,
2020/02/20 12:46:35,998.14,25.74,25.70,26.75,2.76,256,
2020/02/20 12:46:40,998.13,25.09,25.71,26.75,2.77,264,
2020/02/20 12:46:45,998.17,24.57,25.71,26.75,2.77,253,
2020/02/20 12:46:50,998.17,24.16,25.70,26.75,2.77,255,
2020/02/20 12:46:55,998.19,24.09,25.71,26.75,2.77,253,
2020/02/20 12:47:00,998.15,24.04,25.70,26.75,2.76,259,
2020/02/20 12:47:05,998.18,24.62,25.70,26.75,2.76,259,
2020/02/20 12:47:10,998.15,26.88,25.71,26.75,2.76,258,
2020/02/20 12:47:15,998.16,25.54,25.71,26.75,2.76,250,
2020/02/20 12:47:20,998.17,25.15,25.72,26.75,2.77,254,
2020/02/20 12:47:25,998.15,24.59,25.73,26.75,2.76,264,
2020/02/20 12:47:30,998.18,24.36,25.73,26.75,2.76,260,
2020/02/20 12:47:35,998.13,24.26,25.74,26.75,2.76,269,
2020/02/20 12:47:40,998.16,23.92,25.74,26.75,2.76,254,
2020/02/20 12:47:45,998.10,25.31,25.75,26.75,2.77,249,
2020/02/20 12:47:50,998.15,24.48,25.75,26.75,2.77,257,
2020/02/20 12:47:55,998.18,24.44,25.74,26.75,2.77,255,
2020/02/20 12:48:00,998.12,24.19,25.74,26.75,2.77,253,
2020/02/20 12:48:05,998.16,24.14,25.74,26.75,2.76,250,
2020/02/20 12:48:10,998.17,28.96,25.76,26.75,2.77,252,
2020/02/20 12:48:15,998.21,27.28,25.76,26.75,2.76,259,
2020/02/20 12:48:20,998.21,24.88,25.75,26.75,2.77,254,
2020/02/20 12:48:25,998.17,24.49,25.76,26.75,2.76,253,
2020/02/20 12:48:30,998.12,23.75,25.75,26.75,2.76,257,
2020/02/20 12:48:35,998.22,25.73,25.76,26.75,2.77,252,
2020/02/20 12:48:40,998.18,25.26,25.76,26.75,2.76,251,
2020/02/20 12:48:45,998.16,24.61,25.76,26.75,2.76,250,
2020/02/20 12:48:50,998.19,24.17,25.75,26.75,2.76,250,
2020/02/20 12:48:55,998.18,27.14,25.76,26.75,2.76,250,
2020/02/20 12:49:00,998.14,25.31,25.76,26.75,2.76,250,
2020/02/20 12:49:05,998.17,25.10,25.76,26.75,2.76,250,
2020/02/20 12:49:10,998.19,27.18,25.76,26.75,2.76,250,
2020/02/20 12:49:15,998.15,27.45,25.76,26.75,2.76,250,
2020/02/20 12:49:20,998.18,26.28,25.77,26.75,2.76,250,
2020/02/20 12:49:25,998.15,24.84,25.77,26.75,2.76,258,
2020/02/20 12:49:30,998.16,24.45,25.77,27.00,2.77,257,
2020/02/20 12:49:35,998.17,24.01,25.78,26.75,2.76,223,
2020/02/20 12:49:40,998.19,33.33,25.79,27.00,2.76,269,
2020/02/20 12:49:45,998.19,29.33,25.79,26.75,2.76,276,
2020/02/20 12:49:50,998.15,26.42,25.78,26.75,2.77,228,
2020/02/20 12:49:55,998.17,26.45,25.78,26.75,2.77,253,
2020/02/20 12:50:00,998.16,25.03,25.79,26.75,2.77,260,
2020/02/20 12:50:05,998.18,24.81,25.79,26.75,2.76,260,
2020/02/20 12:50:10,998.22,26.01,25.80,26.75,2.76,252,
2020/02/20 12:50:15,998.19,29.16,25.80,26.75,2.77,258,
2020/02/20 12:50:20,998.17,26.64,25.80,26.75,2.76,279,
2020/02/20 12:50:25,998.17,26.62,25.80,27.00,2.76,268,
2020/02/20 12:50:30,998.15,25.75,25.81,26.75,2.76,262,
2020/02/20 12:50:35,998.13,24.80,25.80,26.75,2.76,279,
2020/02/20 12:50:40,998.15,24.93,25.80,26.75,2.76,279,
2020/02/20 12:50:45,998.16,24.74,25.81,26.75,2.76,282,
2020/02/20 12:50:50,998.14,25.10,25.80,26.75,2.77,282,
2020/02/20 12:50:55,998.13,25.15,25.81,26.75,2.76,295,
2020/02/20 12:51:00,998.10,25.18,25.82,26.75,2.77,315,
2020/02/20 12:51:05,998.17,24.97,25.81,26.75,2.77,315,
2020/02/20 12:51:10,998.15,24.66,25.81,26.75,2.77,322,
2020/02/20 12:51:15,998.14,24.50,25.81,26.75,2.76,275,
2020/02/20 12:51:20,998.18,24.52,25.81,26.75,2.76,275,
2020/02/20 12:51:25,998.13,24.72,25.82,27.00,2.77,267,
2020/02/20 12:51:30,998.14,24.79,25.83,26.75,2.77,289,
2020/02/20 12:51:35,998.16,25.58,25.81,27.00,2.76,257,
2020/02/20 12:51:40,998.12,25.36,25.82,27.00,2.76,251,
2020/02/20 12:51:45,998.14,25.19,25.82,26.75,2.77,252,
2020/02/20 12:51:50,998.18,24.45,25.82,26.75,2.76,250,
2020/02/20 12:51:55,998.15,24.33,25.83,26.75,2.76,250,
2020/02/20 12:52:00,998.13,24.48,25.83,26.75,2.76,251,
2020/02/20 12:52:05,998.17,24.22,25.83,27.00,2.76,250,
2020/02/20 12:52:10,998.11,24.23,25.83,26.75,2.76,182,
2020/02/20 12:52:15,998.16,24.11,25.83,27.00,2.76,134,
2020/02/20 12:52:20,998.19,24.40,25.84,27.00,2.77,235,
2020/02/20 12:52:25,998.16,24.48,25.85,27.00,2.77,269,
2020/02/20 12:52:30,998.18,24.68,25.85,27.00,2.76,287,
2020/02/20 12:52:35,998.16,24.81,25.84,26.75,2.76,245,
2020/02/20 12:52:40,998.16,24.81,25.83,26.75,2.76,236,
2020/02/20 12:52:45,998.18,24.80,25.84,27.00,2.76,257,
2020/02/20 12:52:50,998.20,24.77,25.83,27.00,2.76,231,
2020/02/20 12:52:55,998.14,24.83,25.84,26.75,2.76,271,
2020/02/20 12:53:00,998.15,24.52,25.84,26.75,2.77,230,
2020/02/20 12:53:05,998.18,24.13,25.84,27.00,2.77,279,
2020/02/20 12:53:10,998.19,24.28,25.84,26.75,2.76,267,
2020/02/20 12:53:15,998.16,24.48,25.86,27.00,2.76,245,
2020/02/20 12:53:20,998.14,24.39,25.85,26.75,2.77,217,
2020/02/20 12:53:25,998.22,24.07,25.85,26.75,2.76,260,
2020/02/20 12:53:30,998.17,24.01,25.84,26.75,2.76,247,
2020/02/20 12:53:35,998.22,23.99,25.86,26.75,2.76,224,
2020/02/20 12:53:40,998.19,23.88,25.85,26.75,2.76,243,
2020/02/20 12:53:45,998.19,23.69,25.84,26.75,2.77,233,
2020/02/20 12:53:50,998.19,24.62,25.85,26.75,2.77,216,
2020/02/20 12:53:55,998.17,24.26,25.85,27.00,2.77,133,
2020/02/20 12:54:00,998.19,23.81,25.85,26.75,2.77,0,
2020/02/20 12:54:05,998.19,23.88,25.85,27.00,2.76,0,
2020/02/20 12:54:10,998.13,23.90,25.85,26.75,2.76,0,
2020/02/20 12:54:15,998.20,23.90,25.85,27.00,2.76,1,
2020/02/20 12:54:20,998.22,23.88,25.85,27.00,2.77,210,
2020/02/20 12:54:25,998.26,23.68,25.85,27.00,2.76,242,
2020/02/20 12:54:30,998.22,23.54,25.85,27.00,2.77,227,
2020/02/20 12:54:35,998.19,23.52,25.85,26.75,2.76,216,
2020/02/20 12:54:40,998.23,23.66,25.84,26.75,2.77,186,
2020/02/20 12:54:45,998.20,23.77,25.84,27.00,2.76,0,
2020/02/20 12:54:50,998.19,23.52,25.84,26.75,2.76,0,
2020/02/20 12:54:55,998.21,23.41,25.83,27.00,2.76,0,
2020/02/20 12:55:00,998.20,23.32,25.83,26.75,2.77,6,
2020/02/20 12:55:05,998.25,23.19,25.83,26.75,2.76,0,
2020/02/20 12:55:10,998.18,23.13,25.83,27.00,2.76,0,
2020/02/20 12:55:15,998.19,23.37,25.82,27.00,2.77,0,
2020/02/20 12:55:20,998.24,23.40,25.82,26.75,2.77,0,
2020/02/20 12:55:25,998.22,23.47,25.82,26.75,2.76,1,
2020/02/20 12:55:30,998.22,23.55,25.82,26.75,2.77,0,
2020/02/20 12:55:35,998.24,23.46,25.82,26.75,2.77,0,
2020/02/20 12:55:40,998.23,23.65,25.82,26.75,2.77,0,
2020/02/20 12:55:45,998.25,23.73,25.81,27.00,2.77,0,
2020/02/20 12:55:50,998.23,23.45,25.80,26.75,2.77,1,
2020/02/20 12:55:55,998.19,23.39,25.80,27.00,2.76,0,
2020/02/20 12:56:00,998.19,23.27,25.81,26.75,2.76,124,
2020/02/20 12:56:05,998.22,23.53,25.82,26.75,2.77,218,
2020/02/20 12:56:10,998.23,23.64,25.82,26.75,2.76,216,
2020/02/20 12:56:15,998.19,23.55,25.82,27.00,2.77,142,
2020/02/20 12:56:20,998.22,23.48,25.81,26.75,2.76,1,
2020/02/20 12:56:25,998.20,23.25,25.81,26.75,2.76,0,
2020/02/20 12:56:30,998.20,23.38,25.81,26.75,2.76,131,
2020/02/20 12:56:35,998.19,23.80,25.80,26.75,2.76,284,
2020/02/20 12:56:40,998.26,23.88,25.81,26.75,2.76,268,
2020/02/20 12:56:45,998.24,23.95,25.81,26.75,2.76,282,
2020/02/20 12:56:50,998.20,23.87,25.81,27.00,2.77,281,
2020/02/20 12:56:55,998.23,23.85,25.81,26.75,2.77,252,
2020/02/20 12:57:00,998.21,23.86,25.81,26.75,2.77,105,
2020/02/20 12:57:05,998.25,23.78,25.81,26.75,2.77,0,
2020/02/20 12:57:10,998.27,23.68,25.81,27.00,2.76,12,
2020/02/20 12:57:15,998.19,23.33,25.80,26.75,2.76,200,
2020/02/20 12:57:20,998.27,23.69,25.81,26.75,2.76,0,
2020/02/20 12:57:25,998.17,23.85,25.80,26.75,2.77,40,
2020/02/20 12:57:30,998.20,23.54,25.79,26.75,2.77,0,
2020/02/20 12:57:35,998.20,23.64,25.79,26.75,2.76,0,
2020/02/20 12:57:40,998.22,23.59,25.77,26.75,2.77,0,
2020/02/20 12:57:45,998.17,23.75,25.77,26.75,2.76,0,
2020/02/20 12:57:50,998.20,23.58,25.77,26.75,2.76,0,
2020/02/20 12:57:55,998.18,24.01,25.76,26.75,2.77,196,
2020/02/20 12:58:00,998.18,23.28,25.76,26.75,2.77,176,
2020/02/20 12:58:05,998.17,22.79,25.75,26.75,2.76,2,
2020/02/20 12:58:10,998.19,22.69,25.75,26.75,2.77,4,
2020/02/20 12:58:15,998.17,22.84,25.76,26.75,2.77,0,
2020/02/20 12:58:20,998.20,22.95,25.74,26.75,2.77,19,
2020/02/20 12:58:25,998.17,22.83,25.73,26.75,2.77,0,
2020/02/20 12:58:30,998.16,22.76,25.74,26.75,2.76,0,
2020/02/20 12:58:35,998.16,22.81,25.73,26.75,2.76,117,
2020/02/20 12:58:40,998.19,22.91,25.72,26.75,2.77,59,
2020/02/20 12:58:45,998.19,22.93,25.72,26.50,2.77,216,
2020/02/20 12:58:50,998.13,22.95,25.72,26.75,2.76,216,
2020/02/20 12:58:55,998.10,22.89,25.72,26.75,2.76,151,
2020/02/20 12:59:00,998.21,22.93,25.72,26.75,2.76,216,
2020/02/20 12:59:05,998.11,23.01,25.72,26.75,2.76,110,
2020/02/20 12:59:10,998.17,23.11,25.72,26.75,2.77,0,
2020/02/20 12:59:15,998.20,23.23,25.71,26.75,2.76,0,
2020/02/20 12:59:20,998.14,23.28,25.71,26.75,2.77,15,
2020/02/20 12:59:25,998.18,23.32,25.70,26.75,2.76,0,
2020/02/20 12:59:30,998.16,23.29,25.69,26.75,2.76,32,
2020/02/20 12:59:35,998.17,23.37,25.68,26.75,2.77,216,
2020/02/20 12:59:40,998.15,23.39,25.68,26.75,2.76,11,
2020/02/20 12:59:45,998.16,23.35,25.69,26.75,2.77,0,
2020/02/20 12:59:50,998.19,23.29,25.69,26.75,2.77,0,
2020/02/20 12:59:55,998.15,23.13,25.69,26.75,2.76,0,
2020/02/20 13:00:00,998.22,23.06,25.68,26.75,2.77,0,
2020/02/20 13:00:05,998.22,22.92,25.67,26.75,2.77,0,
2020/02/20 13:00:10,998.17,23.16,25.67,26.75,2.77,0,
2020/02/20 13:00:15,998.19,23.32,25.66,26.75,2.76,0,
2020/02/20 13:00:20,998.20,23.44,25.65,26.50,2.77,0,
2020/02/20 13:00:25,998.15,23.27,25.64,26.50,2.76,0,
2020/02/20 13:00:30,998.14,23.11,25.65,26.75,2.77,0,
2020/02/20 13:00:35,998.19,22.87,25.65,26.75,2.76,0,
2020/02/20 13:00:40,998.17,22.66,25.65,26.75,2.76,0,
2020/02/20 13:00:45,998.16,22.56,25.64,26.50,2.76,9,
2020/02/20 13:00:50,998.18,22.67,25.65,26.75,2.76,1,
2020/02/20 13:00:55,998.20,22.88,25.64,26.75,2.76,0,
2020/02/20 13:01:00,998.23,23.18,25.64,26.50,2.76,0,
2020/02/20 13:01:05,998.15,22.72,25.63,26.50,2.76,0,
2020/02/20 13:01:10,998.18,22.60,25.63,26.50,2.76,0,
2020/02/20 13:01:15,998.16,22.70,25.64,26.75,2.76,0,
2020/02/20 13:01:20,998.22,23.18,25.63,26.75,2.76,0,
2020/02/20 13:01:25,998.21,22.75,25.63,26.75,2.76,0,
2020/02/20 13:01:30,998.14,22.77,25.63,26.75,2.76,4,
2020/02/20 13:01:35,998.25,23.12,25.63,26.50,2.76,1,
2020/02/20 13:01:40,998.23,23.16,25.63,26.75,2.77,1,
2020/02/20 13:01:45,998.21,22.83,25.63,26.75,2.77,1,
2020/02/20 13:01:50,998.18,22.58,25.63,26.50,2.76,0,
2020/02/20 13:01:55,998.25,22.50,25.62,26.75,2.76,0,
2020/02/20 13:02:00,998.16,22.67,25.63,26.75,2.76,0,
2020/02/20 13:02:05,998.19,23.04,25.62,26.50,2.76,0,
2020/02/20 13:02:10,998.21,23.07,25.63,26.75,2.76,1,
