Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%], Temp Atmos [C],Distace [mm], 
2020/02/26 11:24:21,954.18,16.30,9.35,10.00,4.77,64.73,13.84,801,
2020/02/26 11:29:21,954.19,16.24,9.47,10.00,4.77,63.92,13.24,830,
2020/02/26 11:34:21,954.20,16.28,9.53,10.25,4.77,67.18,13.00,813,
2020/02/26 11:39:21,954.22,16.34,9.61,10.25,4.77,67.61,12.80,838,
2020/02/26 11:44:21,954.03,16.20,9.45,10.25,4.77,69.86,12.67,834,
2020/02/26 11:49:21,953.89,16.26,9.44,10.25,4.77,66.75,12.91,813,
2020/02/26 11:54:21,954.21,16.30,9.52,10.25,4.77,68.07,12.62,808,
2020/02/26 11:59:21,954.13,16.24,9.51,10.00,4.77,66.77,13.10,828,
2020/02/26 12:04:21,954.46,16.18,9.47,10.00,4.77,64.55,13.70,832,
2020/02/26 12:09:21,953.74,16.33,9.52,10.25,4.77,67.46,13.04,821,
2020/02/26 12:14:21,954.18,16.17,9.53,10.25,4.77,63.15,13.75,828,
2020/02/26 12:19:21,954.04,16.25,9.80,10.50,4.77,62.13,14.14,787,
2020/02/26 12:24:21,953.84,16.33,9.92,10.50,4.77,63.66,13.31,806,
2020/02/26 12:29:21,953.45,16.19,9.91,10.50,4.77,60.97,13.36,811,
2020/02/26 12:34:21,953.75,16.41,9.89,10.50,4.77,59.96,14.33,820,
2020/02/26 12:39:21,953.46,16.16,10.24,10.75,4.77,61.60,14.50,837,
2020/02/26 12:44:21,953.58,15.76,10.34,11.00,4.77,60.71,14.40,829,
2020/02/26 12:49:21,953.63,15.74,10.28,11.00,4.77,62.01,13.51,801,
2020/02/26 12:54:21,954.02,16.04,10.13,10.75,4.77,56.53,16.48,873,
2020/02/26 12:59:21,953.10,15.91,10.43,11.00,4.77,64.47,13.66,838,
2020/02/26 13:04:21,953.28,15.52,10.17,11.00,4.77,64.94,13.77,837,
2020/02/26 13:09:21,953.33,15.58,10.01,10.75,4.77,61.04,13.55,799,
2020/02/26 13:14:21,952.99,15.78,9.96,10.75,4.77,59.55,14.25,826,
2020/02/26 13:19:21,953.45,15.62,9.85,10.50,4.77,60.30,14.28,815,
2020/02/26 13:24:21,953.57,16.05,9.91,10.50,4.77,61.33,14.99,815,
2020/02/26 13:29:21,953.81,16.39,10.13,10.75,4.77,56.55,16.04,867,
2020/02/26 13:34:21,953.61,16.12,10.39,11.00,4.77,57.10,15.49,844,
2020/02/26 13:39:21,953.21,16.29,10.51,11.25,4.77,57.26,15.11,866,
2020/02/26 13:44:21,953.40,15.90,10.43,11.00,4.77,60.42,14.36,866,
2020/02/26 13:49:21,953.19,15.81,10.22,11.00,4.77,59.45,14.11,842,
2020/02/26 13:54:21,953.57,15.93,10.21,11.00,4.77,58.20,14.97,-500,
2020/02/26 13:59:21,952.91,15.92,10.21,10.75,4.77,60.90,14.04,842,
2020/02/26 14:04:21,953.46,16.27,10.09,10.75,4.77,58.81,14.55,826,
2020/02/26 14:09:21,952.65,16.45,10.20,11.00,4.77,62.36,12.95,822,
2020/02/26 14:14:21,953.19,16.34,9.99,10.75,4.77,62.68,13.62,836,
2020/02/26 14:19:21,952.64,16.53,9.98,10.50,4.77,60.64,13.47,827,
2020/02/26 14:24:21,952.50,16.56,9.97,10.75,4.77,61.15,13.40,823,
2020/02/26 14:29:21,952.67,16.50,9.93,10.75,4.77,63.79,12.93,816,
2020/02/26 14:34:21,952.34,16.39,9.91,10.50,4.77,66.47,12.69,849,
2020/02/26 14:39:21,952.39,16.38,9.79,10.50,4.77,69.36,11.66,-500,
2020/02/26 14:44:21,952.64,16.43,9.69,10.25,4.77,66.50,12.55,832,
2020/02/26 14:49:21,952.76,16.28,9.71,10.50,4.77,65.53,12.47,838,
2020/02/26 14:54:21,952.69,16.16,9.63,10.25,4.77,64.41,12.39,830,
2020/02/26 14:59:21,952.95,16.28,9.64,10.25,4.77,69.87,11.44,832,
2020/02/26 15:04:21,952.91,16.08,9.64,10.25,4.77,71.29,10.95,830,
2020/02/26 15:09:21,952.67,16.26,9.51,10.25,4.77,72.19,10.13,870,
2020/02/26 15:14:21,953.20,16.10,9.40,10.00,4.77,76.90,9.95,842,
2020/02/26 15:19:21,953.02,16.28,9.28,10.00,4.77,79.65,10.17,831,
2020/02/26 15:24:21,953.48,16.29,9.13,9.75,4.77,78.11,10.06,827,
2020/02/26 15:29:21,953.22,16.14,9.02,9.75,4.77,74.50,10.46,-5000,
2020/02/26 15:34:21,953.29,16.29,8.90,9.75,4.77,78.02,9.29,853,
2020/02/26 15:39:21,953.30,16.36,8.85,9.50,4.77,79.30,10.03,845,
2020/02/26 15:44:21,953.20,16.24,8.93,9.50,4.77,78.22,10.06,837,
2020/02/26 15:49:21,953.51,16.25,9.05,9.75,4.77,75.05,10.55,845,
2020/02/26 15:54:21,953.36,16.33,9.22,10.00,4.77,71.60,10.83,815,
2020/02/26 15:59:21,952.72,16.23,9.17,9.75,4.77,74.34,10.09,841,
2020/02/26 16:04:21,953.27,16.12,8.94,9.75,4.77,76.57,9.84,837,
2020/02/26 16:09:21,953.34,16.26,8.68,9.50,4.77,74.29,9.70,845,
2020/02/26 16:14:21,953.38,16.19,8.56,9.25,4.77,75.18,10.24,839,
2020/02/26 16:19:21,952.95,16.47,8.76,9.50,4.77,72.28,10.74,866,
2020/02/26 16:24:21,952.69,16.83,9.18,10.00,4.77,66.77,11.35,828,
2020/02/26 16:29:21,952.19,17.02,9.85,10.50,4.77,64.40,11.69,838,
2020/02/26 16:34:21,952.41,16.17,9.92,10.50,4.77,64.58,11.66,831,
2020/02/26 16:39:21,952.88,16.50,9.85,10.50,4.77,61.15,12.30,840,
2020/02/26 16:44:21,952.41,16.49,10.09,10.75,4.77,60.00,12.21,826,
2020/02/26 16:49:21,952.25,16.58,10.28,11.00,4.77,60.00,12.63,815,
2020/02/26 16:54:21,952.40,16.63,10.41,11.00,4.77,56.64,13.37,843,
2020/02/26 16:59:21,951.94,16.48,10.68,11.25,4.77,57.32,12.87,878,
2020/02/26 17:04:21,952.52,16.44,10.73,11.25,4.77,54.77,14.10,865,
2020/02/26 17:09:21,952.06,16.48,11.00,11.50,4.77,55.88,12.99,831,
2020/02/26 17:14:21,951.93,16.57,11.38,12.00,4.77,55.48,13.04,854,
2020/02/26 17:19:21,952.44,16.89,11.82,12.50,4.77,54.72,13.69,860,
2020/02/26 17:24:21,952.18,16.89,12.32,13.00,4.77,54.99,13.70,836,
2020/02/26 17:29:21,952.26,16.62,12.67,13.25,4.77,53.79,13.49,855,
2020/02/26 17:34:21,952.18,16.21,12.87,13.50,4.77,55.87,13.93,861,
2020/02/26 17:39:21,951.75,15.90,12.88,13.50,4.77,57.09,13.06,866,
2020/02/26 17:44:21,951.88,16.04,13.01,13.75,4.77,52.94,13.75,881,
2020/02/26 17:49:21,951.95,15.72,13.16,13.75,4.77,55.58,12.85,878,
2020/02/26 17:54:21,952.08,15.49,13.07,13.50,4.77,55.33,12.95,828,
2020/02/26 17:59:21,951.93,15.50,13.16,13.75,4.77,55.19,13.32,849,
2020/02/26 18:04:21,952.10,15.33,13.14,13.75,4.77,55.38,13.25,865,
2020/02/26 18:09:21,952.21,15.30,13.04,13.75,4.77,56.03,12.93,860,
2020/02/26 18:14:21,952.11,15.29,12.97,13.50,4.77,55.05,13.14,888,
2020/02/26 18:19:21,951.70,15.39,13.19,13.75,4.77,54.56,13.22,851,
2020/02/26 18:24:21,951.68,15.24,13.43,14.00,4.77,54.78,13.07,857,
2020/02/26 18:29:21,951.70,15.36,13.59,14.25,4.77,52.56,13.75,956,
2020/02/26 18:34:21,951.84,15.07,13.77,14.50,4.77,54.94,13.09,886,
2020/02/26 18:39:21,952.04,15.00,13.83,14.50,4.77,53.53,13.63,886,
2020/02/26 18:44:21,952.40,15.05,13.99,14.50,4.77,52.69,13.64,858,
2020/02/26 18:49:21,952.18,14.83,13.90,14.50,4.77,55.84,12.88,858,
2020/02/26 18:54:21,952.38,14.77,13.79,14.50,4.77,54.02,13.13,870,
2020/02/26 18:59:21,951.82,14.75,13.74,14.50,4.77,55.52,12.56,883,
2020/02/26 19:04:21,952.12,14.82,13.78,14.50,4.77,52.64,13.25,880,
2020/02/26 19:09:21,952.41,14.81,13.83,14.50,4.77,52.59,13.09,869,
2020/02/26 19:14:21,952.65,14.82,13.87,14.50,4.78,51.23,13.92,873,
2020/02/26 19:19:21,952.66,14.86,13.84,14.50,4.77,51.20,13.69,884,
2020/02/26 19:24:21,951.94,14.76,13.93,14.50,4.77,50.93,13.52,899,
2020/02/26 19:29:21,952.74,14.70,14.10,14.75,4.77,50.38,13.95,914,
2020/02/26 19:34:21,952.41,14.52,14.10,14.75,4.77,52.78,12.91,901,
2020/02/26 19:39:21,952.77,14.36,13.97,14.75,4.77,50.24,13.97,878,
2020/02/26 19:44:21,952.59,14.32,14.06,14.75,4.77,50.64,14.23,899,
2020/02/26 19:49:21,952.55,14.34,14.01,14.50,4.77,55.39,12.40,862,
2020/02/26 19:54:21,952.55,14.08,13.81,14.50,4.78,52.66,13.45,933,
2020/02/26 19:59:21,952.77,14.12,13.65,14.25,4.77,54.64,13.02,856,
2020/02/26 20:04:21,952.59,13.95,13.71,14.25,4.77,55.77,12.55,867,
2020/02/26 20:09:21,952.43,13.94,13.75,14.50,4.77,53.42,12.63,902,
2020/02/26 20:14:21,952.67,13.75,13.92,14.50,4.77,56.48,12.04,916,
2020/02/26 20:19:21,952.88,13.56,13.78,14.50,4.77,57.65,12.30,864,
2020/02/26 20:24:21,952.78,13.58,13.61,14.25,4.77,57.61,12.13,889,
2020/02/26 20:29:21,952.94,13.63,13.55,14.25,4.77,59.61,11.91,884,
2020/02/26 20:34:21,953.03,13.54,13.48,14.25,4.77,58.43,12.24,893,
2020/02/26 20:39:21,952.91,13.60,13.43,14.00,4.77,59.37,11.93,882,
2020/02/26 20:44:21,952.92,13.63,13.42,14.00,4.77,57.30,12.29,892,
2020/02/26 20:49:21,952.95,13.62,13.39,14.00,4.77,57.60,12.39,864,
2020/02/26 20:54:21,953.10,13.57,13.24,14.00,4.77,58.20,12.04,878,
2020/02/26 20:59:21,952.83,13.61,13.20,13.75,4.77,57.05,12.34,898,
2020/02/26 21:04:21,952.70,13.78,13.26,14.00,4.77,55.45,12.28,909,
2020/02/26 21:09:21,952.92,13.62,13.50,14.25,4.77,54.48,12.98,886,
2020/02/26 21:14:21,952.90,13.44,13.43,14.25,4.77,57.68,12.73,881,
2020/02/26 21:19:21,952.88,13.37,13.46,14.25,4.77,55.74,12.07,905,
2020/02/26 21:24:21,953.26,13.25,13.46,14.00,4.77,54.86,12.69,871,
2020/02/26 21:29:21,953.03,13.13,13.14,13.75,4.77,55.87,12.50,894,
2020/02/26 21:34:21,953.52,13.41,12.40,13.00,4.77,58.93,11.95,896,
2020/02/26 21:39:21,953.36,13.61,12.59,13.25,4.77,57.36,11.53,895,
2020/02/26 21:44:21,953.63,13.32,12.92,13.75,4.77,57.97,12.07,881,
2020/02/26 21:49:21,953.62,13.29,12.54,13.25,4.77,59.49,11.69,902,
2020/02/26 21:54:21,953.58,13.43,11.93,12.50,4.77,59.24,11.83,900,
2020/02/26 21:59:21,953.28,13.72,11.50,12.25,4.77,59.17,11.46,912,
2020/02/26 22:04:21,954.27,14.01,10.63,11.25,4.77,57.59,11.88,869,
2020/02/26 22:09:21,953.75,14.17,10.62,11.25,4.77,61.19,10.72,864,
2020/02/26 22:14:21,953.89,14.21,10.18,10.75,4.77,60.13,10.55,909,
2020/02/26 22:19:21,954.25,14.45,9.76,10.50,4.77,59.11,11.21,901,
2020/02/26 22:24:21,954.34,14.57,9.41,10.00,4.77,60.06,11.21,905,
2020/02/26 22:29:21,954.27,14.48,9.17,9.75,4.77,62.87,10.43,868,
2020/02/26 22:34:21,954.38,14.65,8.86,9.50,4.77,60.78,11.00,880,
2020/02/26 22:39:21,954.27,14.67,8.72,9.25,4.77,60.24,10.94,893,
2020/02/26 22:44:21,954.73,14.77,8.25,9.00,4.77,59.17,11.20,901,
2020/02/26 22:49:21,954.74,15.02,8.04,8.75,4.77,55.99,11.51,911,
2020/02/26 22:54:21,954.60,15.08,8.09,8.75,4.77,57.86,10.96,952,
2020/02/26 22:59:21,954.50,14.84,7.90,8.50,4.77,62.46,10.61,898,
2020/02/26 23:04:21,955.00,15.00,7.64,8.25,4.77,59.55,11.04,915,
2020/02/26 23:09:21,954.66,15.07,7.70,8.50,4.77,59.88,10.58,899,
2020/02/26 23:14:21,954.86,14.96,7.65,8.50,4.77,60.75,10.39,910,
2020/02/26 23:19:21,955.04,15.02,7.49,8.25,4.77,58.66,11.02,895,
2020/02/26 23:24:21,954.63,15.10,7.57,8.25,4.77,60.15,10.55,898,
2020/02/26 23:29:21,954.65,15.15,7.68,8.25,4.77,58.37,10.47,923,
2020/02/26 23:34:21,955.05,15.06,7.57,8.25,4.77,59.96,10.35,915,
2020/02/26 23:39:21,954.98,15.04,7.45,8.00,4.77,59.55,10.52,897,
2020/02/26 23:44:21,955.28,15.07,7.54,8.25,4.77,57.04,10.87,908,
2020/02/26 23:49:21,954.89,15.04,7.68,8.25,4.77,60.06,10.65,910,
2020/02/26 23:54:21,954.87,15.04,7.54,8.25,4.77,57.92,10.44,903,
2020/02/26 23:59:21,954.81,15.13,7.60,8.25,4.77,55.44,10.81,891,
2020/02/27 00:04:21,954.75,15.04,7.81,8.50,4.77,59.70,10.03,933,
2020/02/27 00:09:21,954.84,14.98,7.85,8.50,4.77,59.33,10.83,886,
2020/02/27 00:14:21,954.70,15.00,7.67,8.25,4.77,58.31,10.02,873,
2020/02/27 00:19:21,955.26,15.08,7.65,8.25,4.77,55.54,10.85,901,
2020/02/27 00:24:21,954.74,15.05,7.82,8.50,4.77,57.61,10.58,948,
2020/02/27 00:29:21,954.84,14.92,7.59,8.25,4.77,59.70,10.13,910,
2020/02/27 00:34:21,954.93,15.04,7.27,8.00,4.77,58.43,10.09,869,
2020/02/27 00:39:21,954.79,15.09,7.02,7.75,4.77,59.39,9.69,919,
2020/02/27 00:44:21,955.24,15.15,6.83,7.50,4.77,56.29,10.65,916,
2020/02/27 00:49:21,955.02,15.19,7.03,7.75,4.77,54.24,10.85,901,
2020/02/27 00:54:21,955.14,15.12,7.24,8.00,4.77,54.85,10.33,928,
2020/02/27 00:59:21,955.07,15.05,7.37,8.00,4.77,55.32,10.44,882,
2020/02/27 01:04:21,955.01,15.08,7.63,8.25,4.77,55.54,10.14,912,
2020/02/27 01:09:21,954.77,15.07,7.91,8.50,4.77,52.87,10.51,923,
2020/02/27 01:14:21,954.78,14.98,8.07,8.75,4.77,54.24,10.06,927,
2020/02/27 01:19:21,954.85,14.95,8.08,8.75,4.77,55.40,10.16,921,
2020/02/27 01:24:21,954.72,14.83,8.08,8.75,4.77,58.17,10.10,898,
2020/02/27 01:29:21,954.82,14.73,7.57,8.25,4.77,59.75,9.61,927,
2020/02/27 01:34:21,954.94,14.96,7.00,7.75,4.77,57.62,10.10,908,
2020/02/27 01:39:21,954.95,15.17,6.99,7.75,4.77,55.47,10.14,918,
2020/02/27 01:44:21,954.83,15.11,7.14,7.75,4.77,57.01,9.66,910,
2020/02/27 01:49:21,955.09,15.10,7.02,7.75,4.77,57.14,10.09,898,
2020/02/27 01:54:21,954.98,15.19,7.02,7.50,4.77,57.50,10.16,909,
2020/02/27 01:59:21,954.73,15.07,7.00,7.75,4.77,58.98,9.81,918,
2020/02/27 02:04:21,954.74,14.95,6.68,7.25,4.77,63.39,9.17,1032,
2020/02/27 02:09:21,954.92,15.11,6.36,7.00,4.77,59.17,10.07,892,
2020/02/27 02:14:21,954.87,15.27,6.57,7.25,4.77,56.12,10.06,924,
2020/02/27 02:19:21,954.78,15.20,6.81,7.50,4.77,60.11,9.83,924,
2020/02/27 02:24:21,954.80,15.07,6.60,7.25,4.77,62.01,9.65,1015,
2020/02/27 02:29:21,954.92,15.24,6.62,7.25,4.77,57.21,10.49,917,
2020/02/27 02:34:21,955.03,15.16,6.90,7.50,4.77,57.79,9.92,928,
2020/02/27 02:39:21,955.04,15.14,6.99,7.75,4.77,58.47,9.98,909,
2020/02/27 02:44:21,955.35,15.05,6.96,7.50,4.77,61.96,9.55,918,
2020/02/27 02:49:21,955.60,15.03,6.59,7.25,4.77,60.08,9.48,903,
2020/02/27 02:54:21,955.46,15.17,6.45,7.25,4.77,57.93,9.79,911,
2020/02/27 02:59:21,955.29,15.19,6.51,7.25,4.77,58.33,9.61,940,
2020/02/27 03:04:21,955.38,15.29,6.65,7.25,4.77,56.10,9.69,910,
2020/02/27 03:09:21,955.06,15.23,6.81,7.50,4.77,58.22,9.47,968,
2020/02/27 03:14:21,955.37,15.11,6.94,7.75,4.77,56.98,9.81,944,
2020/02/27 03:19:21,955.05,15.16,7.18,8.00,4.77,55.18,10.42,916,
2020/02/27 03:24:21,955.36,15.16,7.37,8.00,4.77,53.96,10.03,904,
2020/02/27 03:29:21,955.38,15.03,7.44,8.00,4.77,60.13,9.39,931,
2020/02/27 03:34:21,955.39,14.95,7.29,8.00,4.77,59.99,9.53,899,
2020/02/27 03:39:21,955.55,15.04,7.15,7.75,4.77,59.12,9.85,905,
2020/02/27 03:44:21,955.27,15.10,7.03,7.75,4.77,60.01,9.29,953,
2020/02/27 03:49:21,955.31,15.21,6.94,7.75,4.77,58.17,9.85,941,
2020/02/27 03:54:21,955.15,15.22,6.99,7.75,4.77,61.99,9.36,920,
2020/02/27 03:59:21,955.21,15.19,6.85,7.50,4.77,59.86,9.77,922,
2020/02/27 04:04:21,955.27,15.22,6.75,7.25,4.77,59.21,9.77,924,
2020/02/27 04:09:21,955.27,15.27,6.68,7.25,4.77,60.54,9.35,908,
2020/02/27 04:14:21,955.38,15.27,6.68,7.25,4.77,59.42,9.66,921,
2020/02/27 04:19:21,955.32,15.27,6.76,7.50,4.77,58.64,9.36,894,
2020/02/27 04:24:21,955.34,15.24,6.86,7.50,4.77,58.70,9.70,971,
2020/02/27 04:29:21,955.49,15.26,6.91,7.50,4.77,58.42,9.77,910,
2020/02/27 04:34:21,955.47,15.28,6.91,7.50,4.77,59.72,9.62,891,
2020/02/27 04:39:21,955.43,15.10,6.71,7.25,4.77,62.39,9.02,911,
2020/02/27 04:44:21,955.52,15.07,6.38,7.00,4.77,64.65,9.13,923,
2020/02/27 04:49:21,955.73,15.10,6.06,6.75,4.77,61.66,9.11,910,
2020/02/27 04:54:21,955.74,15.20,5.95,6.75,4.77,61.57,9.14,917,
2020/02/27 04:59:21,955.96,15.25,6.02,6.75,4.77,61.53,8.95,916,
2020/02/27 05:04:21,955.92,15.20,5.96,6.50,4.77,63.18,8.87,921,
2020/02/27 05:09:21,956.02,15.14,5.74,6.25,4.77,65.06,8.71,946,
2020/02/27 05:14:21,955.95,15.23,5.64,6.25,4.77,62.18,9.25,959,
2020/02/27 05:19:21,955.88,15.19,5.63,6.25,4.77,64.01,8.80,925,
2020/02/27 05:24:21,955.93,15.25,5.58,6.25,4.77,62.34,8.76,916,
2020/02/27 05:29:21,955.88,15.26,5.63,6.25,4.77,61.03,8.98,922,
2020/02/27 05:34:21,956.16,15.27,5.78,6.25,4.77,59.59,9.10,913,
2020/02/27 05:39:21,956.19,15.18,5.75,6.50,4.77,59.72,9.47,910,
2020/02/27 05:44:21,956.31,15.18,5.73,6.25,4.77,62.10,8.82,923,
2020/02/27 05:49:21,956.00,15.16,5.65,6.50,4.77,62.77,8.58,951,
2020/02/27 05:54:21,956.07,15.13,5.53,6.25,4.77,60.72,8.69,956,
2020/02/27 05:59:21,955.98,15.32,5.42,6.00,4.77,61.84,8.40,917,
2020/02/27 06:04:21,956.29,15.32,5.28,6.00,4.77,61.39,8.62,928,
2020/02/27 06:09:21,956.19,15.29,5.18,5.75,4.77,63.13,8.27,960,
2020/02/27 06:14:21,956.14,15.25,5.12,5.75,4.77,61.52,8.61,936,
2020/02/27 06:19:21,956.06,15.39,5.07,5.75,4.77,63.18,8.07,929,
2020/02/27 06:24:21,956.20,15.55,5.03,5.75,4.77,59.72,8.57,920,
2020/02/27 06:29:21,956.08,15.56,5.13,5.75,4.77,61.77,8.36,935,
2020/02/27 06:34:21,956.04,15.54,5.13,5.75,4.77,61.96,8.09,931,
2020/02/27 06:39:21,955.95,15.46,5.11,5.75,4.77,61.63,7.94,931,
2020/02/27 06:44:21,955.97,15.42,5.08,5.75,4.77,60.75,8.23,928,
2020/02/27 06:49:21,955.79,15.37,5.13,5.75,4.77,61.02,8.17,952,
2020/02/27 06:54:21,955.99,15.31,5.18,5.75,4.77,61.35,7.98,966,
2020/02/27 06:59:21,955.76,15.34,5.30,6.00,4.77,61.93,8.02,934,
2020/02/27 07:04:21,955.91,15.52,5.28,6.00,4.77,61.57,8.16,921,
2020/02/27 07:09:21,955.80,15.55,5.25,6.00,4.77,62.60,8.16,929,
2020/02/27 07:14:21,955.53,15.49,5.20,5.75,4.76,63.49,8.17,918,
2020/02/27 07:19:21,955.63,15.47,5.28,6.00,4.77,61.98,8.10,876,
2020/02/27 07:24:21,955.84,15.41,5.38,6.00,4.77,60.03,8.31,954,
2020/02/27 07:29:21,955.85,15.37,5.46,6.00,4.77,59.64,8.25,923,
2020/02/27 07:34:21,956.20,15.31,5.48,6.25,4.77,58.54,8.29,907,
2020/02/27 07:39:21,956.30,15.30,5.58,6.25,4.77,58.73,8.43,898,
2020/02/27 07:44:21,956.18,15.26,5.61,6.25,4.77,60.36,8.02,941,
2020/02/27 07:49:21,956.06,15.25,5.49,6.25,4.77,60.45,7.77,950,
2020/02/27 07:54:21,956.20,15.24,5.29,6.00,4.77,60.97,7.96,933,
2020/02/27 07:59:21,955.99,15.32,5.37,6.00,4.77,59.08,8.46,916,
2020/02/27 08:04:21,956.13,15.32,5.46,6.00,4.77,59.51,8.20,919,
2020/02/27 08:09:21,956.26,15.28,5.47,6.00,4.77,59.19,8.27,927,
2020/02/27 08:14:21,956.11,15.29,5.55,6.25,4.77,59.74,8.18,944,
2020/02/27 08:19:21,956.12,15.20,5.65,6.25,4.77,61.19,7.98,920,
2020/02/27 08:24:21,955.98,15.12,5.56,6.25,4.77,61.90,7.52,953,
2020/02/27 08:29:21,956.24,15.24,5.58,6.25,4.77,59.28,7.84,917,
2020/02/27 08:34:21,956.12,15.17,5.61,6.25,4.77,61.85,7.36,940,
2020/02/27 08:39:21,956.32,15.11,5.39,6.00,4.77,62.70,7.35,927,
2020/02/27 08:44:21,956.25,15.18,5.18,6.00,4.77,62.79,7.32,930,
2020/02/27 08:49:21,956.36,15.13,4.96,5.75,4.77,64.88,7.19,922,
2020/02/27 08:54:21,956.57,15.12,4.70,5.25,4.77,65.88,7.04,932,
2020/02/27 08:59:21,956.80,15.20,4.48,5.00,4.77,64.83,7.24,929,
2020/02/27 09:04:21,956.54,15.30,4.45,5.00,4.77,61.14,7.56,927,
2020/02/27 09:09:21,956.44,15.34,4.64,5.25,4.77,58.87,7.84,914,
2020/02/27 09:14:21,956.41,15.34,4.84,5.50,4.77,57.64,7.83,955,
2020/02/27 09:19:21,956.31,15.26,5.03,5.75,4.77,58.69,7.73,894,
2020/02/27 09:24:21,956.24,15.21,5.19,5.75,4.77,59.76,7.28,930,
2020/02/27 09:29:21,956.60,15.12,5.20,6.00,4.77,62.30,7.20,925,
2020/02/27 09:34:21,956.52,15.05,4.92,5.50,4.77,63.83,7.17,954,
2020/02/27 09:39:21,956.27,15.17,4.70,5.50,4.77,62.75,7.53,998,
2020/02/27 09:44:21,956.47,15.26,4.67,5.25,4.76,62.59,7.39,966,
2020/02/27 09:49:21,956.60,15.23,4.65,5.25,4.77,60.49,7.91,941,
2020/02/27 09:54:21,956.38,15.29,4.74,5.25,4.77,60.32,7.64,913,
2020/02/27 09:59:21,956.76,15.29,4.74,5.25,4.77,62.06,7.20,918,
2020/02/27 10:04:21,956.75,15.24,4.62,5.25,4.77,62.01,7.41,931,
2020/02/27 10:09:21,956.61,15.31,4.62,5.25,4.77,61.06,7.61,927,
2020/02/27 10:14:21,956.51,15.33,4.78,5.50,4.77,60.90,7.56,927,
2020/02/27 10:19:21,956.52,15.32,4.93,5.50,4.77,60.34,7.60,929,
2020/02/27 10:24:21,956.76,15.26,4.91,5.50,4.77,60.60,7.50,941,
2020/02/27 10:29:21,956.78,15.24,4.81,5.50,4.77,61.60,7.56,930,
2020/02/27 10:34:21,956.71,15.25,4.78,5.25,4.77,62.52,7.50,916,
2020/02/27 10:39:21,956.57,15.33,4.85,5.50,4.77,60.83,7.70,949,
2020/02/27 10:44:21,956.69,15.30,4.92,5.50,4.77,61.44,7.36,886,
2020/02/27 10:49:21,956.86,15.37,5.03,5.75,4.77,58.62,8.21,922,
2020/02/27 10:54:21,956.35,15.29,5.25,6.00,4.77,59.97,7.61,900,
2020/02/27 10:59:21,956.45,15.20,5.25,6.00,4.77,62.46,7.09,930,
2020/02/27 11:04:21,956.51,15.26,5.20,6.00,4.76,58.95,7.84,941,
2020/02/27 11:09:21,956.58,15.30,5.27,6.00,4.76,59.10,7.49,915,
2020/02/27 11:14:21,956.62,15.22,5.41,6.00,4.77,60.75,7.39,926,
2020/02/27 11:19:21,956.67,15.25,5.43,6.25,4.77,58.86,8.07,939,
2020/02/27 11:24:21,956.37,15.26,5.60,6.25,4.77,59.01,7.79,999,
2020/02/27 11:29:21,956.58,15.20,5.77,6.50,4.77,60.32,7.52,924,
2020/02/27 11:34:21,956.67,15.10,5.90,6.75,4.77,59.63,7.84,941,
2020/02/27 11:39:21,956.74,15.13,6.00,6.75,4.76,58.61,8.14,944,
2020/02/27 11:44:21,956.56,15.00,5.99,6.75,4.76,61.38,7.58,952,
2020/02/27 11:49:21,956.48,15.04,5.84,6.50,4.77,60.41,7.74,919,
2020/02/27 11:54:21,956.63,15.15,5.89,6.50,4.77,59.12,8.05,966,
2020/02/27 11:59:21,956.49,14.97,5.73,6.50,4.77,63.72,7.21,923,
2020/02/27 12:04:21,957.22,15.32,5.58,6.25,4.77,58.03,8.65,935,
2020/02/27 12:09:21,957.12,15.50,5.74,6.50,4.77,60.21,8.23,961,
2020/02/27 12:14:21,956.54,15.44,5.80,6.50,4.77,62.45,7.13,923,
2020/02/27 12:19:21,956.97,15.48,5.62,6.25,4.77,60.03,7.91,972,
2020/02/27 12:24:21,956.76,15.66,5.69,6.25,4.77,59.28,7.84,936,
2020/02/27 12:29:21,956.71,15.81,6.06,6.75,4.77,58.03,7.98,935,
2020/02/27 12:34:21,956.85,15.54,6.35,7.00,4.77,56.90,8.24,954,
2020/02/27 12:39:21,956.56,15.46,6.81,7.50,4.77,56.74,8.32,949,
2020/02/27 12:44:21,957.19,15.51,7.13,7.75,4.77,52.60,9.44,948,
2020/02/27 12:49:21,956.79,15.12,7.22,8.00,4.77,57.81,8.29,950,
2020/02/27 12:54:21,956.79,15.04,7.02,7.75,4.77,59.11,7.85,918,
2020/02/27 12:59:21,956.91,15.10,6.94,7.50,4.77,57.51,8.38,944,
2020/02/27 13:04:21,956.99,15.12,6.99,7.75,4.77,55.87,8.65,958,
2020/02/27 13:09:21,957.15,15.20,7.16,7.75,4.77,57.61,8.32,913,
2020/02/27 13:14:21,956.99,15.12,7.11,7.75,4.77,57.66,8.25,928,
2020/02/27 13:19:21,956.84,15.07,7.02,7.75,4.77,59.74,7.85,951,
2020/02/27 13:24:21,957.11,15.13,7.09,7.75,4.77,57.46,8.36,933,
2020/02/27 13:29:21,957.19,15.18,7.19,8.00,4.77,57.79,8.34,942,
2020/02/27 13:34:21,957.11,15.35,7.37,8.00,4.77,55.17,8.51,932,
