Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%], Temp Atmos [C],Distace [mm], 
2020/03/04 22:49:21,962.28,20.59,12.04,12.75,4.72,56.57,12.91,1501,
2020/03/04 22:54:21,962.59,20.54,12.04,12.75,4.72,57.77,13.66,1563,
2020/03/04 22:59:21,962.38,20.40,12.15,13.00,4.72,56.12,13.13,1531,
2020/03/04 23:04:21,962.66,20.38,12.17,13.00,4.73,55.21,14.06,1559,
2020/03/04 23:09:21,962.37,20.47,12.29,13.00,4.73,58.31,13.40,1574,
2020/03/04 23:14:21,962.52,20.39,12.26,13.00,4.72,57.14,13.37,1569,
2020/03/04 23:19:21,962.80,20.31,12.14,12.75,4.72,57.45,12.96,1569,
2020/03/04 23:24:21,962.90,20.36,12.07,12.75,4.72,58.47,13.52,1592,
2020/03/04 23:29:21,962.65,20.35,12.12,12.75,4.72,58.25,12.78,1630,
2020/03/04 23:34:21,962.89,20.37,12.10,12.75,4.72,58.59,13.13,1592,
2020/03/04 23:39:21,962.89,20.16,12.07,12.75,4.72,59.48,12.07,1554,
2020/03/04 23:44:21,963.25,20.28,11.80,12.50,4.72,58.15,13.45,1584,
2020/03/04 23:49:21,962.94,20.60,12.09,12.75,4.72,56.12,13.80,1593,
2020/03/04 23:54:21,962.73,20.15,12.23,13.00,4.72,60.50,12.04,1548,
2020/03/04 23:59:21,963.10,20.32,12.13,12.75,4.72,58.19,13.32,1594,
2020/03/05 00:04:21,963.28,20.44,12.18,13.00,4.72,54.76,14.03,1579,
2020/03/05 00:09:21,963.20,20.32,12.26,13.00,4.73,58.15,13.24,1583,
2020/03/05 00:14:21,963.25,20.31,12.24,13.00,4.73,58.73,13.00,1609,
2020/03/05 00:19:21,963.19,20.24,12.13,12.75,4.72,59.04,12.89,1597,
2020/03/05 00:24:21,963.22,20.40,12.17,13.00,4.72,56.70,13.69,1566,
2020/03/05 00:29:21,963.26,20.17,12.24,13.00,4.72,58.40,12.69,1603,
2020/03/05 00:34:21,963.44,20.37,12.20,12.75,4.72,57.50,13.60,1597,
2020/03/05 00:39:21,963.31,20.28,12.28,13.00,4.73,58.66,12.83,1562,
2020/03/05 00:44:21,963.43,20.13,12.16,13.00,4.73,60.46,12.76,1604,
2020/03/05 00:49:21,963.70,20.15,12.00,12.75,4.72,59.22,13.20,1584,
2020/03/05 00:54:21,963.17,20.16,12.03,12.75,4.72,58.52,11.50,1525,
2020/03/05 00:59:21,963.95,20.26,11.73,12.50,4.72,57.41,13.69,1613,
2020/03/05 01:04:21,963.75,20.27,11.72,12.50,4.72,58.47,12.62,1587,
2020/03/05 01:09:21,963.67,20.28,11.58,12.25,4.72,58.41,12.77,1564,
2020/03/05 01:14:21,964.05,20.21,11.40,12.25,4.72,59.83,13.09,1574,
2020/03/05 01:19:21,964.02,20.36,11.44,12.00,4.72,59.44,13.20,1603,
2020/03/05 01:24:21,964.03,20.37,11.63,12.25,4.72,59.06,13.15,1602,
2020/03/05 01:29:21,963.91,20.44,11.78,12.50,4.72,58.92,13.44,1599,
2020/03/05 01:34:21,963.97,20.47,11.82,12.50,4.72,58.58,13.51,1608,
2020/03/05 01:39:21,963.97,20.44,11.96,12.75,4.72,58.30,13.75,1606,
2020/03/05 01:44:21,963.95,20.43,11.97,12.75,4.72,58.69,13.47,1596,
2020/03/05 01:49:21,963.99,20.59,12.02,12.75,4.72,58.34,13.66,1598,
2020/03/05 01:54:21,964.11,20.14,11.97,12.75,4.72,61.92,12.62,1601,
2020/03/05 01:59:21,964.01,20.25,11.69,12.50,4.72,61.26,13.43,1606,
2020/03/05 02:04:21,963.95,20.46,11.41,12.25,4.72,61.90,12.92,1630,
2020/03/05 02:09:21,964.16,20.34,11.05,11.75,4.72,63.90,12.06,1596,
2020/03/05 02:14:21,963.99,20.34,10.67,11.50,4.72,63.06,10.95,1577,
2020/03/05 02:19:21,964.46,20.53,10.21,11.00,4.72,62.17,12.04,1580,
2020/03/05 02:24:21,964.60,20.50,10.03,10.75,4.72,65.30,12.03,1609,
2020/03/05 02:29:21,964.47,20.85,10.27,11.00,4.72,61.24,12.15,1574,
2020/03/05 02:34:21,964.72,20.84,10.64,11.50,4.72,58.70,13.29,1561,
2020/03/05 02:39:21,964.37,20.63,11.15,11.75,4.72,60.36,12.45,1584,
2020/03/05 02:44:21,964.69,20.44,11.24,12.00,4.72,58.50,12.92,1573,
2020/03/05 02:49:21,964.51,20.64,11.53,12.25,4.72,57.63,13.28,1589,
2020/03/05 02:54:21,964.56,20.71,11.94,12.50,4.72,55.08,14.03,1606,
2020/03/05 02:59:21,964.47,20.50,12.23,13.00,4.72,56.04,13.82,1580,
2020/03/05 03:04:21,964.33,20.22,12.28,13.00,4.72,57.59,12.73,1607,
2020/03/05 03:09:21,964.77,20.14,11.96,12.75,4.72,57.20,13.52,1566,
2020/03/05 03:14:21,964.40,20.36,11.90,12.75,4.72,55.69,12.72,1561,
2020/03/05 03:19:21,964.37,20.11,11.80,12.50,4.72,56.79,12.70,1571,
2020/03/05 03:24:21,964.44,19.99,11.45,12.00,4.72,58.95,11.69,1587,
2020/03/05 03:29:21,964.54,20.09,11.08,11.75,4.72,57.84,11.68,1575,
2020/03/05 03:34:21,964.50,20.34,11.05,11.75,4.72,57.14,11.70,1582,
2020/03/05 03:39:21,964.65,20.28,10.93,11.75,4.72,57.47,12.19,1581,
2020/03/05 03:44:21,964.52,20.17,10.91,11.75,4.72,58.99,11.17,1582,
2020/03/05 03:49:21,965.03,20.28,10.65,11.25,4.72,55.08,12.72,1545,
2020/03/05 03:54:21,964.93,20.27,10.65,11.25,4.72,56.95,11.76,1554,
2020/03/05 03:59:21,964.79,20.04,10.40,11.00,4.72,59.17,10.88,1557,
2020/03/05 04:04:21,964.75,20.23,10.32,11.00,4.72,58.39,10.89,1566,
2020/03/05 04:09:21,964.76,20.24,10.23,11.00,4.72,58.51,10.91,1565,
2020/03/05 04:14:21,964.96,19.93,9.98,10.75,4.72,60.41,10.42,1559,
2020/03/05 04:19:21,965.17,20.09,9.74,10.50,4.72,59.22,10.95,1556,
2020/03/05 04:24:21,965.22,20.27,9.72,10.50,4.72,58.57,11.47,1565,
2020/03/05 04:29:21,965.47,20.32,9.89,10.50,4.72,59.04,12.06,1580,
2020/03/05 04:34:21,964.92,20.34,10.15,10.75,4.72,59.49,10.76,1554,
2020/03/05 04:39:21,965.07,20.18,10.03,10.75,4.72,59.60,10.76,1580,
2020/03/05 04:44:21,965.14,20.08,9.84,10.50,4.72,60.54,10.61,1573,
2020/03/05 04:49:21,965.39,20.16,9.73,10.50,4.72,59.68,11.22,1569,
2020/03/05 04:54:21,965.23,20.28,9.80,10.50,4.72,61.37,10.76,1559,
2020/03/05 04:59:21,965.44,20.28,9.77,10.50,4.72,58.86,11.53,1555,
2020/03/05 05:04:21,965.07,20.45,9.92,10.50,4.72,59.10,11.02,1559,
2020/03/05 05:09:21,965.24,20.14,9.85,10.50,4.72,61.62,10.65,1606,
2020/03/05 05:14:21,965.35,20.37,9.81,10.50,4.72,59.09,11.54,1584,
2020/03/05 05:19:21,965.38,20.36,9.88,10.50,4.72,60.26,11.40,1616,
2020/03/05 05:24:21,965.12,20.24,9.89,10.50,4.72,61.72,10.61,1519,
2020/03/05 05:29:21,965.20,20.17,9.76,10.50,4.72,61.46,10.52,1561,
2020/03/05 05:34:21,965.49,20.18,9.60,10.25,4.72,60.33,11.63,1570,
2020/03/05 05:39:21,965.49,20.28,9.67,10.25,4.72,61.15,11.42,1545,
2020/03/05 05:44:21,965.16,20.47,9.83,10.50,4.72,58.87,11.40,1576,
2020/03/05 05:49:21,965.31,20.48,9.98,10.75,4.72,59.03,11.59,1552,
2020/03/05 05:54:21,965.08,20.47,10.09,10.75,4.72,57.53,11.66,1537,
2020/03/05 05:59:21,965.11,20.21,10.07,10.75,4.72,60.68,11.14,1583,
2020/03/05 06:04:21,965.08,20.13,9.86,10.75,4.72,61.17,10.63,1575,
2020/03/05 06:09:21,965.57,20.58,9.85,10.50,4.72,56.85,12.99,1594,
2020/03/05 06:14:21,965.16,20.40,10.08,10.75,4.72,59.78,11.53,1539,
2020/03/05 06:19:21,964.92,20.16,9.99,10.75,4.72,60.82,10.46,1569,
2020/03/05 06:24:21,965.21,20.04,9.67,10.25,4.72,60.72,10.78,1629,
2020/03/05 06:29:21,965.18,20.18,9.53,10.25,4.72,60.08,10.91,1544,
2020/03/05 06:34:21,964.97,20.32,9.59,10.25,4.72,59.47,10.77,1572,
2020/03/05 06:39:21,965.20,20.25,9.57,10.25,4.72,60.17,10.87,1590,
2020/03/05 06:44:21,965.15,20.36,9.67,10.50,4.72,58.88,11.00,1569,
2020/03/05 06:49:21,965.05,20.42,9.76,10.50,4.72,58.39,10.98,1573,
2020/03/05 06:54:21,965.24,20.31,9.72,10.50,4.72,58.00,11.15,1578,
2020/03/05 06:59:21,965.24,20.49,9.80,10.50,4.72,56.35,11.54,1570,
2020/03/05 07:04:21,965.33,20.45,9.94,10.75,4.72,56.94,11.24,1559,
2020/03/05 07:09:21,965.38,20.45,10.02,10.75,4.72,55.66,11.51,1570,
2020/03/05 07:14:21,965.52,20.56,10.15,11.00,4.72,53.79,12.24,1594,
2020/03/05 07:19:21,965.49,20.43,10.23,11.00,4.72,54.27,11.74,1570,
2020/03/05 07:24:21,965.71,20.13,10.12,10.75,4.72,56.57,11.53,1599,
2020/03/05 07:29:21,965.17,20.30,10.16,10.75,4.72,54.77,10.99,1604,
2020/03/05 07:34:21,965.34,20.36,10.06,10.75,4.72,54.58,11.26,1563,
2020/03/05 07:39:21,965.56,20.35,10.03,10.75,4.72,53.86,11.81,1595,
2020/03/05 07:44:21,965.77,20.58,10.09,10.75,4.72,51.23,12.78,1601,
2020/03/05 07:49:21,965.38,20.39,10.19,10.75,4.72,53.98,11.18,1582,
2020/03/05 07:54:21,965.40,20.10,9.96,10.75,4.72,55.54,10.55,1620,
2020/03/05 07:59:21,965.58,20.44,9.97,10.75,4.72,51.89,11.77,1604,
2020/03/05 08:04:21,966.01,20.46,10.12,10.75,4.72,49.95,12.93,1602,
2020/03/05 08:09:21,965.48,20.56,10.53,11.25,4.72,49.84,12.34,1576,
2020/03/05 08:14:21,965.65,20.70,10.75,11.50,4.72,47.36,13.26,1602,
2020/03/05 08:19:21,965.60,20.62,11.00,11.75,4.72,47.27,13.40,1603,
2020/03/05 08:24:21,965.48,20.29,11.29,12.00,4.72,48.76,12.88,1593,
2020/03/05 08:29:21,965.70,20.04,11.15,12.00,4.72,50.34,12.58,1579,
2020/03/05 08:34:21,965.84,20.22,11.00,11.75,4.72,49.15,13.00,1578,
2020/03/05 08:39:21,965.61,20.46,11.00,11.75,4.72,46.73,13.41,1603,
2020/03/05 08:44:21,965.55,20.23,11.03,11.75,4.72,48.87,12.59,1611,
2020/03/05 08:49:21,965.68,20.43,10.97,11.75,4.72,47.09,13.40,1617,
2020/03/05 08:54:21,965.25,20.22,11.16,12.00,4.72,49.45,12.11,1614,
2020/03/05 08:59:21,965.39,20.18,11.03,11.75,4.72,49.98,12.14,1572,
2020/03/05 09:04:21,965.51,20.28,10.95,11.75,4.72,47.31,12.85,1622,
2020/03/05 09:09:21,965.25,20.10,10.84,11.50,4.72,50.85,11.29,1584,
2020/03/05 09:14:21,965.95,20.25,10.53,11.25,4.72,47.81,13.24,1619,
2020/03/05 09:19:21,965.74,20.29,10.56,11.25,4.72,48.14,12.89,1607,
2020/03/05 09:24:21,965.36,20.31,10.74,11.50,4.72,49.26,12.17,1596,
2020/03/05 09:29:21,964.91,20.48,10.95,11.50,4.72,47.22,12.19,1594,
2020/03/05 09:34:21,965.38,20.19,10.79,11.50,4.72,49.23,12.34,1605,
2020/03/05 09:39:21,964.96,20.17,10.66,11.25,4.72,50.63,11.04,1573,
2020/03/05 09:44:21,965.18,20.17,10.43,11.00,4.72,50.96,11.32,1560,
2020/03/05 09:49:21,965.71,20.36,10.26,11.00,4.72,47.97,12.85,1580,
2020/03/05 09:54:21,965.41,20.34,10.34,11.00,4.72,50.68,11.54,1598,
2020/03/05 09:59:21,965.39,20.12,10.15,10.75,4.72,52.67,10.78,1581,
2020/03/05 10:04:21,965.36,19.71,9.71,10.50,4.72,56.65,9.46,1591,
2020/03/05 10:09:21,965.60,19.60,9.00,9.75,4.72,56.98,9.65,1603,
2020/03/05 10:14:21,965.50,19.70,8.53,9.00,4.72,58.58,9.11,1650,
2020/03/05 10:19:21,965.70,19.70,8.09,8.75,4.72,59.04,9.24,1614,
2020/03/05 10:24:21,965.42,19.76,7.80,8.50,4.72,59.22,8.83,1633,
2020/03/05 10:29:21,965.85,19.89,7.52,8.25,4.72,59.06,9.74,1644,
2020/03/05 10:34:21,965.55,20.03,7.52,8.25,4.72,56.42,9.53,1614,
2020/03/05 10:39:21,966.02,19.89,7.37,8.00,4.72,61.44,9.33,1594,
2020/03/05 10:44:21,965.57,19.99,7.37,8.00,4.72,60.17,8.51,1590,
2020/03/05 10:49:21,965.77,20.00,7.25,8.00,4.72,59.11,8.98,1598,
2020/03/05 10:54:21,965.63,20.01,7.27,8.00,4.72,59.63,8.51,1596,
2020/03/05 10:59:21,965.71,19.90,7.14,8.00,4.72,62.01,8.31,1602,
2020/03/05 11:04:21,966.01,20.01,7.00,7.75,4.72,58.95,9.28,1600,
2020/03/05 11:09:21,965.97,20.04,7.01,7.75,4.72,60.32,8.91,1613,
2020/03/05 11:14:21,966.04,20.12,7.03,7.75,4.72,59.31,9.24,1600,
2020/03/05 11:19:21,965.89,20.24,7.21,8.00,4.72,58.10,9.14,1602,
2020/03/05 11:24:21,965.87,20.01,7.22,8.00,4.72,61.53,8.29,1592,
2020/03/05 11:29:21,966.11,20.14,7.14,7.75,4.72,58.62,9.33,1600,
2020/03/05 11:34:21,965.84,20.14,7.24,8.00,4.72,60.56,8.87,1599,
2020/03/05 11:39:21,965.82,20.17,7.32,8.00,4.72,58.15,9.21,1599,
2020/03/05 11:44:21,965.78,19.98,7.28,8.00,4.72,60.80,8.50,1596,
2020/03/05 11:49:21,965.81,19.90,7.15,8.00,4.72,60.55,8.29,1598,
2020/03/05 11:54:21,965.89,20.04,7.06,7.75,4.72,59.75,8.77,1577,
2020/03/05 11:59:21,966.14,20.49,7.28,8.00,4.72,55.65,10.13,1600,
2020/03/05 12:04:21,966.38,20.48,7.67,8.25,4.72,56.17,10.18,1572,
2020/03/05 12:09:21,965.97,21.23,8.26,9.00,4.72,54.93,9.98,1576,
2020/03/05 12:14:21,966.02,21.66,8.93,9.50,4.72,51.48,11.32,1598,
2020/03/05 12:19:21,965.93,21.52,9.54,10.25,4.72,51.87,11.37,1606,
2020/03/05 12:24:21,965.27,21.22,9.91,10.75,4.72,52.59,10.51,1590,
2020/03/05 12:29:21,965.68,21.09,9.93,10.50,4.72,52.93,10.62,1605,
2020/03/05 12:34:21,965.58,21.18,10.03,10.75,4.72,51.29,11.02,1578,
2020/03/05 12:39:21,965.61,20.97,10.12,10.75,4.72,53.03,10.95,1575,
2020/03/05 12:44:21,965.49,20.93,10.13,10.75,4.72,55.81,10.40,1610,
2020/03/05 12:49:21,965.55,21.25,10.19,11.00,4.72,54.96,10.74,1611,
2020/03/05 12:54:21,965.56,21.03,10.17,11.00,4.72,54.76,10.55,1601,
2020/03/05 12:59:21,965.44,20.93,10.08,11.00,4.72,55.08,10.36,1646,
2020/03/05 13:04:21,965.49,20.68,9.90,10.75,4.72,56.87,9.54,1623,
2020/03/05 13:09:21,965.86,20.84,9.64,10.50,4.72,58.07,9.90,1602,
2020/03/05 13:14:21,965.46,21.09,9.61,10.25,4.72,58.89,9.11,1618,
2020/03/05 13:19:21,965.59,20.99,9.42,10.25,4.72,59.94,9.13,1615,
2020/03/05 13:24:21,965.76,21.50,9.41,10.25,4.72,58.39,9.81,1585,
2020/03/05 13:29:21,965.55,21.55,9.51,10.25,4.72,59.05,9.47,1626,
2020/03/05 13:34:21,965.33,21.83,9.71,10.50,4.72,57.92,9.50,1588,
2020/03/05 13:39:21,965.46,21.71,9.81,10.50,4.72,58.03,9.57,1633,
2020/03/05 13:44:21,965.54,21.35,9.74,10.50,4.72,59.84,9.35,1639,
2020/03/05 13:49:21,965.71,21.31,9.63,10.25,4.72,56.99,10.14,1628,
2020/03/05 13:54:21,965.71,21.28,9.74,10.50,4.72,55.00,9.95,1594,
2020/03/05 13:59:21,965.65,21.60,10.02,10.75,4.72,51.75,11.44,1588,
2020/03/05 14:04:21,965.11,21.47,10.50,11.25,4.72,54.78,10.21,1601,
2020/03/05 14:09:21,965.17,20.95,10.44,11.25,4.72,55.52,10.06,1608,
2020/03/05 14:14:21,965.29,20.97,10.28,11.00,4.72,54.63,10.35,1613,
2020/03/05 14:19:21,965.51,21.27,10.20,11.00,4.72,53.55,10.70,1582,
2020/03/05 14:24:21,965.76,21.93,10.46,11.25,4.72,51.76,11.66,1660,
2020/03/05 14:29:21,965.10,22.21,10.96,11.75,4.72,51.93,10.98,1645,
2020/03/05 14:34:21,965.12,21.32,10.92,11.75,4.72,56.59,10.14,1621,
2020/03/05 14:39:21,964.88,21.37,10.66,11.25,4.72,57.17,9.62,1629,
2020/03/05 14:44:21,965.07,21.10,10.27,11.00,4.72,57.96,9.44,1663,
2020/03/05 14:49:21,965.16,21.24,10.07,10.75,4.72,54.05,10.84,1588,
2020/03/05 14:54:21,964.94,21.49,10.32,11.00,4.72,52.50,10.94,1616,
2020/03/05 14:59:21,965.03,21.37,10.54,11.25,4.72,51.39,11.31,1649,
2020/03/05 15:04:21,964.79,21.15,10.80,11.50,4.72,51.84,11.00,1601,
2020/03/05 15:09:21,964.80,21.19,10.92,11.50,4.72,51.20,11.55,1594,
2020/03/05 15:14:21,964.69,21.20,11.05,11.75,4.72,50.59,11.53,1628,
2020/03/05 15:19:21,964.56,21.48,11.12,11.75,4.72,50.82,11.39,1634,
2020/03/05 15:24:21,964.29,21.64,11.29,12.00,4.72,51.42,10.95,1583,
2020/03/05 15:29:21,964.39,21.54,11.16,12.00,4.72,51.92,10.99,1640,
2020/03/05 15:34:21,964.39,21.39,11.12,12.00,4.72,51.79,10.89,1620,
2020/03/05 15:39:21,964.21,21.29,11.10,11.75,4.72,53.34,10.43,1606,
2020/03/05 15:44:21,964.24,21.43,11.09,11.75,4.72,51.01,11.21,1614,
2020/03/05 15:49:21,963.97,21.28,11.15,11.75,4.72,51.17,10.83,1627,
2020/03/05 15:54:21,964.08,21.10,10.99,11.75,4.72,52.82,10.88,1633,
2020/03/05 15:59:21,964.11,21.00,10.84,11.50,4.72,53.69,10.52,1624,
2020/03/05 16:04:21,964.07,21.20,10.79,11.50,4.72,52.47,10.47,1545,
2020/03/05 16:09:21,964.11,21.16,10.78,11.50,4.72,52.97,10.44,1588,
2020/03/05 16:14:21,964.11,21.26,10.86,11.50,4.72,50.68,11.07,1580,
2020/03/05 16:19:21,963.75,21.19,11.04,11.75,4.72,50.33,10.84,1587,
2020/03/05 16:24:21,963.53,20.91,11.09,11.75,4.72,51.87,10.36,1561,
2020/03/05 16:29:21,963.36,20.75,10.98,11.50,4.72,52.81,10.10,1597,
2020/03/05 16:34:21,963.18,20.78,10.91,11.50,4.72,52.02,10.39,1579,
2020/03/05 16:39:21,963.24,20.93,10.98,11.75,4.72,50.37,11.11,1603,
2020/03/05 16:44:21,963.12,20.98,11.21,12.00,4.72,49.50,11.31,1582,
2020/03/05 16:49:21,963.24,20.77,11.38,12.00,4.72,50.02,11.25,1574,
2020/03/05 16:54:21,963.10,20.62,11.40,12.25,4.72,50.73,10.98,1573,
2020/03/05 16:59:21,963.21,20.62,11.41,12.00,4.72,50.46,11.02,1566,
2020/03/05 17:04:21,963.03,20.65,11.48,12.25,4.72,50.46,10.96,1587,
2020/03/05 17:09:21,962.97,20.63,11.54,12.25,4.72,51.02,10.88,1605,
2020/03/05 17:14:21,963.04,20.80,11.66,12.50,4.72,49.52,11.44,1639,
2020/03/05 17:19:21,962.82,20.92,11.86,12.50,4.72,49.58,11.25,1581,
2020/03/05 17:24:21,962.96,20.56,11.84,12.50,4.72,51.08,11.21,1554,
2020/03/05 17:29:21,962.85,20.60,11.80,12.50,4.72,50.82,11.09,1625,
2020/03/05 17:34:21,962.89,20.68,11.87,12.50,4.72,50.13,11.47,1603,
2020/03/05 17:39:21,962.69,20.73,12.05,12.75,4.72,50.73,11.32,1615,
2020/03/05 17:44:21,962.66,20.58,12.09,12.75,4.72,50.84,11.31,1610,
2020/03/05 17:49:21,962.65,20.40,12.03,12.75,4.72,52.07,11.00,1581,
2020/03/05 17:54:21,962.66,20.52,12.01,12.75,4.72,50.39,11.55,1621,
2020/03/05 17:59:21,962.63,20.35,12.11,12.75,4.72,51.35,11.17,1631,
2020/03/05 18:04:21,962.67,20.29,12.15,12.75,4.72,51.40,11.18,1637,
2020/03/05 18:09:21,962.89,20.42,12.20,13.00,4.72,50.74,11.72,1620,
2020/03/05 18:14:21,962.81,20.68,12.52,13.25,4.72,49.09,12.15,1639,
2020/03/05 18:19:21,962.58,20.56,12.72,13.50,4.72,50.29,11.51,1607,
2020/03/05 18:24:21,962.65,20.38,12.67,13.25,4.72,50.60,11.54,1646,
2020/03/05 18:29:21,962.65,20.26,12.58,13.25,4.72,50.74,11.69,1658,
2020/03/05 18:34:21,962.57,20.22,12.59,13.25,4.72,51.02,11.47,1620,
2020/03/05 18:39:21,962.61,20.29,12.66,13.50,4.72,50.29,12.06,1619,
2020/03/05 18:44:21,962.14,20.02,12.66,13.50,4.72,52.23,11.03,1633,
2020/03/05 18:49:21,962.75,19.93,12.48,13.25,4.72,51.90,11.47,1627,
2020/03/05 18:54:21,962.31,20.18,12.71,13.50,4.72,50.48,11.74,1615,
2020/03/05 18:59:21,962.30,19.92,12.86,13.50,4.72,49.96,11.95,1654,
2020/03/05 19:04:21,962.09,19.63,12.90,13.50,4.72,51.42,11.28,1618,
2020/03/05 19:09:21,962.04,19.62,12.98,13.75,4.72,51.14,11.37,1616,
2020/03/05 19:14:21,961.79,19.43,13.13,13.75,4.72,50.40,11.54,1618,
2020/03/05 19:19:21,961.67,19.37,13.17,14.00,4.72,50.19,11.74,1603,
2020/03/05 19:24:21,961.57,19.11,13.09,13.75,4.72,51.56,11.22,1631,
2020/03/05 19:29:21,961.31,19.18,13.06,13.75,4.72,51.68,11.02,1610,
2020/03/05 19:34:21,961.32,18.88,12.81,13.50,4.72,52.42,10.85,1603,
2020/03/05 19:39:21,961.50,19.04,12.53,13.25,4.72,52.04,11.06,1615,
2020/03/05 19:44:21,961.40,19.05,12.48,13.25,4.72,51.84,11.21,1594,
2020/03/05 19:49:21,961.47,19.23,12.52,13.25,4.72,50.98,11.15,1696,
2020/03/05 19:54:21,961.44,19.27,12.86,13.50,4.72,50.06,11.59,1604,
2020/03/05 19:59:21,961.15,19.02,13.18,13.75,4.72,49.16,11.76,1611,
2020/03/05 20:04:21,961.08,18.92,13.13,13.75,4.72,48.83,11.72,1597,
2020/03/05 20:09:21,961.11,19.05,13.06,13.75,4.72,48.85,11.70,1602,
2020/03/05 20:14:21,960.98,19.04,13.16,14.00,4.72,48.16,11.87,1598,
2020/03/05 20:19:21,960.84,19.07,13.30,14.00,4.72,47.69,11.93,1573,
2020/03/05 20:24:21,960.55,18.73,13.23,14.00,4.72,48.13,11.62,1577,
2020/03/05 20:29:21,960.25,18.73,12.71,13.50,4.72,49.90,10.76,1600,
2020/03/05 20:34:21,960.50,19.00,12.14,13.00,4.72,49.12,11.25,1593,
2020/03/05 20:39:21,960.26,19.19,12.02,12.75,4.72,48.98,11.13,1633,
2020/03/05 20:44:21,960.11,19.17,11.97,12.75,4.72,48.34,11.31,1624,
2020/03/05 20:49:21,959.94,19.16,11.72,12.50,4.72,48.74,10.91,1619,
2020/03/05 20:54:21,960.24,19.38,11.42,12.25,4.72,48.25,11.18,1592,
2020/03/05 20:59:21,960.07,19.54,11.60,12.25,4.72,47.13,11.53,1657,
2020/03/05 21:04:21,960.39,19.45,12.35,13.25,4.72,45.72,12.06,1712,
2020/03/05 21:09:21,959.97,18.97,13.25,14.00,4.72,46.38,11.51,1605,
2020/03/05 21:14:21,959.75,18.11,13.68,14.50,4.72,47.07,11.33,1598,
2020/03/05 21:19:21,959.91,18.22,13.85,14.50,4.72,44.67,11.83,1605,
2020/03/05 21:24:21,959.80,17.70,13.95,14.75,4.72,46.64,11.17,1622,
2020/03/05 21:29:21,959.81,17.74,13.63,14.25,4.72,45.73,11.36,1581,
2020/03/05 21:34:21,959.62,18.08,12.98,13.75,4.72,45.89,11.29,1627,
2020/03/05 21:39:21,959.36,18.46,12.47,13.25,4.72,45.83,11.26,1611,
2020/03/05 21:44:21,959.38,18.53,12.24,13.00,4.72,46.15,11.21,1612,
2020/03/05 21:49:21,959.33,18.85,11.78,12.50,4.72,45.39,11.00,1589,
2020/03/05 21:54:21,959.51,19.09,11.37,12.00,4.72,45.22,11.37,1613,
2020/03/05 21:59:21,959.28,19.25,11.08,11.75,4.72,46.15,10.74,1616,
2020/03/05 22:04:21,959.45,19.39,10.73,11.50,4.72,46.39,11.20,1610,
2020/03/05 22:09:21,959.17,19.69,10.58,11.25,4.72,45.04,11.14,1615,
2020/03/05 22:14:21,959.13,19.71,10.45,11.25,4.72,46.21,10.94,1616,
2020/03/05 22:19:21,959.18,19.74,10.27,11.00,4.72,47.52,10.84,1619,
2020/03/05 22:24:21,959.28,19.78,10.09,10.75,4.72,48.11,10.92,1626,
2020/03/05 22:29:21,959.43,19.95,10.01,10.75,4.72,45.76,11.33,1619,
2020/03/05 22:34:21,959.12,19.95,9.99,10.75,4.72,46.66,10.83,1623,
2020/03/05 22:39:21,959.14,19.97,9.86,10.50,4.72,46.55,10.65,1616,
2020/03/05 22:44:21,959.00,20.05,9.77,10.50,4.72,46.15,10.59,1636,
2020/03/05 22:49:21,959.18,20.00,9.67,10.25,4.72,46.79,10.74,1636,
2020/03/05 22:54:21,958.83,20.17,9.70,10.50,4.72,45.03,10.74,1601,
2020/03/05 22:59:21,958.73,20.07,9.62,10.25,4.72,46.57,10.31,1630,
2020/03/05 23:04:21,958.81,19.99,9.38,10.00,4.72,47.07,10.42,1621,
2020/03/05 23:09:21,958.79,20.11,9.25,10.00,4.72,47.60,10.59,1639,
2020/03/05 23:14:21,958.79,20.24,9.34,10.00,4.72,45.36,10.77,1624,
2020/03/05 23:19:21,958.93,20.23,9.36,10.00,4.72,45.64,11.06,1604,
2020/03/05 23:24:21,958.59,20.22,9.35,10.00,4.72,46.44,10.51,1655,
2020/03/05 23:29:21,958.72,20.24,9.28,10.00,4.72,45.78,10.89,1652,
2020/03/05 23:34:21,958.71,20.15,9.17,10.00,4.72,47.24,10.51,1625,
2020/03/05 23:39:21,958.60,20.23,9.10,9.75,4.72,46.55,10.17,1622,
2020/03/05 23:44:21,958.54,20.08,8.93,9.75,4.72,48.03,9.94,1646,
2020/03/05 23:49:21,958.63,20.01,8.72,9.50,4.72,49.63,9.73,1628,
2020/03/05 23:54:21,958.89,20.23,8.60,9.25,4.72,47.05,10.76,1631,
2020/03/05 23:59:21,958.60,20.30,8.72,9.50,4.72,47.40,10.18,1631,
2020/03/06 00:04:21,958.57,20.26,8.70,9.50,4.72,47.22,10.33,1626,
2020/03/06 00:09:21,958.51,20.27,8.71,9.50,4.72,47.80,10.20,1617,
2020/03/06 00:14:21,958.53,20.35,8.78,9.50,4.72,45.25,10.91,1624,
2020/03/06 00:19:21,958.54,20.39,8.99,9.75,4.72,44.34,11.10,1622,
2020/03/06 00:24:21,958.67,20.56,9.27,10.00,4.72,41.95,11.77,1622,
