Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Anemometer revolutions [number],Rain bucket tips [0.01in],
2020/02/20 11:49:23,997.97,22.03,25.28,26.00,2.77,65535,
2020/02/20 11:49:42,997.94,22.34,25.20,26.25,2.76,65535,
2020/02/20 11:50:02,997.95,22.46,25.13,26.00,2.76,65535,
2020/02/20 11:50:22,997.94,22.39,25.10,26.00,2.76,65535,
2020/02/20 11:50:42,997.95,22.40,25.07,26.00,2.76,65535,
2020/02/20 11:51:02,997.97,22.29,25.04,26.00,2.76,65535,
2020/02/20 11:51:22,997.99,22.59,25.02,26.00,2.76,65535,
2020/02/20 11:51:42,998.02,22.55,25.01,26.00,2.77,65535,
2020/02/20 11:52:02,998.01,22.60,25.00,26.00,2.76,65535,
2020/02/20 11:52:22,998.08,22.65,24.99,26.00,2.76,65535,
2020/02/20 11:52:42,998.00,22.84,24.99,26.00,2.76,65535,
2020/02/20 11:53:02,998.06,22.82,24.98,26.00,2.77,65535,
2020/02/20 11:53:22,998.02,22.90,24.97,26.00,2.77,65535,
2020/02/20 11:53:42,998.01,23.14,24.97,26.00,2.76,65535,
2020/02/20 11:54:02,998.07,23.29,24.97,26.00,2.76,65535,
2020/02/20 11:54:22,998.03,23.13,24.96,26.00,2.76,65535,
2020/02/20 11:54:42,998.07,23.19,24.96,26.00,2.76,65535,
