Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Anemometer revolutions [number],Rain bucket tips [0.01in],
2020/02/20 11:25:22,997.83,22.29,24.19,25.00,2.77,0,
2020/02/20 11:25:41,997.79,22.12,24.13,25.00,2.76,0,
2020/02/20 11:26:01,997.80,22.21,24.09,25.00,2.76,0,
2020/02/20 11:26:21,997.82,21.89,24.06,25.00,2.76,0,
2020/02/20 11:26:41,997.83,22.01,24.05,25.00,2.76,0,
2020/02/20 11:27:01,997.84,22.27,24.04,25.00,2.76,0,
2020/02/20 11:27:21,997.86,22.44,24.05,25.00,2.76,0,
2020/02/20 11:27:41,997.85,22.68,24.06,25.25,2.77,0,
2020/02/20 11:28:01,997.90,22.55,24.08,25.00,2.77,0,
2020/02/20 11:28:21,997.91,22.48,24.12,25.00,2.76,0,
2020/02/20 11:28:41,997.89,22.42,24.14,25.25,2.77,0,
2020/02/20 11:29:01,997.90,22.50,24.18,25.00,2.76,0,
2020/02/20 11:29:21,997.93,22.64,24.20,25.25,2.77,0,
2020/02/20 11:29:41,997.92,22.55,24.23,25.25,2.76,0,
2020/02/20 11:30:01,997.94,25.41,24.27,25.25,2.77,0,
2020/02/20 11:30:21,997.93,24.19,24.29,25.25,2.77,0,
2020/02/20 11:30:41,997.97,22.86,24.31,25.25,2.77,0,
2020/02/20 11:31:01,997.97,22.73,24.34,25.25,2.76,0,
2020/02/20 11:31:21,997.92,22.64,24.36,25.25,2.76,0,
2020/02/20 11:31:41,997.94,22.57,24.38,25.50,2.77,0,
2020/02/20 11:32:01,997.88,22.50,24.41,25.50,2.76,0,
2020/02/20 11:32:21,997.94,22.57,24.43,25.50,2.77,0,
2020/02/20 11:32:41,997.97,22.58,24.46,25.50,2.76,0,
2020/02/20 11:33:01,997.90,22.40,24.48,25.50,2.76,0,
2020/02/20 11:33:21,997.94,22.45,24.50,25.50,2.77,0,
2020/02/20 11:33:41,997.94,22.96,24.52,25.50,2.77,0,
2020/02/20 11:34:01,997.92,22.65,24.54,25.50,2.76,0,
2020/02/20 11:34:21,997.86,22.35,24.55,25.50,2.77,0,
2020/02/20 11:34:41,997.92,22.50,24.56,25.50,2.76,0,
2020/02/20 11:35:01,997.90,22.47,24.54,25.50,2.76,0,
2020/02/20 11:35:21,997.93,22.30,24.58,25.50,2.77,0,
2020/02/20 11:35:41,997.89,22.25,24.60,25.75,2.77,0,
2020/02/20 11:36:01,997.88,22.19,24.63,25.75,2.76,0,
2020/02/20 11:36:21,997.90,23.24,24.65,25.75,2.77,0,
