Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF,,,,,,,,,,
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%],Temp,Distance [mm],Dist_cor,
07/03/2021 21:25,970.24,96.81,1.42,2.25,4.5,99.38,2.06,2048,3507,
07/03/2021 21:30,970.27,96.77,1.39,2.25,4.5,99.87,1.94,1860,3319,
07/03/2021 21:35,970.27,96.71,1.32,2,4.5,99.99,1.77,2061,3520,
07/03/2021 21:40,970.37,96.68,1.25,2,4.5,99.99,1.93,9999,11458,
07/03/2021 21:45,970.3,96.78,1.25,2,4.5,99.99,2.01,2222,3681,
07/03/2021 21:50,970.38,96.86,1.32,2.25,4.5,99.49,2.02,9999,11458,
07/03/2021 21:55,970.53,96.86,1.34,2.25,4.5,99.99,2.01,2035,3494,
07/03/2021 22:00,970.55,96.8,1.3,2,4.5,99.99,1.89,2070,3529,
07/03/2021 22:05,970.54,96.76,1.24,2,4.5,99.99,1.93,1984,3443,
07/03/2021 22:10,970.57,96.77,1.19,2,4.5,99.99,1.88,2022,3481,
07/03/2021 22:15,970.62,96.77,1.13,2,4.5,99.99,1.86,1970,3429,
07/03/2021 22:20,970.67,96.79,1.1,2,4.5,99.99,1.77,1816,3275,
07/03/2021 22:25,970.72,96.87,1.11,2,4.5,99.7,2.1,9999,11458,
07/03/2021 22:30,970.72,96.92,1.18,2,4.5,99.9,1.9,2023,3482,
07/03/2021 22:35,970.82,96.86,1.18,2,4.5,99.85,2.04,2059,3518,
07/03/2021 22:40,970.87,96.86,1.17,2,4.5,99.86,2.08,1791,3250,
07/03/2021 22:45,970.82,96.9,1.18,2,4.5,99.99,1.82,9999,11458,
07/03/2021 22:50,971.01,96.78,1.09,1.75,4.5,99.99,1.74,9999,11458,
07/03/2021 22:55,970.99,96.73,1.01,1.75,4.5,99.99,1.78,1748,3207,
07/03/2021 23:00,970.98,96.82,0.98,1.75,4.5,99.99,1.86,1960,3419,
07/03/2021 23:05,970.88,96.83,0.96,1.75,4.5,99.99,1.76,1758,3217,
07/03/2021 23:10,970.94,96.89,0.94,1.75,4.5,99.99,1.76,1790,3249,
07/03/2021 23:15,970.99,96.88,0.94,1.75,4.5,99.99,1.69,1779,3238,
07/03/2021 23:20,970.98,96.84,0.92,1.75,4.5,99.99,1.74,9999,11458,
07/03/2021 23:25,970.94,96.88,0.92,1.75,4.5,99.99,1.77,1738,3197,
07/03/2021 23:30,971.07,96.87,0.92,1.75,4.5,99.99,1.67,9999,11458,
07/03/2021 23:35,971.02,96.87,0.91,1.75,4.5,99.57,1.89,2036,3495,
07/03/2021 23:40,971.03,96.91,0.93,1.75,4.5,99.85,1.78,2071,3530,
07/03/2021 23:45,971.11,96.91,0.92,1.75,4.5,99.37,1.76,9999,11458,
07/03/2021 23:50,971.11,96.92,0.9,1.75,4.5,99.32,1.77,2110,3569,
07/03/2021 23:55,971.22,96.93,0.9,1.75,4.5,98.49,1.86,9999,11458,
08/03/2021 00:00,971.24,96.95,0.95,1.75,4.5,98.85,1.74,2096,3555,
08/03/2021 00:05,971.24,96.94,0.95,1.75,4.5,98.44,1.73,1767,3226,
08/03/2021 00:10,971.13,96.88,0.92,1.75,4.5,98.86,1.73,9999,11458,
08/03/2021 00:15,971.09,96.91,0.9,1.5,4.5,98.95,1.69,1773,3232,
08/03/2021 00:20,971.21,96.87,0.87,1.5,4.5,98.71,1.72,1824,3283,
08/03/2021 00:25,971.31,96.95,0.87,1.5,4.5,96.72,1.89,9999,11458,
08/03/2021 00:30,971.22,96.98,0.9,1.75,4.5,98.82,1.65,2213,3672,
08/03/2021 00:35,971.36,96.89,0.86,1.75,4.5,98.69,1.74,1798,3257,
08/03/2021 00:40,971.41,96.9,0.86,1.75,4.5,98.32,1.73,1786,3245,
08/03/2021 00:45,971.47,96.9,0.84,1.75,4.5,98.18,1.67,1754,3213,
08/03/2021 00:50,971.59,96.92,0.82,1.75,4.5,96.97,1.78,2041,3500,
08/03/2021 00:55,971.72,96.91,0.81,1.75,4.5,98.08,1.63,2086,3545,
08/03/2021 01:00,971.8,96.95,0.81,1.5,4.5,96.63,1.9,9999,11458,
08/03/2021 01:05,971.86,96.99,0.87,1.5,4.5,96.54,1.82,1810,3269,
08/03/2021 01:10,972.06,96.93,0.87,1.75,4.5,96.89,1.81,2145,3604,
08/03/2021 01:15,972.15,96.94,0.89,1.75,4.5,96.39,1.82,1800,3259,
08/03/2021 01:20,972.37,96.91,0.89,1.75,4.5,96.44,1.84,2032,3491,
08/03/2021 01:25,972.37,96.91,0.9,1.75,4.5,96.06,1.74,1854,3313,
08/03/2021 01:30,972.6,96.9,0.88,1.75,4.5,95.31,1.84,1955,3414,
08/03/2021 01:35,972.7,96.93,0.9,1.75,4.5,96.12,1.69,1920,3379,
08/03/2021 01:40,972.75,96.99,0.9,1.75,4.5,95.9,1.8,2088,3547,
08/03/2021 01:45,972.78,96.97,0.93,1.75,4.5,96.19,1.8,2082,3541,
08/03/2021 01:50,972.84,96.97,0.93,1.75,4.5,96.39,1.76,2022,3481,
08/03/2021 01:55,972.87,96.91,0.9,1.75,4.5,96.72,1.62,1960,3419,
08/03/2021 02:00,972.94,96.84,0.85,1.5,4.5,96.12,1.69,1903,3362,
08/03/2021 02:05,972.83,96.94,0.84,1.75,4.5,95.94,1.77,2023,3482,
08/03/2021 02:10,972.87,96.94,0.87,1.75,4.5,96.59,1.74,1942,3401,
08/03/2021 02:15,972.95,96.94,0.85,1.75,4.5,96.95,1.76,2090,3549,
08/03/2021 02:20,972.93,96.95,0.85,1.75,4.5,96.83,1.66,9999,11458,
08/03/2021 02:25,973.02,96.92,0.85,1.5,4.5,96.52,1.65,1932,3391,
08/03/2021 02:30,973.07,96.97,0.83,1.5,4.5,96.37,1.72,2085,3544,
08/03/2021 02:35,973.13,96.94,0.82,1.5,4.5,96.48,1.65,2020,3479,
08/03/2021 02:40,973.16,96.96,0.81,1.5,4.5,96.35,1.72,9999,11458,
08/03/2021 02:45,973.27,96.98,0.82,1.75,4.5,97.08,1.7,2026,3485,
08/03/2021 02:50,973.35,96.99,0.84,1.75,4.5,97.28,1.73,1940,3399,
08/03/2021 02:55,973.38,96.99,0.85,1.75,4.5,98.11,1.63,2073,3532,
08/03/2021 03:00,973.37,96.99,0.84,1.75,4.5,98.61,1.65,9999,11458,
08/03/2021 03:05,973.3,96.94,0.82,1.5,4.5,99.43,1.55,9999,11458,
08/03/2021 03:10,973.17,96.89,0.78,1.5,4.5,99.3,1.47,1931,3390,
08/03/2021 03:15,973.08,96.87,0.72,1.5,4.5,99.41,1.47,1942,3401,
08/03/2021 03:20,972.88,96.84,0.66,1.5,4.5,99.71,1.3,2017,3476,
08/03/2021 03:25,972.94,96.83,0.59,1.25,4.5,99.52,1.3,1947,3406,
08/03/2021 03:30,973,96.82,0.55,1.25,4.5,99.26,1.35,1933,3392,
08/03/2021 03:35,973.11,96.84,0.52,1.25,4.5,99.92,1.23,2021,3480,
08/03/2021 03:40,973.21,96.84,0.48,1.25,4.5,99.99,1.13,1947,3406,
08/03/2021 03:45,973.29,96.8,0.44,1.25,4.5,99.99,1.08,1968,3427,
08/03/2021 03:50,973.32,96.78,0.39,1,4.5,99.99,1.07,1982,3441,
08/03/2021 03:55,973.58,96.81,0.36,1,4.5,99.98,1.2,2033,3492,
08/03/2021 04:00,973.53,96.83,0.37,1.25,4.5,99.87,1.16,2045,3504,
08/03/2021 04:05,973.57,96.83,0.35,1,4.5,99.99,1.11,2038,3497,
08/03/2021 04:10,973.56,96.8,0.31,1,4.5,99.99,1.08,2074,3533,
08/03/2021 04:15,973.39,96.79,0.26,1,4.5,99.99,1.01,9999,11458,
08/03/2021 04:20,973.25,96.76,0.19,1,4.5,99.69,0.97,2030,3489,
08/03/2021 04:25,973.28,96.74,0.12,1,4.5,99.88,0.96,2030,3489,
08/03/2021 04:30,973.27,96.84,0.08,0.75,4.5,98.52,1.08,1950,3409,
08/03/2021 04:35,973.13,96.93,0.11,0.75,4.5,97.47,1.16,9999,11458,
08/03/2021 04:40,973.25,96.96,0.14,1,4.5,97.6,1.11,9999,11458,
08/03/2021 04:45,973.33,96.91,0.14,1,4.5,98.03,1.03,2095,3554,
08/03/2021 04:50,973.49,96.91,0.14,1,4.5,97.85,1.13,2070,3529,
08/03/2021 04:55,973.5,96.96,0.16,1,4.5,97.69,1.12,1921,3380,
08/03/2021 05:00,973.5,96.93,0.18,1,4.5,97.63,1.13,2120,3579,
08/03/2021 05:05,973.48,96.9,0.17,1,4.5,97.77,1.11,1973,3432,
08/03/2021 05:10,973.44,96.86,0.15,1,4.5,97.85,1.07,1999,3458,
08/03/2021 05:15,973.38,96.86,0.12,0.75,4.5,97.94,0.94,1992,3451,
08/03/2021 05:20,973.26,96.82,0.07,0.75,4.5,98.77,0.86,1992,3451,
08/03/2021 05:25,973.21,96.81,0.01,0.75,4.5,99.3,0.89,1997,3456,
08/03/2021 05:30,973.16,96.83,-0.03,0.75,4.5,99.88,0.93,2064,3523,
08/03/2021 05:35,973.16,96.9,-0.02,0.75,4.5,99.99,1.03,2161,3620,
08/03/2021 05:40,973.18,96.96,0,1,4.5,99.99,1.05,2063,3522,
08/03/2021 05:45,973.13,96.93,0,0.75,4.5,99.99,1.07,1988,3447,
08/03/2021 05:50,973.06,96.9,-0.02,0.75,4.5,99.99,1.01,1989,3448,
08/03/2021 05:55,973.11,96.9,-0.06,0.75,4.5,99.99,0.99,1990,3449,
08/03/2021 06:00,973.2,96.94,-0.06,0.75,4.5,99.99,0.94,2120,3579,
08/03/2021 06:05,973.06,96.94,-0.05,0.75,4.5,99.99,0.94,1996,3455,
08/03/2021 06:10,972.89,96.96,-0.04,0.75,4.5,99.99,0.94,1983,3442,
08/03/2021 06:15,972.82,96.94,-0.04,0.75,4.5,99.99,0.9,1980,3439,
08/03/2021 06:20,972.85,96.88,-0.08,0.75,4.5,99.99,0.92,9999,11458,
08/03/2021 06:25,973.02,96.87,-0.13,0.75,4.5,99.99,0.9,1992,3451,
08/03/2021 06:30,973.14,96.89,-0.14,0.75,4.5,99.99,0.89,2055,3514,
08/03/2021 06:35,973.21,96.87,-0.16,0.75,4.5,99.99,0.86,1996,3455,
08/03/2021 06:40,973.29,96.85,-0.16,0.75,4.5,99.99,0.78,2078,3537,
08/03/2021 06:45,973.27,96.9,-0.12,0.75,4.5,99.99,0.88,2084,3543,
08/03/2021 06:50,973.22,96.91,-0.08,0.75,4.5,99.99,0.8,2022,3481,
08/03/2021 06:55,973.33,96.91,-0.05,0.75,4.5,99.99,0.8,1987,3446,
08/03/2021 07:00,973.43,96.88,-0.02,0.75,4.5,99.99,0.84,1992,3451,
08/03/2021 07:05,973.32,96.9,0.01,0.75,4.5,99.99,0.86,2115,3574,
08/03/2021 07:10,973.33,96.85,0.03,0.75,4.5,99.99,0.84,2000,3459,
08/03/2021 07:15,973.17,96.85,0.04,0.75,4.5,99.99,0.85,1977,3436,
08/03/2021 07:20,973.26,96.84,0.04,0.75,4.5,99.99,0.77,1987,3446,
08/03/2021 07:25,973.42,96.83,0.04,0.75,4.5,99.99,0.84,1991,3450,
08/03/2021 07:30,973.44,96.85,0.05,0.75,4.5,99.99,0.84,9999,11458,
08/03/2021 07:35,973.46,96.86,0.06,1,4.5,99.99,0.86,2334,3793,
08/03/2021 07:40,973.47,96.84,0.07,0.75,4.5,99.99,0.86,2050,3509,
08/03/2021 07:45,973.51,96.84,0.07,0.75,4.5,99.99,0.81,1975,3434,
08/03/2021 07:50,973.54,96.84,0.07,1,4.5,99.99,0.77,2180,3639,
08/03/2021 07:55,973.43,96.83,0.04,0.75,4.5,99.99,0.78,2165,3624,
08/03/2021 08:00,973.32,96.83,0.03,0.75,4.5,99.99,0.76,2120,3579,
08/03/2021 08:05,973.33,96.84,0.02,0.75,4.5,99.99,0.76,1990,3449,
08/03/2021 08:10,973.32,96.82,0.01,0.75,4.5,99.99,0.73,2040,3499,
08/03/2021 08:15,973.34,96.8,-0.01,1,4.5,99.99,0.72,2020,3479,
08/03/2021 08:20,973.35,96.77,-0.04,0.75,4.5,99.99,0.63,2070,3529,
08/03/2021 08:25,973.28,96.77,-0.06,0.75,4.5,99.99,0.65,9999,11458,
08/03/2021 08:30,973.22,96.78,-0.08,0.75,4.5,99.99,0.66,1956,3415,
08/03/2021 08:35,973.27,96.78,-0.09,0.75,4.5,99.99,0.63,9999,11458,
08/03/2021 08:40,973.29,96.77,-0.1,0.75,4.5,99.99,0.61,2106,3565,
08/03/2021 08:45,973.35,96.78,-0.12,0.75,4.5,99.99,0.58,2125,3584,
08/03/2021 08:50,973.27,96.78,-0.14,0.75,4.5,99.99,0.52,1922,3381,
08/03/2021 08:55,973.32,96.78,-0.15,0.75,4.5,99.99,0.49,1949,3408,
08/03/2021 09:00,973.32,96.76,-0.17,0.75,4.5,99.99,0.46,1944,3403,
08/03/2021 09:05,973.33,96.77,-0.19,0.75,4.5,99.99,0.43,1994,3453,
08/03/2021 09:10,973.32,96.72,-0.22,0.5,4.5,99.99,0.43,2003,3462,
08/03/2021 09:15,973.32,96.72,-0.26,0.5,4.5,99.99,0.35,9999,11458,
08/03/2021 09:20,973.36,96.69,-0.29,0.5,4.5,99.99,0.35,2108,3567,
08/03/2021 09:25,973.27,96.69,-0.33,0.5,4.5,99.99,0.37,2152,3611,
08/03/2021 09:30,973.37,96.69,-0.37,0.5,4.5,99.99,0.37,2171,3630,
08/03/2021 09:35,973.52,96.61,-0.41,0.25,4.5,99.99,0.37,1916,3375,
08/03/2021 09:40,973.67,96.58,-0.48,0.25,4.5,99.99,0.34,9999,11458,
08/03/2021 09:45,973.82,96.63,-0.52,0.5,4.5,99.99,0.33,2085,3544,
08/03/2021 09:50,973.87,96.76,-0.48,0.25,4.5,99.99,0.38,1942,3401,
08/03/2021 09:55,973.98,96.83,-0.42,0.25,4.5,99.99,0.45,2001,3460,
08/03/2021 10:00,973.96,96.8,-0.37,0.5,4.5,99.99,0.46,9999,11458,
08/03/2021 10:05,973.89,96.79,-0.31,0.5,4.5,99.99,0.46,1910,3369,
08/03/2021 10:10,973.96,96.77,-0.29,0.5,4.5,99.99,0.45,1941,3400,
08/03/2021 10:15,973.94,96.77,-0.28,0.5,4.5,99.99,0.5,1938,3397,
08/03/2021 10:20,973.96,96.77,-0.25,0.5,4.5,99.99,0.49,2030,3489,
08/03/2021 10:25,974.1,96.77,-0.22,0.5,4.5,99.99,0.5,1928,3387,
08/03/2021 10:30,973.99,96.78,-0.19,0.5,4.5,99.99,0.57,1924,3383,
08/03/2021 10:35,974.05,96.79,-0.13,0.75,4.5,99.99,0.61,2071,3530,
08/03/2021 10:40,973.89,96.79,-0.07,0.75,4.5,99.99,0.65,2103,3562,
08/03/2021 10:45,974.01,96.78,0,0.75,4.5,99.99,0.66,2074,3533,
08/03/2021 10:50,973.98,96.79,0.08,1,4.5,99.99,0.69,2080,3539,
08/03/2021 10:55,973.97,96.78,0.15,1,4.5,99.99,0.7,1942,3401,
08/03/2021 11:00,973.98,96.73,0.19,1,4.5,99.99,0.72,1957,3416,
08/03/2021 11:05,974.05,96.76,0.22,1,4.5,99.99,0.72,1947,3406,
08/03/2021 11:10,974.14,96.76,0.26,1,4.5,99.99,0.76,2041,3500,
08/03/2021 11:15,974.17,96.77,0.31,1.25,4.5,99.99,0.8,2060,3519,
08/03/2021 11:20,974.05,96.75,0.34,1,4.5,99.99,0.78,2047,3506,
08/03/2021 11:25,974.16,96.68,0.34,1.25,4.5,99.99,0.77,1957,3416,
08/03/2021 11:30,974.17,96.66,0.34,1,4.5,99.99,0.78,2127,3586,
08/03/2021 11:35,974.24,96.68,0.37,1.25,4.5,99.99,0.82,9999,11458,
08/03/2021 11:40,974.25,96.67,0.41,1.25,4.5,99.99,0.85,2072,3531,
08/03/2021 11:45,974.21,96.6,0.42,1.25,4.5,99.99,0.85,1973,3432,
08/03/2021 11:50,974.3,96.53,0.41,1.25,4.5,99.99,0.8,9999,11458,
08/03/2021 11:55,974.35,96.47,0.38,1.25,4.5,99.99,0.77,9999,11458,
08/03/2021 12:00,974.39,96.61,0.45,1.25,4.5,99.99,0.92,9999,11458,
08/03/2021 12:05,974.4,96.66,0.55,1.25,4.5,99.99,0.92,9999,11458,
08/03/2021 12:10,974.38,96.61,0.58,1.5,4.5,99.99,0.94,2090,3549,
08/03/2021 12:15,974.38,96.57,0.61,1.5,4.5,99.99,0.92,1926,3385,
08/03/2021 12:20,974.52,96.53,0.6,1.5,4.5,99.99,1.04,1884,3343,
08/03/2021 12:25,974.52,96.56,0.6,1.5,4.5,99.99,0.96,2075,3534,
08/03/2021 12:30,974.58,96.64,0.63,1.5,4.5,99.99,1.01,2032,3491,
08/03/2021 12:35,974.59,96.67,0.69,1.5,4.5,99.99,1.04,2110,3569,
08/03/2021 12:40,974.65,96.65,0.72,1.5,4.5,99.99,1.11,2084,3543,
08/03/2021 12:45,974.72,96.65,0.8,1.5,4.5,99.98,1.13,1985,3444,
08/03/2021 12:50,974.65,96.63,0.89,1.5,4.5,99.46,1.2,2154,3613,
08/03/2021 12:55,974.57,96.52,1,1.75,4.5,99.23,1.16,1897,3356,
08/03/2021 13:00,974.61,96.34,0.98,1.75,4.5,98.86,1.12,1936,3395,
08/03/2021 13:05,974.56,96.26,0.91,1.75,4.5,98.97,1.07,2101,3560,
08/03/2021 13:10,974.5,96.22,0.82,1.75,4.5,99.58,1.01,2060,3519,
08/03/2021 13:15,974.54,96.24,0.74,1.5,4.5,99.99,1.01,1989,3448,
08/03/2021 13:20,974.48,96.33,0.67,1.5,4.5,99.99,0.94,1866,3325,
08/03/2021 13:25,974.63,96.36,0.61,1.5,4.5,99.99,1.05,9999,11458,
08/03/2021 13:30,974.6,96.41,0.57,1.5,4.5,99.99,0.97,2066,3525,
08/03/2021 13:35,974.39,96.41,0.51,1.25,4.5,99.99,0.72,1893,3352,
08/03/2021 13:40,974.61,95.92,0.28,1,4.5,99.99,0.22,1902,3361,
08/03/2021 13:45,974.84,95.54,0.02,0.75,4.5,99.99,0.03,2066,3525,
08/03/2021 13:50,975.02,95.69,-0.12,0.5,4.5,99.99,0.25,1891,3350,
08/03/2021 13:55,975,96.02,-0.11,0.75,4.5,99.99,0.29,9999,11458,
08/03/2021 14:00,975.14,96.16,-0.06,0.75,4.5,99.99,0.25,2057,3516,
08/03/2021 14:05,975.28,96.35,0.05,0.75,4.5,98.81,0.39,2095,3554,
08/03/2021 14:10,975.24,96.48,0.19,1,4.5,96,0.63,2107,3566,
08/03/2021 14:15,975.3,96.63,0.43,1.25,4.5,98.61,0.86,2064,3523,
08/03/2021 14:20,975.16,96.48,0.78,1.5,4.5,99.4,0.86,9999,11458,
08/03/2021 14:25,975.25,96.25,1.07,1.75,4.5,98.6,1.19,2111,3570,
08/03/2021 14:30,975.12,95.65,1.4,2.25,4.5,98.8,0.94,1975,3434,
08/03/2021 14:35,975.14,94.96,1.39,2.25,4.5,98.85,1.09,2087,3546,
08/03/2021 14:40,975.02,95,1.36,2.25,4.5,99.81,1.16,2045,3504,
08/03/2021 14:45,974.92,95.1,1.25,2,4.5,99.99,1.04,2137,3596,
08/03/2021 14:50,975.07,95.41,1.1,2,4.5,99.99,1.26,2091,3550,
08/03/2021 14:55,974.97,95.9,1.28,2,4.5,99.02,1.27,9999,11458,
08/03/2021 15:00,975.44,95.8,1.44,2.25,4.5,98.15,1.72,2090,3549,
08/03/2021 15:05,975.37,95.78,1.95,2.75,4.5,96.95,1.85,1964,3423,
08/03/2021 15:10,975.19,94.22,2.53,3.25,4.5,95.7,1.84,2026,3485,
08/03/2021 15:15,974.83,92.5,2.56,3.5,4.5,97.41,1.43,2106,3565,
08/03/2021 15:20,975.39,93.2,2.04,2.75,4.5,96.47,1.59,2110,3569,
08/03/2021 15:25,975.23,93.94,2.29,3,4.5,95.48,1.72,9999,11458,
08/03/2021 15:30,975.5,93.33,2.55,3.25,4.5,94.74,1.97,1881,3340,
08/03/2021 15:35,975.21,92.25,2.9,3.75,4.5,94.5,1.85,1843,3302,
08/03/2021 15:40,975.15,91.82,3,3.75,4.5,93.98,1.85,9999,11458,
08/03/2021 15:45,974.67,91.08,3,3.75,4.5,96.73,1.38,2088,3547,
08/03/2021 15:50,975.02,91.87,2.42,3.25,4.5,97.1,1.49,1865,3324,
08/03/2021 15:55,974.85,92.96,2.09,3,4.5,96,1.35,1883,3342,
08/03/2021 16:00,974.91,93.6,1.83,2.75,4.5,95.72,1.38,2066,3525,
08/03/2021 16:05,974.96,94.68,1.96,2.75,4.5,95.1,1.72,1877,3336,
08/03/2021 16:10,974.86,94.38,2.48,3.25,4.5,93.45,1.84,1847,3306,
08/03/2021 16:15,975.13,93.08,2.75,3.5,4.5,94.46,2.05,1851,3310,
08/03/2021 16:20,975.11,92.66,3.08,4,4.5,92.99,2.31,2079,3538,
08/03/2021 16:25,975.02,91.68,3.01,3.75,4.5,92.73,2.01,2085,3544,
08/03/2021 16:30,975.03,92.54,3.12,4,4.5,93.05,2.24,1832,3291,
08/03/2021 16:35,974.93,91.56,3.44,4.25,4.5,93.66,2.39,2095,3554,
08/03/2021 16:40,974.86,90.96,3.61,4.5,4.5,92.5,2.35,2073,3532,
08/03/2021 16:45,974.95,90.83,3.69,4.5,4.5,94.23,2.48,9999,11458,
08/03/2021 16:50,975,90.9,3.77,4.75,4.5,93.65,2.59,1852,3311,
08/03/2021 16:55,974.32,89.83,3.82,4.75,4.5,94.06,1.94,1864,3323,
08/03/2021 17:00,975.01,90.77,3.32,4,4.5,93.94,2.33,1870,3329,
08/03/2021 17:05,974.87,91.42,3.31,4,4.5,93.79,2.2,2114,3573,
08/03/2021 17:10,974.44,90.56,3.43,4.25,4.5,94.87,1.92,1775,3234,
08/03/2021 17:15,974.61,90.46,3.31,4,4.5,94.23,2.02,1861,3320,
08/03/2021 17:20,974.86,90.81,3.01,3.75,4.5,94.36,2.17,1807,3266,
08/03/2021 17:25,974.93,92.22,3.06,3.75,4.5,94.25,2.4,1844,3303,
08/03/2021 17:30,974.7,91.52,3.23,4,4.5,94.79,2.13,1823,3282,
08/03/2021 17:35,974.89,91.32,3.34,4.25,4.5,94.23,2.28,1832,3291,
08/03/2021 17:40,974.74,90.96,3.42,4.25,4.5,94.54,2.1,2040,3499,
08/03/2021 17:45,974.85,90.55,3.41,4.25,4.5,93.66,2.2,9999,11458,
08/03/2021 17:50,974.73,90.47,3.38,4.25,4.5,93.81,2.05,9999,11458,
08/03/2021 17:55,974.89,90.38,3.31,4,4.5,93.91,2.04,2155,3614,
08/03/2021 18:00,974.88,91.38,3.26,4,4.5,92.48,2.32,1853,3312,
08/03/2021 18:05,974.36,91.52,3.29,4,4.5,93.1,1.84,2058,3517,
08/03/2021 18:10,974.82,92.04,3.01,3.75,4.5,94.18,2,1846,3305,
08/03/2021 18:15,974.92,92.89,2.93,3.75,4.5,93.33,2.37,1812,3271,
08/03/2021 18:20,974.72,93.09,3.12,4,4.5,92.6,2.33,1850,3309,
08/03/2021 18:25,974.59,92.6,3.18,4,4.5,92.91,2.05,1803,3262,
08/03/2021 18:30,974.71,92.05,3.11,4,4.5,94.21,2.2,2080,3539,
08/03/2021 18:35,974.7,92.11,3.09,4,4.5,93.76,2.21,9999,11458,
08/03/2021 18:40,974.71,92.17,3.02,3.75,4.5,92.43,2.45,2060,3519,
08/03/2021 18:45,974.68,92.24,2.91,3.75,4.5,92.84,2.36,2179,3638,
08/03/2021 18:50,974.82,92.82,2.93,3.75,4.5,92,2.44,1926,3385,
08/03/2021 18:55,974.65,92.86,2.93,3.75,4.5,92.41,2.12,1931,3390,
08/03/2021 19:00,974.86,93.02,2.84,3.5,4.5,93.7,2.12,2023,3482,
08/03/2021 19:05,974.55,93.38,2.89,3.75,4.5,93.49,1.78,2085,3544,
08/03/2021 19:10,974.81,93.12,2.69,3.5,4.5,93.76,1.84,2168,3627,
08/03/2021 19:15,974.59,93.42,2.6,3.25,4.5,94.5,1.61,9999,11458,
08/03/2021 19:20,974.54,93.36,2.4,3.25,4.5,95.1,1.39,1942,3401,
08/03/2021 19:25,974.6,93.56,2.12,3,4.5,94.54,1.5,2099,3558,
08/03/2021 19:30,974.62,93.94,1.89,2.75,4.5,93.42,1.36,1962,3421,
08/03/2021 19:35,974.61,94.29,1.72,2.5,4.5,93.95,1.34,2010,3469,
08/03/2021 19:40,974.73,94.66,1.6,2.25,4.5,93.26,1.51,2035,3494,
08/03/2021 19:45,974.82,95.02,1.57,2.5,4.5,90.64,1.66,2095,3554,
08/03/2021 19:50,974.65,95.38,1.7,2.5,4.5,90.74,1.74,1980,3439,
08/03/2021 19:55,974.54,95.39,1.7,2.5,4.5,90.84,1.54,1960,3419,
08/03/2021 20:00,974.54,95.38,1.58,2.5,4.5,90.67,1.5,1977,3436,
08/03/2021 20:05,974.37,95.53,1.47,2.25,4.5,90.57,1.46,2087,3546,
08/03/2021 20:10,974.33,95.64,1.34,2.25,4.5,90.37,1.42,2099,3558,
08/03/2021 20:15,974.3,95.73,1.21,2,4.5,90.61,1.38,2048,3507,
08/03/2021 20:20,974.06,95.81,1.08,1.75,4.5,91.2,1.2,1977,3436,
08/03/2021 20:25,974.13,95.86,0.93,1.75,4.5,91.25,1.16,2012,3471,
08/03/2021 20:30,974.18,95.98,0.81,1.5,4.5,91.14,1.13,2084,3543,
08/03/2021 20:35,974.11,96.09,0.7,1.5,4.5,90.96,1.17,1994,3453,
08/03/2021 20:40,974.13,96.21,0.64,1.5,4.5,91.33,1.11,9999,11458,
08/03/2021 20:45,974.05,96.27,0.58,1.25,4.5,91.08,1.03,2115,3574,
08/03/2021 20:50,974.03,96.28,0.52,1.25,4.5,91.02,1.09,2043,3502,
08/03/2021 20:55,974.06,96.3,0.47,1.25,4.5,91.44,1.01,2014,3473,
08/03/2021 21:00,974.07,96.31,0.4,1.25,4.5,90.11,1.04,9999,11458,
08/03/2021 21:05,974.07,96.33,0.39,1.25,4.5,88.33,1.22,2132,3591,
08/03/2021 21:10,974.04,96.4,0.4,1.25,4.5,87.39,1.27,2018,3477,
08/03/2021 21:15,974.17,96.4,0.41,1.25,4.5,87.63,1.3,2034,3493,
08/03/2021 21:20,974.15,96.44,0.43,1.25,4.5,86.42,1.42,2009,3468,
08/03/2021 21:25,974.34,96.49,0.47,1.25,4.5,84.56,1.49,2061,3520,
08/03/2021 21:30,974.33,96.53,0.53,1.25,4.5,85.39,1.4,2043,3502,
08/03/2021 21:35,974.28,96.49,0.52,1.25,4.5,86.97,1.27,2128,3587,
08/03/2021 21:40,974.26,96.48,0.48,1.25,4.5,86.8,1.32,1990,3449,
08/03/2021 21:45,974.18,96.47,0.39,1.25,4.5,85.31,1.23,9999,11458,
08/03/2021 21:50,974.28,96.52,0.33,1,4.5,82.5,1.35,2070,3529,
08/03/2021 21:55,974.16,96.62,0.35,1.25,4.5,83.94,1.3,2070,3529,
08/03/2021 22:00,974,96.6,0.31,1,4.5,87.82,0.96,9999,11458,
08/03/2021 22:05,973.98,96.45,0.18,1,4.5,90.23,0.73,2033,3492,
08/03/2021 22:10,973.99,96.38,0.04,0.75,4.5,92.28,0.55,2020,3479,
08/03/2021 22:15,973.97,96.37,-0.1,0.75,4.5,91.83,0.61,2071,3530,
08/03/2021 22:20,974.02,96.49,-0.15,0.75,4.5,91.19,0.65,2012,3471,
08/03/2021 22:25,973.93,96.58,-0.16,0.5,4.5,89.73,0.77,2072,3531,
08/03/2021 22:30,973.91,96.63,-0.16,0.5,4.5,90.61,0.7,2029,3488,
08/03/2021 22:35,973.95,96.64,-0.16,0.75,4.5,91.27,0.66,2032,3491,
08/03/2021 22:40,974.1,96.67,-0.18,0.75,4.5,89.56,0.8,2040,3499,
